dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
9.0,0.0107,0.2666,,,CONTROLPR
10.0,0.012200001,0.2666,,,CONTROLPR
10.0,0.0123000005,0.2666,,,CONTROLPR
10.0,0.0117999995,0.2666,,,CONTROLPR
10.0,0.0115,0.2666,,,CONTROLPR
10.0,0.0119,0.2666,,,CONTROLPR
10.0,0.012,0.2666,,,CONTROLPR
10.0,0.0125,0.27969998,,,CONTROLPR
10.0,0.0128,0.27969998,,,CONTROLPR
10.0,0.0126,0.27969998,,,CONTROLPR
10.0,0.0121,0.27969998,,,CONTROLPR
10.0,0.012200001,0.27969998,,,CONTROLPR
10.0,0.012,0.27969998,,,CONTROLPR
10.0,0.0124,0.27969998,,,CONTROLPR
