earningsGrowth,revenueGrowth,symbol,Date
0.267,0.2,DOMS,2024-07-07
0.267,0.2,DOMS,2024-07-13
0.267,0.2,DOMS,2024-07-20
0.267,0.2,DOMS,2024-07-27
0.267,0.2,DOMS,2024-08-03
0.267,0.2,DOMS,2024-08-10
0.426,0.168,DOMS,2024-08-17
0.426,0.168,DOMS,2024-08-24
0.426,0.168,DOMS,2024-09-01
0.385,0.173,DOMS,2024-09-08
0.385,0.173,DOMS,2024-09-15
0.385,0.173,DOMS,2024-09-21
0.385,0.173,DOMS,2024-09-28
0.385,0.173,DOMS,2024-10-05
0.385,0.173,DOMS,2024-10-12
0.385,0.173,DOMS,2024-10-19
