dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
6.75,0.0097,0.1821,,,STEELCAS
6.75,0.010199999,0.1821,,,STEELCAS
7.2,0.0113,0.1821,,,STEELCAS
7.2,0.0112,0.1821,,,STEELCAS
7.2,0.0108,0.1821,,,STEELCAS
7.2,0.011,0.1821,,,STEELCAS
7.2,0.0112,0.2019,,,STEELCAS
7.2,0.011,0.2019,,,STEELCAS
7.2,0.0107,0.2019,,,STEELCAS
7.2,0.0095,0.2019,,,STEELCAS
7.2,0.009,0.2019,,,STEELCAS
7.2,0.0088,0.2019,,,STEELCAS
7.2,0.0094,0.2019,,,STEELCAS
