dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
1.5,0.0055,0.42490003,,,ORIENTELEC
1.5,0.0057,0.42490003,0.75,2024-07-25,ORIENTELEC
1.5,0.0056,0.42490003,0.75,2024-07-25,ORIENTELEC
1.5,0.0055,0.42490003,0.75,2024-07-25,ORIENTELEC
1.5,0.0052,0.42490003,0.75,2024-07-25,ORIENTELEC
1.5,0.0055,0.4573,0.75,2024-07-25,ORIENTELEC
1.5,0.0057,0.4573,0.75,2024-07-25,ORIENTELEC
1.5,0.0056,0.4573,0.75,2024-07-25,ORIENTELEC
1.5,0.0058,0.4573,0.75,2024-07-25,ORIENTELEC
1.5,0.0058999998,0.4573,0.75,2024-07-25,ORIENTELEC
1.5,0.006,0.4573,0.75,2024-07-25,ORIENTELEC
1.5,0.0063,0.4573,0.75,2024-07-25,ORIENTELEC
1.5,0.0062,0.4573,0.75,2024-07-25,ORIENTELEC
1.5,0.0064,0.4573,0.75,2024-07-25,ORIENTELEC
