dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
2.0,0.0092,0.057800002,,,LFIC
2.0,0.0094,0.057800002,2.0,2023-08-01,LFIC
2.0,0.0098,0.057800002,2.0,2023-08-01,LFIC
2.0,0.0095999995,0.057800002,2.0,2023-08-01,LFIC
2.5,0.0119,0.057800002,1.5,2024-08-14,LFIC
2.5,0.0119,0.057800002,,,LFIC
2.5,0.0113,0.057800002,1.5,2024-08-14,LFIC
2.5,0.0109,0.057800002,2.5,2024-08-14,LFIC
2.5,0.0109,0.048,1.5,2024-08-14,LFIC
2.5,0.0112,0.048,1.5,2024-08-14,LFIC
2.5,0.0101,0.048,1.5,2024-08-14,LFIC
2.5,0.0105,0.048,1.5,2024-08-14,LFIC
2.5,0.010299999,0.048,1.5,2024-08-14,LFIC
2.5,0.0095999995,0.048,2.5,2024-08-14,LFIC
2.5,0.0076,0.048,2.5,2024-08-14,LFIC
2.5,0.0095,0.048,2.5,2024-08-14,LFIC
2.5,0.0094,0.048,1.5,2024-08-14,LFIC
