dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
3.0,0.0043,0.0721,3.0,2024-06-13,SHANKARA
3.0,0.0043,0.0721,,,SHANKARA
3.0,0.0045,0.0721,,,SHANKARA
3.0,0.0045,0.0889,,,SHANKARA
3.0,0.0050999997,0.0889,,,SHANKARA
3.0,0.005,0.0889,,,SHANKARA
3.0,0.0052,0.0889,,,SHANKARA
3.0,0.0053,0.0889,,,SHANKARA
3.0,0.0056,0.0889,,,SHANKARA
3.0,0.0058999998,0.0889,,,SHANKARA
3.0,0.0058,0.0889,,,SHANKARA
3.0,0.006,0.0889,,,SHANKARA
