dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
4.0,0.0064,0.4664,2.0,2024-07-19,SHANTIGEAR
4.0,0.0058,0.4664,,,SHANTIGEAR
4.0,0.0062,0.4664,,,SHANTIGEAR
4.0,0.0064,0.4664,,,SHANTIGEAR
4.0,0.0067000003,0.4664,,,SHANTIGEAR
4.0,0.0068,0.4664,,,SHANTIGEAR
4.0,0.0064999997,0.4664,,,SHANTIGEAR
4.0,0.0066000004,0.4664,,,SHANTIGEAR
5.0,0.0085,0.4664,,,SHANTIGEAR
5.0,0.0077,0.4664,,,SHANTIGEAR
5.0,0.0083,0.4472,,,SHANTIGEAR
5.0,0.0081,0.4472,,,SHANTIGEAR
5.0,0.0082,0.4472,,,SHANTIGEAR
