priceToSalesTrailing12Months,priceToBook,trailingPE,enterpriseToRevenue,enterpriseToEbitda,symbol,Date
1.9000309,2.236844,,2.401,-32.513,SOLARA,2024-07-07
1.9392544,2.2566955,,2.415,-32.708,SOLARA,2024-07-13
1.7776853,2.1115685,,2.31,-31.284,SOLARA,2024-07-20
1.980428,2.3781164,,2.598,-47.132,SOLARA,2024-07-27
2.2432885,2.6591191,,2.814,-51.043,SOLARA,2024-08-03
2.1084661,2.4417179,,2.647,-48.017,SOLARA,2024-08-10
1.9667714,2.320297,,2.562,-46.477,SOLARA,2024-08-17
2.330615,2.812148,,2.931,-53.174,SOLARA,2024-08-24
2.2931337,2.7215643,,2.862,-51.913,SOLARA,2024-09-01
2.463255,2.8788333,,2.983,-54.102,SOLARA,2024-09-08
2.5712132,2.9992905,,3.075,-55.778,SOLARA,2024-09-15
2.463884,2.889048,,2.99,-54.244,SOLARA,2024-09-21
2.664907,3.1120386,,3.162,-57.348,SOLARA,2024-09-28
2.532766,2.9245107,,3.018,-54.738,SOLARA,2024-10-05
2.4465919,2.8913608,,2.992,-54.276,SOLARA,2024-10-12
2.6808732,3.1228318,,3.17,-57.498,SOLARA,2024-10-19
