dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
5.5,0.021,0.42310002,5.5,2024-01-29,PCBL
5.5,0.0201,0.42310002,5.5,2024-01-29,PCBL
5.5,0.0199,0.42310002,5.5,2024-01-29,PCBL
5.5,0.0191,0.42310002,5.5,2024-01-29,PCBL
5.5,0.0146,0.42310002,5.5,2024-01-29,PCBL
5.5,0.0143,0.42310002,5.5,2024-01-29,PCBL
5.5,0.014199999,0.4154,5.5,2024-01-29,PCBL
5.5,0.011,0.4154,5.5,2024-01-29,PCBL
5.5,0.0112,0.4154,5.5,2024-01-29,PCBL
5.5,0.0115,0.4154,5.5,2024-01-29,PCBL
5.5,0.0114,0.4154,5.5,2024-01-29,PCBL
5.5,0.0107,0.4154,5.5,2024-01-29,PCBL
5.5,0.0095999995,0.4154,5.5,2024-01-29,PCBL
5.5,0.010199999,0.4154,5.5,2024-01-29,PCBL
5.5,0.0108,0.4154,5.5,2024-01-29,PCBL
5.5,0.0114,0.4154,5.5,2024-01-29,PCBL
