dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
12.0,0.0229,0.5743,6.0,2024-03-28,RSYSTEMS
12.0,0.024,0.5743,,,RSYSTEMS
12.0,0.0251,0.5743,,,RSYSTEMS
12.0,0.0249,0.5743,,,RSYSTEMS
12.0,0.0252,0.5743,,,RSYSTEMS
12.0,0.0256,1.0658001,,,RSYSTEMS
12.0,0.0254,1.0658001,,,RSYSTEMS
12.0,0.024500001,1.0658001,,,RSYSTEMS
12.0,0.0231,1.0658001,,,RSYSTEMS
12.0,0.0241,1.0658001,,,RSYSTEMS
12.0,0.0227,1.0658001,,,RSYSTEMS
12.0,0.0253,1.0658001,,,RSYSTEMS
12.0,0.0239,1.0658001,,,RSYSTEMS
12.0,0.0232,1.0658001,,,RSYSTEMS
12.0,0.023,1.0658001,,,RSYSTEMS
