dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
3.0,0.0106,0.3421,3.0,2023-08-01,RUPA
3.0,0.0106,0.3421,,,RUPA
3.0,0.0109,0.3421,,,RUPA
3.0,0.0105,0.3421,,,RUPA
3.0,0.0095,0.3421,,,RUPA
3.0,0.0095,0.31379998,,,RUPA
3.0,0.0091,0.31379998,,,RUPA
3.0,0.0095999995,0.31379998,,,RUPA
3.0,0.0093,0.31379998,,,RUPA
3.0,0.0101,0.31379998,,,RUPA
3.0,0.0105,0.31379998,,,RUPA
3.0,0.0104,0.31379998,,,RUPA
3.0,0.0107,0.31379998,,,RUPA
