earningsGrowth,revenueGrowth,symbol,Date
1.082,0.21,MOTHERSON,2024-07-07
1.082,0.21,MOTHERSON,2024-07-13
1.082,0.21,MOTHERSON,2024-07-20
1.082,0.21,MOTHERSON,2024-07-27
1.082,0.21,MOTHERSON,2024-08-03
1.082,0.226,MOTHERSON,2024-08-10
0.652,0.28,MOTHERSON,2024-08-17
0.652,0.28,MOTHERSON,2024-08-24
0.652,0.28,MOTHERSON,2024-09-01
0.652,0.28,MOTHERSON,2024-09-08
0.652,0.28,MOTHERSON,2024-09-15
0.652,0.28,MOTHERSON,2024-09-21
0.652,0.281,MOTHERSON,2024-09-28
0.652,0.281,MOTHERSON,2024-10-05
0.652,0.281,MOTHERSON,2024-10-12
0.652,0.281,MOTHERSON,2024-10-19
