dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
2.5,0.0047,0.55799997,2.5,2023-07-28,QUICKHEAL
2.5,0.0049,0.55799997,2.5,2023-07-28,QUICKHEAL
2.5,0.0041,0.55799997,2.5,2023-07-28,QUICKHEAL
2.5,0.0042,0.55799997,2.5,2023-07-28,QUICKHEAL
2.5,0.0042,0.32810003,2.5,2023-07-28,QUICKHEAL
2.5,0.0042,0.32810003,3.0,2024-08-30,QUICKHEAL
3.0,0.0049,0.32810003,3.0,2024-08-30,QUICKHEAL
3.0,0.0042,0.32810003,3.0,2024-08-30,QUICKHEAL
3.0,0.004,0.32810003,3.0,2024-08-30,QUICKHEAL
3.0,0.0046,0.32810003,3.0,2024-08-30,QUICKHEAL
3.0,0.0047,0.32810003,3.0,2024-08-30,QUICKHEAL
3.0,0.0043,0.32810003,3.0,2024-08-30,QUICKHEAL
3.0,0.0037,0.32810003,3.0,2024-08-30,QUICKHEAL
3.0,0.0039,0.32810003,3.0,2024-08-30,QUICKHEAL
