dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
7.5,0.025999999,0.4902,,,BALMLAWRIE
7.5,0.025799999,0.4902,,,BALMLAWRIE
7.5,0.0277,0.4902,,,BALMLAWRIE
7.5,0.026199998,0.4902,,,BALMLAWRIE
7.5,0.026400002,0.4783,,,BALMLAWRIE
7.5,0.0279,0.4783,,,BALMLAWRIE
8.5,0.0322,0.4783,,,BALMLAWRIE
8.5,0.031,0.4783,,,BALMLAWRIE
8.5,0.0304,0.4783,,,BALMLAWRIE
8.5,0.0308,0.4783,,,BALMLAWRIE
8.5,0.030199999,0.4783,,,BALMLAWRIE
8.5,0.032899998,0.4783,,,BALMLAWRIE
8.5,0.033800002,0.4783,,,BALMLAWRIE
