earningsGrowth,revenueGrowth,symbol,Date
-0.364,-0.023,MANAKCOAT,2024-07-07
-0.364,-0.023,MANAKCOAT,2024-07-13
-0.364,-0.023,MANAKCOAT,2024-07-20
-0.364,-0.023,MANAKCOAT,2024-07-27
-0.364,-0.023,MANAKCOAT,2024-08-03
19.0,0.138,MANAKCOAT,2024-08-10
19.0,0.129,MANAKCOAT,2024-08-17
19.0,0.129,MANAKCOAT,2024-08-24
19.0,0.129,MANAKCOAT,2024-09-01
19.0,0.129,MANAKCOAT,2024-09-08
19.0,0.129,MANAKCOAT,2024-09-15
19.0,0.129,MANAKCOAT,2024-09-21
19.0,0.129,MANAKCOAT,2024-09-28
19.0,0.129,MANAKCOAT,2024-10-05
19.0,0.129,MANAKCOAT,2024-10-12
19.0,0.129,MANAKCOAT,2024-10-19
