earningsGrowth,revenueGrowth,symbol,Date
2.639,0.219,SOFTTECH,2024-07-07
2.639,0.219,SOFTTECH,2024-07-13
2.639,0.219,SOFTTECH,2024-07-20
2.639,0.219,SOFTTECH,2024-07-27
2.639,0.219,SOFTTECH,2024-08-03
2.639,0.219,SOFTTECH,2024-08-10
2.639,0.219,SOFTTECH,2024-08-17
0.02,0.05,SOFTTECH,2024-08-24
0.02,0.05,SOFTTECH,2024-09-01
0.02,0.05,SOFTTECH,2024-09-08
0.02,0.05,SOFTTECH,2024-09-15
0.02,0.05,SOFTTECH,2024-09-21
0.02,0.05,SOFTTECH,2024-09-28
0.02,0.05,SOFTTECH,2024-10-05
0.02,0.05,SOFTTECH,2024-10-12
0.02,0.05,SOFTTECH,2024-10-19
