earningsGrowth,revenueGrowth,symbol,Date
1.952,2.067,NINSYS,2024-07-07
1.952,2.067,NINSYS,2024-07-13
1.952,2.067,NINSYS,2024-07-20
1.952,2.067,NINSYS,2024-07-27
1.952,2.067,NINSYS,2024-08-03
1.952,2.067,NINSYS,2024-08-10
1.131,1.544,NINSYS,2024-08-17
1.131,1.502,NINSYS,2024-08-24
1.131,1.502,NINSYS,2024-09-01
1.131,1.502,NINSYS,2024-09-08
1.131,1.502,NINSYS,2024-09-15
1.131,1.502,NINSYS,2024-09-21
1.131,1.502,NINSYS,2024-09-28
1.131,1.502,NINSYS,2024-10-05
1.131,1.502,NINSYS,2024-10-12
1.131,1.502,NINSYS,2024-10-19
