dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
4.0,0.0146,0.3012,4.0,2023-06-23,PLASTIBLEN
4.25,0.0136,0.3012,4.25,2024-07-23,PLASTIBLEN
4.25,0.0139999995,,4.25,2024-07-23,PLASTIBLEN
4.25,0.0138,,4.25,2024-07-23,PLASTIBLEN
4.25,0.0137,,4.25,2024-07-23,PLASTIBLEN
4.25,0.0145000005,,4.25,2024-07-23,PLASTIBLEN
4.25,0.013300001,,4.25,2024-07-23,PLASTIBLEN
4.25,0.0117999995,,4.25,2024-07-23,PLASTIBLEN
4.25,0.0125,,4.25,2024-07-23,PLASTIBLEN
4.25,0.0127,,4.25,2024-07-23,PLASTIBLEN
4.25,0.0135,,4.25,2024-07-23,PLASTIBLEN
4.25,0.0139,,4.25,2024-07-23,PLASTIBLEN
4.25,0.014199999,,4.25,2024-07-23,PLASTIBLEN
4.25,0.0155,0.32029998,4.25,2024-07-23,PLASTIBLEN
