dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
16.0,0.0098,0.22639999,16.0,2024-06-28,RPGLIFE
16.0,0.010199999,0.22639999,,,RPGLIFE
16.0,0.0089,0.22639999,,,RPGLIFE
16.0,0.0083,0.22639999,,,RPGLIFE
16.0,0.0082,0.22639999,,,RPGLIFE
16.0,0.0074,0.22639999,,,RPGLIFE
16.0,0.0076,0.22639999,,,RPGLIFE
16.0,0.0075,0.22639999,,,RPGLIFE
16.0,0.0069,0.22639999,,,RPGLIFE
16.0,0.0069999998,0.22639999,,,RPGLIFE
16.0,0.0061000003,0.5015,,,RPGLIFE
16.0,0.0057,0.5015,,,RPGLIFE
