earningsGrowth,revenueGrowth,symbol,Date
,2.577,ORISSAMINE,2024-07-07
,2.577,ORISSAMINE,2024-07-13
,2.577,ORISSAMINE,2024-07-20
,2.577,ORISSAMINE,2024-07-27
,2.577,ORISSAMINE,2024-08-03
,2.577,ORISSAMINE,2024-08-10
111.451,3.882,ORISSAMINE,2024-08-17
111.307,3.882,ORISSAMINE,2024-08-24
111.307,3.882,ORISSAMINE,2024-09-01
111.307,3.882,ORISSAMINE,2024-09-08
111.307,3.882,ORISSAMINE,2024-09-15
111.307,3.882,ORISSAMINE,2024-09-21
,3.082,ORISSAMINE,2024-09-28
,3.082,ORISSAMINE,2024-10-05
,3.082,ORISSAMINE,2024-10-12
,3.082,ORISSAMINE,2024-10-19
