earningsGrowth,revenueGrowth,symbol,Date
2.993,-0.067,LAMBODHARA,2024-07-07
2.993,-0.067,LAMBODHARA,2024-07-13
2.993,-0.067,LAMBODHARA,2024-07-20
2.993,-0.067,LAMBODHARA,2024-07-27
2.993,-0.067,LAMBODHARA,2024-08-03
2.993,-0.067,LAMBODHARA,2024-08-10
2.993,-0.067,LAMBODHARA,2024-08-17
0.108,0.107,LAMBODHARA,2024-08-24
0.108,0.107,LAMBODHARA,2024-09-01
0.108,0.107,LAMBODHARA,2024-09-08
0.108,0.107,LAMBODHARA,2024-09-15
0.108,0.107,LAMBODHARA,2024-09-21
0.108,0.107,LAMBODHARA,2024-09-28
0.108,0.107,LAMBODHARA,2024-10-05
0.108,0.107,LAMBODHARA,2024-10-12
0.108,0.107,LAMBODHARA,2024-10-19
