symbol,name,currency,exchange,mic_code,country,type,added_date,deleted_date,figi_code
POWERGRID,Power Grid Corporation of India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
POWERINDIA,ABB Power Products and Systems India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
POWERMECH,Power Mech Projects Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PPAP,PPAP Automotive Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PPL,Prakash Pipes Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PPLPHARMA,Piramal Pharma Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PRAENG,Prajay Engineers Syndicate Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PRAJIND,Praj Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PRAKASH,Prakash Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PRAKASHSTL,Prakash Steelage Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PRAMARA.ST,Pramara Promotions Ltd,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
PRAXIS,Praxis Home Retail Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PRECAM,Precision Camshafts Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PRECISION.SM,PRECISION METALIKS,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PRECOT,Precot Meridian Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PRECWIRE,Precision Wires India Ltd.,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PREMEXPLN,Premier Explosives Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PREMIER,Premier Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PREMIERPOL,Premier Polyfilm Ltd.,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PRESSMN,Pressman Advertising Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
PRESTIGE,Prestige Estates Projects Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PRICOLLTD,Pricol Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PRIMESECU,Prime Securities Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PRINCEPIPE,Prince Pipes and Fittings Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PRITI,Priti International Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PRITIKA.SM,PRITIKA ENGINEERIN,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PRITIKAUTO,Pritika Auto Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PRIVISCL,Privi Speciality Chemicals Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PROLIFE.SM,PROLIFE INDUSTRIES,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PROPEQUITY.SM,P. E. ANALYTICS PR,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PROV.SM,PROVENTUS AGROCOM,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PROZONER,Prozone Realty Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PROZONINTU,Prozone Intu Properties Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
PRSMJOHNSN,Prism Johnson Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PRUDENT,Prudent Corporate Advisory Services Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PSB,Punjab & Sind Bank,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PSPPROJECT,PSP Projects Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PSPPROJECT.BL,PSP PROJECTS LIMIT,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
PSUBANKICI,ICICI Prudential AMC Ltd. - ICICI Prudential Mutual Fund - ICICI Prudential PSU Bank ETF,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
PTC,PTC India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PTCIL,PTC Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PTL,PTL Enterprises Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PUNJABCHEM,Punjab Chemicals and Crop Protection Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PUNJLLOYD,Punj Lloyd Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PURVA,Puravankara Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PVP,PVP Ventures Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PVR,PVR Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PVRINOX,PVR INOX Ltd,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
PYRAMID,Pyramid Technoplast Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
QFIL.SM,QUALITY FOILS,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
QMSMEDI.SM,QMS MEDICAL ALLIED,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
QUADPRO.SM,QUADPRO ITES LTD,INR,NSE,XNSE,India,Common Stock,2024-10-19,2024-04-20,
QUESS,Quess Corp Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
QUICKHEAL,Quick Heal Technologies Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
QUICKTOUCH.SM,QUICKTOUCH TECH,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
QUINTEGRA,Quintegra Solutions Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RACE,Race Eco Chain Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RADAAN,Radaan Mediaworks India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RADHIKAJWE,Radhika Jeweltech Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RADIANTCMS,Radiant Cash Management Services Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RADICO,Radico Khaitan Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RADIOCITY,Music Broadcast Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RADIOCITY.PR.1,Music Broadcast Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RAILTEL,RailTel Corporation of India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RAIN,Rain Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RAINBOW,Rainbow Children's Medicare Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RAJESHEXPO,Rajesh Exports Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RAJMET,Rajnandini Metal Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RAJRATAN,Rajratan Global Wire Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RAJRILTD,Raj Rayon Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RAJSREESUG,Rajshree Sugars and Chemicals Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RAJTV,Raj Television Network Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RAJVIR,Rajvir Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RALLIS,Rallis India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RAMANEWS,Shree Rama Newsprint Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RAMAPHO,Rama Phosphates Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RAMASTEEL,Rama Steel Tubes Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RAMCOCEM,The Ramco Cements Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RAMCOIND,Ramco Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RAMCOSYS,Ramco Systems Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RAMKY,Ramky Infrastructure Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RAMRAT,Ram Ratna Wires Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RAMSARUP,Ramsarup Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
RANASUG,Rana Sugars Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RANEENGINE,Rane Engine Valve Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RANEHOLDIN,Rane Holdings Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RATEGAIN,RateGain Travel Technologies Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RATNAMANI,Ratnamani Metals & Tubes Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RATNAVEER,Ratnaveer Precision Engineering Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RAYMOND,Raymond Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RBA,Restaurant Brands Asia Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RBA.BL,RESTAURANT BRAND ASIA LTD,INR,NSE,XNSE,India,Common Stock,2024-10-19,2024-09-15,
RBL,Rane Brake Lining Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RBLBANK,RBL Bank Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RBMINFRA.SM,RBM INFRACON LIMIT,INR,NSE,XNSE,India,Common Stock,2024-10-19,2024-04-20,
RCF,Rashtriya Chemicals and Fertilizers Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RCOM,Reliance Communications Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RECLTD,REC Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
REDINGTON,Redington ,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
REDTAPE,Redtape Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
REFEX,Refex Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
REGENCERAM,Regency Ceramics Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RELAXO,Relaxo Footwears Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RELCAPITAL,Reliance Capital Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RELCHEMQ,Reliance Chemotex Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RELIABLE.SM,RELIABLE DATA SERV,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
RELIANCE,Reliance Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RELIGARE,Religare Enterprises Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RELINFRA,Reliance Infrastructure Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
REMSONSIND,Remsons Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
REMUS.SM,REMUS PHARMACEUTIC,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RENUKA,Shree Renuka Sugars Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
REPCOHOME,Repco Home Finance Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
REPL,Rudrabhishek Enterprises Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
REPRO,Repro India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RESPONIND,Responsive Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
REVATHI,Revathi Equipment Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
REXPIPES.SM,REX PIPES & CABLES,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RGL,Renaissance Global Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RHFL,Reliance Home Finance Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RHIM,RHI Magnesita India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RHL,Robust Hotels Private Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RICHA.SM,RICHA INFO SYSTEMS,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RICOAUTO,Rico Auto Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RIIL,Reliance Industrial Infrastructure Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RILINFRA.SM,Rachana Infra Ltd,INR,NSE,XNSE,India,Common Stock,2024-10-19,2024-10-05,
RISHABH,Rishabh Instruments Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RITCO,Ritco Logistics Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RITES,RITES Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RITEZONE.SM,RITE ZONE CHEMCON,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RKDL,Ravi Kumar Distilleries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RKEC,RKEC Projects Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RKFORGE,Ramkrishna Forgings Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RMCL,Radha Madhav Corporation Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RMDRIP.SM,R M DRIP AND SPRIN,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RML,Rane ,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RNAVAL,Reliance Naval and Engineering Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
ROHLTD,Royal Orchid Hotels Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
ROLEXRINGS,Rolex Rings Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
ROLLT,Rollatainers Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
ROLTA,Rolta India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
ROML,Raj Oil Mills Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
ROSSARI,Rossari Biotech Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
ROSSELLIND,Rossell India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
ROTO,Roto Pumps Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
ROUTE,Route Mobile Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RPGLIFE,RPG Life Sciences Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RPOWER,Reliance Power Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RPPINFRA,R.P.P. Infra Projects Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RPPL,Rajshree Polypack Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RPSGVENT,RPSG Ventures Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RRKABEL,R R Kabel Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RSSOFTWARE,R S Software ,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RSWM,RSWM Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RSYSTEMS,R Systems International Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RTNINDIA,RattanIndia Enterprises Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RTNPOWER,RattanIndia Power Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RUBYMILLS,The Ruby Mills Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RUCHI,Ruchi Soya Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RUCHINFRA,Ruchi Infrastructure Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RUCHIRA,Ruchira Papers Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RUPA,Rupa & Company Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RUSHIL,Rushil Decor Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RUSTOMJEE,Keystone Realtors Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RVHL,Ravinder Heights Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
RVNL,Rail Vikas Nigam Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SABAR.SM,SABAR FLEX INDIA L,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SABEVENTS,SAB Events & Governance Now Media Ltd,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SABTN,Sri Adhikari Brothers Television Network Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
SADBHAV,Sadbhav Engineering Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SADBHIN,Sadbhav Infrastructure Project Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SADHNANIQ,Sadhana Nitro Chem Ltd,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SAFARI,Safari Industries ,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SAGARDEEP,Sagardeep Alloys Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SAGCEM,Sagar Cements Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SAH,Sah Polymers Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SAHAJ.ST,Sahaj Fashions Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
SAHANA.SM,SAHANA SYSTEM LTD,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SAHYADRI,Sahyadri Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SAIL,Steel Authority of India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SAKAR,Sakar Healthcare Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SAKHTISUG,Sakthi Sugars Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SAKSOFT,Saksoft Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SAKUMA,Sakuma Exports Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SALASAR,Salasar Techno Engineering Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SALONA,Salona Cotspin Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SALSTEEL,S.A.L. Steel Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SALZERELEC,Salzer Electronics Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SAMBHAAV,Sambhaav Media Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SAMPANN,Sampann Utpadan India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SANCO,Sanco Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SANDESH,The Sandesh Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SANDHAR,Sandhar Technologies Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SANDUMA,Sandur Manganese And Iron Ores Ltd,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SANGAMIND,Sangam ,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SANGANI.SM,SANGANI HOSPITALS,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SANGANI.ST,Sangani Hospitals Limited,INR,NSE,XNSE,India,Common Stock,2024-10-19,2024-10-12,
SANGHIIND,Sanghi Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SANGHVIMOV,Sanghvi Movers Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SANGINITA,Sanginita Chemicals Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SANOFI,Sanofi India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SANSERA,Sansera Engineering Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SANSERA.BL,Sansera Engineering Ltd,INR,NSE,XNSE,India,Common Stock,2024-10-19,2024-06-09,
SANWARIA,Sanwaria Consumer Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SAPPHIRE,Sapphire Foods India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SAPPHIRE.BL,Sapphire Foods India Ltd,INR,NSE,XNSE,India,Common Stock,2024-10-19,2024-01-13,
SARDAEN,Sarda Energy & Minerals Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SAREGAMA,Saregama India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SARLAPOLY,Sarla Performance Fibers Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SAROJA.ST,Saroja Pharma Indus Ind L,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
SARVESHWAR,Sarveshwar Foods Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SASKEN,Sasken Technologies Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SASTASUNDR,Sastasundar Ventures Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SATHAISPAT,Sathavahana Ispat Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SATIA,Satia Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SATIN,Satin Creditcare Network Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SATINDLTD,Sat Industries Ltd,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SBC,SBC Exports Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SBCL,Shivalik Bimetal Con. Ltd,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SBFC,SBFC Finance Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SBGLP,Suratwwala Business Group Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SBICARD,SBI Cards and Payment Services Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SBILIFE,SBI Life Insurance Company Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SBIN,State Bank of India,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SCAPDVR,Stampede Capital Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
SCHAEFFLER,Schaeffler India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SCHAND,S Chand and Company Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SCHNEIDER,Schneider Electric Infrastructure Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SCI,The Shipping Corporation of India Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SCPL,Sheetal Cool Products Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SDBL,Som Distilleries & Breweries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SDL24BEES,Nippon Life India Am Ltd. - Nippon India Mf-Nippon India Etf Nifty Cpse Bond Plus Sdl-2024 Maturity,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SDL26BEES,Nippon India Mutual Fund,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SEAMECLTD,Seamec Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SECL.SM,SALASAR EXTERIORS,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SECURCRED,SecUR Credentials Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SECURKLOUD,SecureKloud Technologies Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SEJALLTD,Sejal Glass Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SELAN,Selan Exploration Technology Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SELMC,SEL Manufacturing Company Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SEL.SM,SUNGARNER ENERGIES,INR,NSE,XNSE,India,Common Stock,2024-10-19,2024-04-20,
SEL.ST,Sungarner Energies Ltd,INR,NSE,XNSE,India,Common Stock,2024-10-19,2024-10-05,
SEMAC,Semac Consultants Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SENCO,Senco Gold Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SEPC,SEPC Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SEPOWER,S. E. Power Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
SEQUENT,Sequent Scientific Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SERVICE.SM,SERVICE CARE LTD,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SERVICE.ST,Service Care Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,2024-10-19,
SERVOTECH,Servotech Power Systems Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SESHAPAPER,Seshasayee Paper and Boards Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SETCO,Setco Automotive Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SETUINFRA,Setubandhan Infrastructure Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SEYAIND,Seya Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SFL,Sheela Foam Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SGIL,Synergy Green Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SGL,STL Global Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SHAH,Shah Metacorp Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SHAHALLOYS,Shah Alloys Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SHAILY,Shaily Engineering Plastics Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SHAKTIPUMP,Shakti Pumps ,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SHALBY,Shalby Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SHALPAINTS,Shalimar Paints Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SHANKARA,Shankara Building Products Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SHANTI,Shanti Overseas ,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SHANTIGEAR,Shanthi Gears Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SHARDACROP,Sharda Cropchem Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SHARDAMOTR,Sharda Motor Industries Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SHAREINDIA,Share India Securities Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SHEMAROO,Shemaroo Entertainment Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SHERA.SM,SHERA ENERGY LTD,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SHIGAN.SM,SHIGAN QUANTUM TEC,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SHIL,Somany Home Innovation Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SHILPAMED,Shilpa Medicare Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SHIRPUR.G,Shirpur Gold Refinery Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SHIVALIK,Shivalik Rasayan Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SHIVAMAUTO,Shivam Autotech Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SHIVAMILLS,Shiva Mills Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SHIVATEX,Shiva Texyarn Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
SHK,S H Kelkar and Company Limited,INR,NSE,XNSE,India,Common Stock,2023-09-25,,
