Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-06-24,113.18000030517578,113.19000244140624,112.0999984741211,112.54000091552734,6954,0.0,0.0
2024-06-25,113.4800033569336,113.48999786376952,112.16000366210938,112.75,3388,0.0,0.0
2024-06-26,112.51000213623048,112.79000091552734,112.11000061035156,112.69000244140624,1103,0.0,0.0
2024-06-27,112.41000366210938,113.25,112.11000061035156,112.9800033569336,7264,0.0,0.0
2024-06-28,113.4800033569336,113.73999786376952,113.20999908447266,113.5199966430664,7180,0.0,0.0
2024-07-01,113.5500030517578,114.58999633789062,113.01000213623048,114.31999969482422,10388,0.0,0.0
2024-07-02,114.48999786376952,114.5199966430664,113.0199966430664,113.91000366210938,6190,0.0,0.0
2024-07-03,114.98999786376952,114.98999786376952,113.51000213623048,114.66000366210938,9201,0.0,0.0
2024-07-04,115.48999786376952,115.79000091552734,114.76000213623048,115.41999816894533,17993,0.0,0.0
2024-07-05,115.41000366210938,115.83999633789062,115.19000244140624,115.73999786376952,6141,0.0,0.0
2024-07-08,113.43000030517578,116.55999755859376,113.43000030517578,115.63999938964844,8605,0.0,0.0
2024-07-09,116.08999633789062,117.98999786376952,116.08999633789062,117.4800033569336,8343,0.0,0.0
2024-07-10,117.4800033569336,117.8000030517578,116.3499984741211,116.88999938964844,15319,0.0,0.0
2024-07-11,117.48999786376952,117.48999786376952,116.9800033569336,117.1500015258789,2905,0.0,0.0
2024-07-12,117.73999786376952,119.83999633789062,117.6999969482422,119.37999725341795,19888,0.0,0.0
2024-07-15,120.48999786376952,120.48999786376952,119.01000213623048,120.16999816894533,7376,0.0,0.0
2024-07-16,120.16999816894533,120.6999969482422,119.36000061035156,120.3000030517578,2593,0.0,0.0
2024-07-18,120.98999786376952,122.5,119.9800033569336,121.44000244140624,5906,0.0,0.0
2024-07-19,121.4499969482422,123.5,121.4499969482422,122.18000030517578,9714,0.0,0.0
2024-07-22,122.18000030517578,122.98999786376952,121.58999633789062,121.83999633789062,6595,0.0,0.0
2024-07-23,122.68000030517578,125.0,121.81999969482422,124.58999633789062,12293,0.0,0.0
2024-07-24,124.58999633789062,124.8499984741211,124.01000213623048,124.31999969482422,4504,0.0,0.0
2024-07-25,121.83000183105467,130.0,121.83000183105467,127.16999816894533,5053,0.0,0.0
2024-07-26,127.0999984741211,147.0,124.08999633789062,131.8000030517578,28721,0.0,0.0
2024-07-29,131.47000122070312,131.47000122070312,126.3000030517578,128.39999389648438,150398,0.0,0.0
2024-07-30,129.0500030517578,129.39999389648438,126.08000183105467,126.26000213623048,57366,0.0,0.0
2024-07-31,126.26000213623048,126.98999786376952,125.51000213623048,126.5999984741211,12199,0.0,0.0
2024-08-01,126.0199966430664,126.9000015258789,125.88999938964844,126.27999877929688,12527,0.0,0.0
2024-08-02,126.37000274658205,126.44000244140624,124.38999938964844,124.77999877929688,13357,0.0,0.0
2024-08-05,124.77999877929688,125.9800033569336,120.87000274658205,122.0999984741211,20606,0.0,0.0
2024-08-06,123.98999786376952,123.98999786376952,121.5500030517578,122.0,9897,0.0,0.0
2024-08-07,123.48999786376952,124.1999969482422,123.0,123.1999969482422,12935,0.0,0.0
2024-08-08,123.66999816894533,125.20999908447266,122.11000061035156,123.05999755859376,8693,0.0,0.0
2024-08-09,124.1999969482422,124.20999908447266,121.16000366210938,122.05999755859376,46158,0.0,0.0
2024-08-12,124.5,124.58999633789062,122.01000213623048,123.9800033569336,26025,0.0,0.0
2024-08-13,123.98999786376952,124.56999969482422,123.51000213623048,123.75,7170,0.0,0.0
2024-08-14,124.4800033569336,124.5999984741211,123.54000091552734,124.23999786376952,5170,0.0,0.0
2024-08-16,124.25,126.63999938964844,123.6500015258789,126.11000061035156,14324,0.0,0.0
2024-08-19,126.11000061035156,127.0999984741211,126.01000213623048,126.79000091552734,8977,0.0,0.0
2024-08-20,126.79000091552734,127.62000274658205,126.2300033569336,126.9000015258789,8448,0.0,0.0
2024-08-21,126.9800033569336,127.8499984741211,126.72000122070312,127.66000366210938,27593,0.0,0.0
2024-08-22,128.02000427246094,128.7899932861328,127.70999908447266,127.8000030517578,6470,0.0,0.0
2024-08-23,127.6999969482422,128.10000610351562,125.23999786376952,127.5999984741211,5686,0.0,0.0
2024-08-26,127.66999816894533,128.8699951171875,127.44000244140624,128.05999755859375,33372,0.0,0.0
2024-08-28,128.36000061035156,129.1999969482422,128.00999450683594,129.02000427246094,16299,0.0,0.0
2024-08-29,128.99000549316406,132.0,128.08999633789062,130.82000732421875,47701,0.0,0.0
2024-08-30,130.82000732421875,131.19000244140625,129.0,130.25,16362,0.0,0.0
2024-09-02,130.0,132.1300048828125,130.0,130.32000732421875,8588,0.0,0.0
2024-09-03,130.0,130.99000549316406,129.7100067138672,130.05999755859375,6530,0.0,0.0
2024-09-04,130.00999450683594,130.6999969482422,128.69000244140625,129.89999389648438,2366,0.0,0.0
