Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-03-28,46.57142639160156,48.89285659790039,44.25,44.25,42214051,0.0,0.0
2022-03-29,42.07142639160156,42.85714340209961,42.07142639160156,42.07142639160156,107432712,0.0,0.0
2022-03-30,40.0,44.14285659790039,40.0,44.03571319580078,114514962,0.0,0.0
2022-03-31,43.21428680419922,46.21428680419922,42.35714340209961,46.03571319580078,20994001,0.0,0.0
2022-04-01,45.60714340209961,48.32142639160156,43.75,46.25,86487987,0.0,0.0
2022-04-04,47.42856979370117,47.82142639160156,46.10714340209961,47.17856979370117,9315387,0.0,0.0
2022-04-05,47.14285659790039,49.14285659790039,45.85714340209961,47.89285659790039,29860846,0.0,0.0
2022-04-06,47.89285659790039,49.10714340209961,47.5,48.75,10740220,0.0,0.0
2022-04-07,49.25,49.25,47.28571319580078,48.21428680419922,7857918,0.0,0.0
2022-04-08,48.57142639160156,50.60714340209961,48.21428680419922,50.60714340209961,28488199,0.0,0.0
2022-04-11,51.78571319580078,53.42856979370117,49.71428680419922,52.10714340209961,30039577,0.0,0.0
2022-04-12,52.10714340209961,52.39285659790039,48.57142639160156,49.5,9765749,0.0,0.0
2022-04-13,49.64285659790039,52.71428680419922,49.28571319580078,52.17856979370117,12054588,0.0,0.0
2022-04-18,51.42856979370117,51.78571319580078,48.96428680419922,49.21428680419922,12005557,0.0,0.0
2022-04-19,49.46428680419922,50.0,45.71428680419922,46.82142639160156,8412845,0.0,0.0
2022-04-20,46.96428680419922,47.78571319580078,46.14285659790039,47.46428680419922,7268514,0.0,0.0
2022-04-21,47.64285659790039,49.78571319580078,47.64285659790039,49.25,6712435,0.0,0.0
2022-04-22,48.85714340209961,51.14285659790039,47.85714340209961,50.75,15376765,0.0,0.0
2022-04-25,49.67856979370117,51.5,49.53571319580078,50.03571319580078,8601343,0.0,0.0
2022-04-26,51.0,54.28571319580078,49.25,53.07142639160156,22289685,0.0,0.0
2022-04-27,52.5,52.82142639160156,50.78571319580078,51.10714340209961,10325935,0.0,0.0
2022-04-28,51.64285659790039,51.89285659790039,49.28571319580078,50.46428680419922,6260336,0.0,0.0
2022-04-29,50.53571319580078,50.71428680419922,48.82142639160156,49.64285659790039,6765768,0.0,0.0
2022-05-02,48.71428680419922,49.92856979370117,47.78571319580078,49.71428680419922,3898186,0.0,0.0
2022-05-04,50.21428680419922,50.28571319580078,47.85714340209961,48.14285659790039,3899081,0.0,0.0
2022-05-05,48.14285659790039,49.96428680419922,47.67856979370117,49.67856979370117,9270277,0.0,0.0
2022-05-06,47.85714340209961,48.5,46.64285659790039,48.21428680419922,5260313,0.0,0.0
2022-05-09,47.14285659790039,48.03571319580078,46.42856979370117,47.21428680419922,5668224,0.0,0.0
2022-05-10,47.14285659790039,48.0,45.85714340209961,46.32142639160156,6053448,0.0,0.0
2022-05-11,47.07142639160156,47.10714340209961,44.32142639160156,45.07142639160156,8707127,0.0,0.0
2022-05-12,43.75,44.35714340209961,41.89285659790039,43.14285659790039,10027505,0.0,0.0
