Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-09-06,389.0,431.1499938964844,378.3999938964844,400.0,26824688,0.0,0.0
2024-09-09,394.0,397.2000122070313,373.0,375.75,4307045,0.0,0.0
2024-09-10,377.7000122070313,388.7000122070313,356.1499938964844,365.25,2977636,0.0,0.0
2024-09-11,369.7000122070313,375.6000061035156,361.25,370.5499877929688,1512159,0.0,0.0
2024-09-12,376.0,377.0,363.0,364.8999938964844,680652,0.0,0.0
2024-09-13,366.0,367.8999938964844,358.0,359.45001220703125,1018873,0.0,0.0
2024-09-16,359.95001220703125,362.3999938964844,340.6000061035156,348.8500061035156,1513492,0.0,0.0
2024-09-17,347.8999938964844,367.2999877929688,343.1499938964844,361.7000122070313,1337164,0.0,0.0
2024-09-18,365.75,367.7000122070313,353.45001220703125,355.20001220703125,648370,0.0,0.0
2024-09-19,358.0,361.9500122070313,349.0,351.6000061035156,606426,0.0,0.0
2024-09-20,354.1499938964844,360.3500061035156,353.45001220703125,356.75,489647,0.0,0.0
2024-09-20,354.1499938964844,360.3500061035156,353.45001220703125,356.75,489770,0.0,0.0
2024-09-23,361.4500122070313,367.5,351.6000061035156,360.3999938964844,542528,0.0,0.0
2024-09-24,361.8500061035156,387.0,358.70001220703125,382.8999938964844,1974826,0.0,0.0
2024-09-25,385.7000122070313,385.7000122070313,367.0,370.8500061035156,893174,0.0,0.0
2024-09-26,367.25,369.8999938964844,354.3500061035156,357.8999938964844,620343,0.0,0.0
2024-09-27,357.6000061035156,359.5,350.1000061035156,351.0,241047,0.0,0.0
2024-09-30,351.04998779296875,385.0,343.8500061035156,382.0499877929688,1212327,0.0,0.0
2024-10-01,380.5499877929688,393.2999877929688,380.5499877929688,386.1000061035156,1093398,0.0,0.0
2024-10-03,422.0,428.2000122070313,401.5499877929688,411.0499877929688,6154375,0.0,0.0
2024-10-04,410.0,410.0,380.7000122070313,383.3999938964844,1347711,0.0,0.0
2024-10-07,386.0,393.4500122070313,360.0,362.6499938964844,615411,0.0,0.0
2024-10-08,360.0,369.7000122070313,357.3500061035156,363.1000061035156,971989,0.0,0.0
2024-10-09,368.0,380.0,366.6499938964844,373.9500122070313,405806,0.0,0.0
2024-10-10,377.7999877929688,379.0,359.0,368.1000061035156,608453,0.0,0.0
2024-10-11,368.0,382.0,362.5,379.2999877929688,783242,0.0,0.0
2024-09-19,358.0,361.95001220703125,349.0,351.6000061035156,606426,0.0,0.0
2024-09-20,354.1499938964844,360.3500061035156,353.45001220703125,356.75,489770,0.0,0.0
2024-09-23,361.45001220703125,367.5,351.6000061035156,360.3999938964844,542528,0.0,0.0
2024-09-24,361.8500061035156,387.0,358.70001220703125,382.8999938964844,1974826,0.0,0.0
2024-09-25,385.70001220703125,385.70001220703125,367.0,370.8500061035156,893174,0.0,0.0
2024-09-26,367.25,369.8999938964844,354.3500061035156,357.8999938964844,620343,0.0,0.0
2024-09-27,357.6000061035156,359.5,350.1000061035156,351.0,241047,0.0,0.0
2024-09-30,351.04998779296875,385.0,343.8500061035156,382.04998779296875,1212327,0.0,0.0
2024-10-01,380.54998779296875,393.29998779296875,380.54998779296875,386.1000061035156,1093398,0.0,0.0
2024-10-03,422.0,428.20001220703125,401.54998779296875,411.04998779296875,6154375,0.0,0.0
2024-10-04,410.0,410.0,380.70001220703125,383.3999938964844,1347711,0.0,0.0
2024-10-07,386.0,393.45001220703125,360.0,362.6499938964844,615411,0.0,0.0
2024-10-08,360.0,369.70001220703125,357.3500061035156,363.1000061035156,971989,0.0,0.0
2024-10-09,368.0,380.0,366.6499938964844,373.95001220703125,405806,0.0,0.0
2024-10-10,377.79998779296875,379.0,359.0,368.1000061035156,608453,0.0,0.0
2024-10-11,368.0,382.0,362.5,379.29998779296875,783242,0.0,0.0
2024-10-14,382.79998779296875,387.0,369.5,372.5,673045,0.0,0.0
2024-10-15,376.45001220703125,376.45001220703125,359.45001220703125,360.8999938964844,766860,0.0,0.0
2024-10-16,363.5,364.6000061035156,357.0,360.20001220703125,373088,0.0,0.0
2024-10-17,363.0,366.5,354.1499938964844,356.3500061035156,307386,0.0,0.0
2024-10-18,356.0,357.5,350.1000061035156,355.20001220703125,145682,0.0,0.0
