Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2007-07-17,67.56921590359273,71.3813013450256,63.37592046382139,63.51887512207031,10436414,0.0,0.0,0.0
2007-07-18,62.8994115287303,64.23364292444406,59.563836674934,62.041690826416016,2162487,0.0,0.0,0.0
2007-07-19,61.94638561578459,66.71149220161418,60.51685364003571,66.04438018798828,2429276,0.0,0.0,0.0
2007-07-20,66.71149113438568,69.18934506518205,64.8054485305461,64.90074920654297,1901023,0.0,0.0,0.0
2007-07-23,64.61485000865669,64.8054513689987,62.56585266558877,63.18531799316406,248588,0.0,0.0,0.0
2007-07-24,64.04303314471764,64.04303314471764,60.27860164224828,60.32625198364258,222520,0.0,0.0,0.0
2007-07-25,60.0403448261653,60.0403448261653,57.27658146727363,58.2296028137207,132771,0.0,0.0,0.0
2007-07-26,58.70611558108942,59.51618593575875,58.134304207018886,58.32490921020508,98814,0.0,0.0,0.0
2007-07-27,53.89335957661062,57.56249415700654,53.89335957661062,56.08530807495117,110413,0.0,0.0,0.0
2007-07-30,54.322215352739605,54.79872601372855,52.41617270878383,53.36919403076172,132723,0.0,0.0,0.0
2007-07-31,53.36919917772956,56.0376584095184,53.36919917772956,55.46584701538086,144940,0.0,0.0,0.0
2007-08-01,54.36986759818985,54.79872793521521,50.5101318359375,50.5101318359375,95397,0.0,0.0,0.0
2007-08-02,51.12959551689909,53.22623952254328,49.604759216308594,49.604759216308594,73599,0.0,0.0,0.0
2007-08-03,49.84301616006338,51.46315319133255,49.84301616006338,50.5101318359375,44307,0.0,0.0,0.0
2007-08-06,49.03295160791479,50.98664474487305,46.793349143435904,50.98664474487305,70727,0.0,0.0,0.0
2007-08-07,54.32221793688828,54.32221793688828,49.84301678341568,50.08127212524414,37189,0.0,0.0,0.0
2007-08-08,50.462484507888334,54.32222050056789,49.84301913570413,53.89336013793945,182127,0.0,0.0,0.0
2007-08-09,54.03631073497198,54.32221641003246,50.51013104792492,50.74838638305664,79878,0.0,0.0,0.0
2007-08-10,50.03362303720889,50.60543441772461,48.60409095043149,50.60543441772461,29963,0.0,0.0,0.0
2007-08-13,52.27322201513957,52.41617667845787,49.65241318121667,50.79603958129883,63400,0.0,0.0,0.0
2007-08-14,49.84301662055753,52.606780030932455,49.84301662055753,49.89066696166992,53237,0.0,0.0,0.0
2007-08-16,42.98126482184637,49.31885875355113,42.98126482184637,47.174560546875,45532,0.0,0.0,0.0
2007-08-17,47.65106557206909,47.93697123840395,43.83898032630357,45.887977600097656,45665,0.0,0.0,0.0
2007-08-20,48.50878986119125,49.1759019210699,45.60207173391401,48.27053451538086,85122,0.0,0.0,0.0
2007-08-21,46.88865442300981,47.55577014171595,42.88596374626113,43.26717376708984,34294,0.0,0.0,0.0
2007-08-22,44.792003757175486,44.792003757175486,41.932939687568535,42.21884536743164,28467,0.0,0.0,0.0
2007-08-23,43.74368289610111,44.31549427121185,40.12219873543959,40.97991943359375,29300,0.0,0.0,0.0
2007-08-24,40.16984981998143,42.64770378099495,40.1221958459141,42.12354278564453,26504,0.0,0.0,0.0
