Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-08-11,237.54488114448856,252.19348516893808,237.54488114448856,249.1746826171875,26935252,0.0,0.0
2016-08-12,253.3317053246376,256.3505077608939,241.4049701862652,241.701904296875,3385632,0.0,0.0
2016-08-16,239.52441524716056,246.35382435155887,239.47492371107435,242.0978240966797,902390,0.0,0.0
2016-08-17,240.11828836156084,242.2957800694018,223.7375863616152,239.2769775390625,1120174,0.0,0.0
2016-08-18,237.54486622918293,242.8896196782612,233.5857851253632,239.5738983154297,551423,0.0,0.0
2016-08-19,245.46302196880765,247.3435794024905,241.0090558443736,243.33502197265625,794496,0.0,0.0
2016-08-22,243.48349704216696,245.41354613232767,234.57556422355108,236.20867919921875,230819,0.0,0.0
2016-08-23,235.5653272748205,242.44422771881915,235.1199336681594,236.25816345214844,255761,0.0,0.0
2016-08-24,235.56532186857595,238.534632648432,233.090896218696,234.2291259765625,152347,0.0,0.0
2016-08-25,234.77351988716708,235.3178965906712,228.19155321603563,230.9134216308593,160553,0.0,0.0
2016-08-26,231.1113509293441,231.5567445165917,222.00546774624303,225.1727294921875,301535,0.0,0.0
2016-08-29,224.6778478083544,225.6676180630167,213.3449814130095,217.4030303955078,381764,0.0,0.0
2016-08-30,219.43207896597,227.49871621067345,215.76993176842143,223.589111328125,415866,0.0,0.0
2016-08-31,223.68810391467068,246.2053798618333,221.70856317206287,234.7735290527344,1116804,0.0,0.0
2016-09-01,232.79400006491383,242.3947701308066,232.79400006491383,236.65411376953125,514044,0.0,0.0
2016-09-02,237.99027017725945,242.4442366126518,234.87249971356337,236.4066467285156,230597,0.0,0.0
2016-09-06,237.09947925622944,238.93054525633585,232.24959570680164,233.4373321533203,128058,0.0,0.0
2016-09-07,236.80254863949924,238.48515515997204,231.6062544687265,232.79397583007807,219100,0.0,0.0
2016-09-08,233.58579603176025,236.45612392497017,232.6950087828872,234.1301727294922,96129,0.0,0.0
2016-09-09,232.8929579341313,234.1796623630329,227.10279555542195,227.8451232910156,756323,0.0,0.0
