Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-12-28,421.0,421.0,383.2000122070313,390.8500061035156,23557665,0.0,0.0
2021-12-29,392.8999938964844,469.0,385.6499938964844,463.6000061035156,19288145,0.0,0.0
2021-12-30,466.0,527.8499755859375,464.0,508.1499938964844,19007929,0.0,0.0
2021-12-31,496.6499938964844,504.5,480.25,483.7000122070313,4981681,0.0,0.0
2022-01-03,490.0,510.0,485.0,492.3999938964844,3222004,0.0,0.0
2022-01-04,496.2999877929688,503.0,468.2000122070313,478.1499938964844,2651426,0.0,0.0
2022-01-05,481.0,485.0,466.6499938964844,478.3500061035156,2087215,0.0,0.0
2022-01-06,475.0,502.7999877929688,472.2999877929688,487.25,3378718,0.0,0.0
2022-01-07,493.0,498.0,482.0499877929688,492.3500061035156,1339608,0.0,0.0
2022-01-10,496.8999938964844,536.0,487.7000122070313,528.3499755859375,5558323,0.0,0.0
2022-01-11,531.8499755859375,544.9000244140625,492.8500061035156,502.8500061035156,3337747,0.0,0.0
2022-01-12,498.0,518.7999877929688,496.1499938964844,506.2000122070313,2279107,0.0,0.0
2022-01-13,510.0,510.0,499.75,504.1499938964844,1067758,0.0,0.0
2022-01-14,504.7000122070313,516.7999877929688,497.0499877929688,501.5499877929688,1178583,0.0,0.0
2022-01-17,503.8999938964844,544.9000244140625,499.0499877929688,535.2999877929688,3008084,0.0,0.0
2022-01-18,547.2000122070312,601.9000244140625,542.0,570.25,10248842,0.0,0.0
2022-01-19,571.2000122070312,586.6500244140625,554.0,570.2000122070312,3389732,0.0,0.0
2022-01-20,570.75,584.7000122070312,566.0,570.2999877929688,1696783,0.0,0.0
2022-01-21,570.5499877929688,582.25,457.0,466.8500061035156,8434323,0.0,0.0
2022-01-24,475.25,489.3999938964844,443.1000061035156,460.6000061035156,5525488,0.0,0.0
2022-01-25,461.0,496.8999938964844,448.0,489.7000122070313,3274804,0.0,0.0
2022-01-27,488.0,492.0,473.9500122070313,480.6499938964844,1534895,0.0,0.0
2022-01-28,484.8999938964844,492.3999938964844,458.75,463.3999938964844,1144089,0.0,0.0
2022-01-31,469.8999938964844,481.0,459.2000122070313,462.0499877929688,1269696,0.0,0.0
2022-02-01,466.9500122070313,470.0,450.0,459.7999877929688,769529,0.0,0.0
2022-02-02,465.3999938964844,489.0,463.3500061035156,481.9500122070313,2072020,0.0,0.0
2022-02-03,482.8999938964844,488.7000122070313,472.1000061035156,475.3999938964844,745561,0.0,0.0
2022-02-04,477.0,482.4500122070313,465.1000061035156,467.6000061035156,554059,0.0,0.0
2022-02-07,469.9500122070313,473.8999938964844,455.6000061035156,469.1000061035156,609219,0.0,0.0
2022-02-08,469.1000061035156,477.25,459.0,463.3500061035156,735832,0.0,0.0
2022-02-09,465.0,471.0,458.5499877929688,464.6000061035156,423076,0.0,0.0
2022-02-10,466.0,467.0499877929688,453.7999877929688,456.1499938964844,316740,0.0,0.0
2022-02-11,450.0,465.1000061035156,450.0,452.25,335420,0.0,0.0
2022-02-14,446.0,447.0,420.0499877929688,422.2000122070313,500734,0.0,0.0
2022-02-15,424.7999877929688,432.7999877929688,401.3999938964844,425.0499877929688,643298,0.0,0.0
2022-02-16,429.0,446.3999938964844,428.1000061035156,432.7000122070313,574381,0.0,0.0
2022-02-17,436.0,437.2000122070313,416.25,420.3999938964844,497400,0.0,0.0
2022-02-18,412.1000061035156,423.4500122070313,408.2999877929688,411.5499877929688,301781,0.0,0.0
2022-02-21,412.0,418.25,395.1000061035156,397.8500061035156,545628,0.0,0.0
2022-02-22,387.0,392.6499938964844,376.75,381.8999938964844,527529,0.0,0.0
2022-02-23,385.0,427.7000122070313,385.0,414.0,1393075,0.0,0.0
2022-02-24,394.6499938964844,409.7999877929688,378.0499877929688,386.2999877929688,684836,0.0,0.0
2022-02-25,404.9500122070313,439.0,403.0,431.6499938964844,1159936,0.0,0.0
2022-02-28,416.6499938964844,432.8999938964844,412.0,420.1499938964844,854374,0.0,0.0
2022-03-02,418.0,428.7000122070313,412.5,418.2999877929688,356277,0.0,0.0
2022-03-03,423.9500122070313,432.0,418.0,420.25,326280,0.0,0.0
2022-03-04,411.0,423.7999877929688,411.0,417.3500061035156,322383,0.0,0.0
2022-03-07,405.0,420.6000061035156,403.6000061035156,417.75,319316,0.0,0.0
2022-03-08,420.75,426.0,415.4500122070313,419.8500061035156,317078,0.0,0.0
2022-03-09,422.0,431.0,416.2000122070313,422.5499877929688,325310,0.0,0.0
2022-03-10,428.8999938964844,444.5,424.7999877929688,427.75,420641,0.0,0.0
2022-03-11,431.0,453.8999938964844,426.0,449.5,458854,0.0,0.0
2022-03-14,449.7999877929688,463.0499877929688,442.25,448.3999938964844,458070,0.0,0.0
2022-03-15,451.8999938964844,451.8999938964844,431.2999877929688,434.5,181290,0.0,0.0
2022-03-16,438.7999877929688,443.2000122070313,431.0499877929688,432.5,246106,0.0,0.0
2022-03-17,438.5,478.8999938964844,436.1000061035156,465.7000122070313,1260020,0.0,0.0
2022-03-21,465.7999877929688,478.0,458.2999877929688,471.0499877929688,697541,0.0,0.0
2022-03-22,470.5,472.9500122070313,458.25,461.2999877929688,396824,0.0,0.0
2022-03-23,465.0,483.6499938964844,460.0499877929688,463.3500061035156,809561,0.0,0.0
2022-03-24,465.0499877929688,471.8999938964844,460.0499877929688,462.5499877929688,252007,0.0,0.0
2022-03-25,465.7000122070313,474.0,452.1499938964844,470.8500061035156,513081,0.0,0.0
2022-03-28,471.0,479.9500122070313,465.0,470.25,433333,0.0,0.0
2022-03-29,471.0,498.7999877929688,471.0,477.8500061035156,1495772,0.0,0.0
2022-03-30,483.0,507.1499938964844,475.25,500.5499877929688,914455,0.0,0.0
2022-03-31,505.4500122070313,516.0,482.3500061035156,493.2999877929688,1471056,0.0,0.0
2022-04-01,497.7000122070313,515.1500244140625,494.5,496.1499938964844,902613,0.0,0.0
2022-04-04,498.9500122070313,509.0,492.6000061035156,499.0499877929688,644214,0.0,0.0
2022-04-05,501.7000122070313,513.4000244140625,495.7999877929688,504.1499938964844,717721,0.0,0.0
2022-04-06,504.8999938964844,514.4000244140625,498.0,500.3500061035156,509865,0.0,0.0
2022-04-07,499.9500122070313,505.7000122070313,482.0,484.8999938964844,445398,0.0,0.0
2022-04-08,484.0,496.8999938964844,481.2000122070313,482.5,341449,0.0,0.0
2022-04-11,484.5,497.3999938964844,483.0499877929688,485.7999877929688,303845,0.0,0.0
2022-04-12,484.0,485.0,461.2000122070313,468.5,738339,0.0,0.0
2022-04-13,471.6499938964844,475.8500061035156,445.0,451.1000061035156,579422,0.0,0.0
2022-04-18,447.0499877929688,457.75,440.3500061035156,444.9500122070313,313457,0.0,0.0
2022-04-19,449.0,451.5,426.0,436.2999877929688,266701,0.0,0.0
2022-04-20,435.0,445.8999938964844,425.4500122070313,427.4500122070313,216853,0.0,0.0
2022-04-21,432.8999938964844,435.3500061035156,427.0,429.0499877929688,373653,0.0,0.0
2022-04-22,428.5,433.5499877929688,426.6499938964844,427.75,215397,0.0,0.0
2022-04-25,424.0,433.7000122070313,412.0,425.1499938964844,434981,0.0,0.0
2022-04-26,430.7000122070313,440.0,421.5,435.1000061035156,508130,0.0,0.0
2022-04-27,434.0,438.6499938964844,419.4500122070313,426.6000061035156,247447,0.0,0.0
2022-04-28,429.75,440.0,423.1499938964844,428.7999877929688,199093,0.0,0.0
2022-04-29,431.7999877929688,437.3999938964844,415.5499877929688,419.7000122070313,230380,0.0,0.0
