Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2006-04-18,197.69643730528767,199.43238226329345,174.0390712772155,184.7777404785156,116786,0.0,0.0,
2006-04-19,181.6691917789984,189.70300468473465,181.6691917789984,185.7466583251953,32145,0.0,0.0,
2006-04-20,188.8551937482647,188.8551937482647,181.7095469792832,183.16290283203125,1817,0.0,0.0,
2006-04-21,181.6691787179149,189.74336443871115,181.6691787179149,188.29000854492188,1862,0.0,0.0,
2006-04-24,189.7433522205479,193.78044482098508,181.66916701967352,182.8802947998047,2142,0.0,0.0,
2006-04-25,181.83065842844127,185.70627000564863,179.32766826832906,182.55734252929688,1324,0.0,0.0,
2006-04-26,185.7062513563368,185.7062513563368,175.33091890681536,181.66915893554688,461,0.0,0.0,
2006-04-27,184.09142929556123,189.66261235930887,178.6009806946302,180.05433654785156,11395,0.0,0.0,
2006-04-28,172.06089096263386,174.07943725585938,172.06089096263386,174.07943725585938,115,0.0,0.0,
2006-05-02,173.67573875665894,177.55133802356744,173.67573875665894,176.2594757080078,130,0.0,0.0,
2006-05-03,176.2594861551749,181.66918841275304,174.44279427104738,177.63209533691406,1515,0.0,0.0,
2006-05-04,181.58839525070624,181.58839525070624,177.63204997481265,178.43946838378906,755,0.0,0.0,
2006-05-05,173.6757161011993,179.0450439453125,173.6757161011993,179.0450439453125,3025,0.0,0.0,
2006-05-08,187.32110507050496,188.0074157714844,186.5136865141666,188.0074157714844,6777,0.0,0.0,
2006-05-09,197.4138188414136,197.4138188414136,189.7433432627084,195.9200897216797,14550,0.0,0.0,
2006-05-10,202.98499626125,205.73022642205729,197.8175230365497,204.27687072753903,6810,0.0,0.0,
2006-05-11,209.92882680084745,209.92882680084745,194.2245381830608,202.460205078125,1277,0.0,0.0,
2006-05-12,201.85463211742984,201.85463211742984,194.6686121421409,194.83009338378903,146,0.0,0.0,
2006-05-15,197.0101375377356,201.0472305200662,190.14707946777344,190.14707946777344,854,0.0,0.0,
2006-05-16,193.78048488071988,193.78048488071988,180.781039091879,180.86178588867188,570,0.0,0.0,
2006-05-17,185.706254742987,188.12851023963464,181.66916224857425,186.5540466308593,932,0.0,0.0,
2006-05-18,180.86175206660675,180.86175206660675,177.63207792256017,179.16616821289062,1611,0.0,0.0,
2006-05-19,179.16616821289062,179.16616821289062,179.16616821289062,179.16616821289062,0,0.0,0.0,
2006-05-22,170.20382690429688,170.20382690429688,170.20382690429688,170.20382690429688,108,0.0,0.0,
2006-05-23,161.72592163085938,161.72592163085938,161.72592163085938,161.72592163085938,100,0.0,0.0,
2006-05-24,160.47444870509173,161.4837219673879,153.65176391601562,153.65176391601562,1307,0.0,0.0,
2006-05-25,145.9812774658203,145.9812774658203,145.9812774658203,145.9812774658203,10,0.0,0.0,
2006-05-26,145.33534425813997,148.56501857498753,145.33534425813997,146.9905548095703,310,0.0,0.0,
2006-05-29,149.37242287083677,153.40951538085938,149.37242287083677,153.40951538085938,1175,0.0,0.0,
2006-05-30,158.2540513086375,158.2540513086375,147.4346466064453,147.4346466064453,190,0.0,0.0,
2006-05-31,145.33531694659584,145.33531694659584,140.08709716796875,140.08709716796875,740,0.0,0.0,
2006-06-01,137.26114075325984,138.1089326160756,135.8077850341797,135.8077850341797,1372,0.0,0.0,
2006-06-02,133.22404026945225,133.22404026945225,129.0254669189453,129.0254669189453,60880,0.0,0.0,
2006-06-05,133.1433090310004,133.22405581109868,126.19951715055925,129.10621643066406,2095,0.0,0.0,
2006-06-06,122.80836977115924,122.80836977115924,122.72762298583984,122.72762298583984,170,0.0,0.0,
2006-06-07,116.67197281516478,116.67197281516478,116.63159942626952,116.63159942626952,125,0.0,0.0,
2006-06-08,110.81820678710938,110.81820678710938,110.81820678710938,110.81820678710938,5,0.0,0.0,
2006-06-09,105.28737331345424,110.61634063720705,105.28737331345424,110.61634063720705,270,0.0,0.0,
2006-06-12,105.08551701742496,112.91748663443424,105.08551701742496,105.7718276977539,3218,0.0,0.0,
2006-06-13,100.92733001708984,100.92733001708984,100.92733001708984,100.92733001708984,7782,0.0,0.0,
2006-06-14,96.97095700065606,97.69763485557156,95.88094329833984,95.88094329833984,785,0.0,0.0,
2006-06-15,99.07024453011356,100.6850814819336,93.66054320556208,100.6850814819336,3603,0.0,0.0,
2006-06-16,105.73145294189452,105.73145294189452,102.94586150635656,105.73145294189452,6082,0.0,0.0,
2006-06-19,106.57925140660838,110.6163442629193,106.57925140660838,110.01078033447266,1336,0.0,0.0,
2006-06-20,112.47341031995845,115.54160337878162,112.2311822826406,112.83674621582033,3114,0.0,0.0,
2006-06-21,117.07567744817884,118.448286374905,114.33045959472656,114.33045959472656,596,0.0,0.0,
2006-06-22,120.02277510275984,120.06314849853516,120.02277510275984,120.06314849853516,105,0.0,0.0,
2006-06-23,120.06313648978607,126.07840225173918,118.85200865904802,125.75543975830078,1926,0.0,0.0,
2006-06-26,117.15643143099216,120.951295986682,116.26826613657956,116.3086395263672,318,0.0,0.0,
2006-06-27,120.95131242355087,120.95131242355087,110.49524369950896,114.00750732421876,880,0.0,0.0,
2006-06-28,109.889682090457,118.89239501953124,109.889682090457,118.89239501953124,220,0.0,0.0,
2006-06-29,116.7527431286888,116.7527431286888,113.03861236572266,113.03861236572266,1501,0.0,0.0,
2006-06-30,118.65013809945908,118.69051148577869,114.65341925837124,117.0353012084961,21822,0.0,0.0,
2006-07-03,117.88310897182411,117.88310897182411,113.07897103599086,114.65343475341795,5305,0.0,0.0,
2006-07-04,115.94531228757484,116.02604675292967,115.94531228757484,116.02604675292967,95,0.0,0.0,
2006-07-05,116.22788606020949,121.5164794921875,116.22788606020949,121.5164794921875,500,0.0,0.0,
2006-07-06,117.07567778807224,120.14387042863288,115.46084085306435,115.62232208251952,2391,0.0,0.0,
2006-07-07,119.41720853246925,127.208805579066,118.16571953223792,119.49795532226562,15014,0.0,0.0,
2006-07-10,127.20880231698212,127.20880231698212,108.39594655827784,118.2060775756836,826,0.0,0.0,
2006-07-11,116.14716480705276,117.07569122314452,116.14716480705276,117.07569122314452,1005,0.0,0.0,
2006-07-12,117.07570371712826,119.49795965610332,115.70309448242188,115.70309448242188,4711,0.0,0.0,
2006-07-13,116.30863171740116,125.95727985785122,116.30863171740116,121.39537048339844,4256,0.0,0.0,
2006-07-14,121.11279762094492,121.87984287516473,117.3179324262015,119.8209228515625,1239,0.0,0.0,
2006-07-17,119.41719013978629,121.11277390251286,113.48267161070024,114.53231811523438,2433,0.0,0.0,
2006-07-18,121.43575577682006,121.43575577682006,110.4144965185954,112.39266967773438,2419,0.0,0.0,
2006-07-19,116.26827045078696,116.26827045078696,109.88966887498133,110.61634063720705,444,0.0,0.0,
2006-07-20,113.03861083190657,115.05715745390488,101.41178105717307,112.1908187866211,525,0.0,0.0,
2006-07-21,110.61632384016292,113.03857910673584,110.61632384016292,112.95783233642578,4890,0.0,0.0,
2006-07-24,103.02659918769125,114.65342679936836,103.02659918769125,113.84600830078124,4331,0.0,0.0,
2006-07-25,119.45757274504696,124.34245746671374,117.23717171885563,118.16571044921876,4791,0.0,0.0,
2006-07-26,117.317908701319,117.8830991785403,114.85527985032438,116.59122467041016,1400,0.0,0.0,
2006-07-27,117.07570537127098,119.8612972764033,116.30866011047092,118.2464599609375,1126,0.0,0.0,
2006-07-28,117.96384528711016,126.68395504678924,114.89565258785386,120.87054443359376,2831,0.0,0.0,
2006-07-31,119.49793698398524,125.87653815166064,118.85199972543153,124.0194854736328,2331,0.0,0.0,
2006-08-01,114.6534348069698,122.72762035675642,114.6534348069698,118.16571044921876,503,0.0,0.0,
2006-08-02,116.38938871856048,119.49795532226562,116.38938871856048,119.49795532226562,75,0.0,0.0,
2006-08-03,123.5350346195486,131.44773864746094,123.5350346195486,131.44773864746094,6665,0.0,0.0,
2006-08-04,137.26114389881934,140.4908178729092,130.88254272808322,133.50665283203125,14112,0.0,0.0,
2006-08-07,138.8759850999784,142.10565917207092,136.05002028689745,137.70523071289062,7284,0.0,0.0,
2006-08-08,138.87597685314722,148.36314387654537,138.0685583830708,145.17384338378906,7285,0.0,0.0,
2006-08-09,145.33534330871203,146.9501804565866,141.29825043902557,144.64903259277344,4457,0.0,0.0,
