Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Accrued Expenses,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
12580279206.0,12580279206.0,1156226500000.0,1531805300000.0,3222612800000.0,4568256300000.0,-179364500000.0,3222612800000.0,334251300000.0,3370702300000.0,4150222200000.0,3650905500000.0,280203200000.0,3370702300000.0,3307800900000.0,,,62901400000.0,62901400000.0,3451024200000.0,1938249500000.0,13011200000.0,,,,,381910200000.0,1034574100000.0,255054200000.0,779519900000.0,506860200000.0,1512774700000.0,113380400000.0,497231200000.0,79197100000.0,418034100000.0,,69173600000.0,380848900000.0,,,5946000000.0,374902900000.0,7101929700000.0,5768519500000.0,36288800000.0,,14237700000.0,,414449300000.0,110739000000.0,110739000000.0,,553820600000.0,78700000.0,148089500000.0,26725100000.0,121364400000.0,3996592300000.0,,3996592300000.0,,1399384400000.0,,,,2597207900000.0,1333410200000.0,64535000000.0,,783900000.0,,,522505100000.0,,,,,4200700000.0,0.0,197629500000.0,,,543756000000.0,502428500000.0,41327500000.0,,,2024-03-31
12580279206.0,12580279206.0,1097528500000.0,1434962400000.0,2726090300000.0,4250816300000.0,-1303900000.0,2726090300000.0,280420100000.0,3096274000000.0,3946860700000.0,3364010500000.0,267736500000.0,3096274000000.0,3033372600000.0,,,62901400000.0,62901400000.0,3326809400000.0,1872651100000.0,13662800000.0,,,,,351373700000.0,1072396900000.0,221810200000.0,850586700000.0,415846000000.0,1454158300000.0,220277900000.0,362565500000.0,58609900000.0,303955600000.0,,55487900000.0,372577400000.0,,,4686200000.0,367891200000.0,6690819900000.0,5237965500000.0,34562100000.0,,18985800000.0,,234176400000.0,107642700000.0,107642700000.0,,528829800000.0,78700000.0,370183700000.0,248503700000.0,121680000000.0,3494882500000.0,,3494882500000.0,297717000000.0,1241947600000.0,,,,1955217900000.0,1452854400000.0,79332500000.0,,241200000.0,,,543012100000.0,,,,,4343400000.0,0.0,202951400000.0,,,622973800000.0,565960000000.0,57013800000.0,,,2023-09-30
12580279206.0,12580279206.0,1340082250000.0,1497174830000.0,2440633350000.0,4172955190000.0,-181196500000.0,2440633350000.0,130692600000.0,2806472960000.0,3788969140000.0,3012550350000.0,206077390000.0,2806472960000.0,2743571600000.0,254363850000.0,30066980000.0,62901390000.0,62901390000.0,3132736910000.0,1810035100000.0,6585580000.0,92630000.0,1471990000.0,1680000.0,8594290000.0,321357900000.0,1066531470000.0,84035290000.0,982496180000.0,404230680000.0,1322701810000.0,8084760000.0,430643360000.0,46657310000.0,383986050000.0,20743130000.0,52487360000.0,465611810000.0,124771160000.0,339400000.0,4057530000.0,336443720000.0,6145287260000.0,5003781950000.0,152330000.0,37144790000.0,24145860000.0,0.0,200325600000.0,271974520000.0,271609300000.0,365220000.0,536711540000.0,78680000.0,365839610000.0,245505490000.0,120334120000.0,3281722170000.0,-2033200050000.0,5314922220000.0,289713650000.0,48574520000.0,1468712330000.0,136871130000.0,89696090000.0,3281354500000.0,1141505310000.0,2124490000.0,40140000.0,538260000.0,3777180000.0,36884600000.0,442380680000.0,388890000.0,259139060000.0,26431830000.0,156420900000.0,95816170000.0,1340160000.0,187515810000.0,-6969420000.0,194485230000.0,371087820000.0,344687840000.0,26399980000.0,9394360000.0,17005620000.0,2023-03-31
