Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Taxes Receivable
204868760.0,204868760.0,530949000.0,1696260000.0,16901409000.0,18727746000.0,945543000.0,16901409000.0,400938000.0,17432424000.0,18137594000.0,17432424000.0,17432424000.0,17227555000.0,,204869000.0,204869000.0,11121918000.0,5217233000.0,274542000.0,,3377661000.0,1070073000.0,364903000.0,705170000.0,494957000.0,5904685000.0,1183422000.0,,626187000.0,36035000.0,590152000.0,243996000.0,2348546000.0,,,60268000.0,2288278000.0,28554342000.0,21704114000.0,250925000.0,,352861000.0,352861000.0,,531015000.0,,20567652000.0,,20567652000.0,888691000.0,19678961000.0,,,,,6850228000.0,350357000.0,,,3401529000.0,,,,,223000.0,2243717000.0,,,854402000.0,90029000.0,764373000.0,,2024-03-31,
204868760.0,204868760.0,2419648000.0,2594220000.0,15855610000.0,18979113000.0,-666264000.0,15855610000.0,59788000.0,16444681000.0,17280993000.0,16444681000.0,16444681000.0,16239812000.0,,204869000.0,204869000.0,11556623000.0,4678791000.0,283398000.0,,3059890000.0,866514000.0,30202000.0,836312000.0,468989000.0,6877832000.0,1004644000.0,,1727706000.0,29586000.0,1698120000.0,392420000.0,2288823000.0,,,3462000.0,2285361000.0,28001304000.0,21789736000.0,272840000.0,,274639000.0,274639000.0,,589071000.0,,20562280000.0,,20562280000.0,680260000.0,19882020000.0,,,,,6211568000.0,854191000.0,,,3102556000.0,,,,,262000.0,2039634000.0,,,214925000.0,100141000.0,114784000.0,,2023-09-30,
204868760.0,204868760.0,3220145000.0,3983125000.0,16028706000.0,19951540000.0,-1344885000.0,16028706000.0,68602000.0,16037017000.0,17018602000.0,16037017000.0,16037017000.0,72433000.0,8654020000.0,204869000.0,204869000.0,12730596000.0,4693882000.0,292255000.0,292255000.0,2868614000.0,1018726000.0,37141000.0,981585000.0,514287000.0,8036714000.0,28439000.0,14948000.0,2964399000.0,31461000.0,2932938000.0,340081000.0,3270402000.0,1116880000.0,6799000.0,14948000.0,2146723000.0,28767613000.0,22075784000.0,303345000.0,379674000.0,41649000.0,267331000.0,41649000.0,8311000.0,8311000.0,21525471000.0,-10068545000.0,31594016000.0,1433295000.0,19497870000.0,24318070000.0,3495315000.0,1562644000.0,784692000.0,6691829000.0,685935000.0,6799000.0,685935000.0,3509142000.0,1587517000.0,298910000.0,391643000.0,1231072000.0,106338000.0,1689237000.0,-38617000.0,1727854000.0,694378000.0,112818000.0,694378000.0,694378000.0,2023-03-31,
