Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Non Current Pension And Other Postretirement Benefit Plans,Other Payable,Dividends Payable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable
90626008.0,90626008.0,2404700000.0,2852500000.0,16799900000.0,20211400000.0,6512500000.0,16799900000.0,211500000.0,17570400000.0,17570800000.0,17570400000.0,0.0,17570400000.0,17117300000.0,,,453100000.0,453100000.0,8250600000.0,1306700000.0,-100000.0,1079200000.0,167000000.0,166600000.0,400000.0,60600000.0,6943900000.0,110100000.0,2685500000.0,44900000.0,2640600000.0,,63100000.0,3783200000.0,0.0,3783200000.0,25821000000.0,12364600000.0,122600000.0,,481100000.0,481100000.0,0.0,,770500000.0,752700000.0,17800000.0,10931900000.0,,10931900000.0,785000000.0,10146900000.0,,,,,13456400000.0,780200000.0,,,6428600000.0,,,,,12500000.0,34400000.0,5193400000.0,1007300000.0,771000000.0,236300000.0,,,2024-03-31,,,,,,
90626008.0,90626008.0,1793700000.0,2171700000.0,15947100000.0,18614200000.0,6075800000.0,15947100000.0,132700000.0,16575200000.0,16577100000.0,16575200000.0,,16575200000.0,16122100000.0,,,453100000.0,453100000.0,6556900000.0,965900000.0,,833300000.0,102200000.0,100300000.0,1900000.0,30400000.0,5591000000.0,,2069500000.0,32400000.0,2037100000.0,,123100000.0,3245300000.0,,3245300000.0,23132100000.0,11465300000.0,35400000.0,116400000.0,355900000.0,355900000.0,,,628100000.0,610300000.0,17800000.0,10329500000.0,,10329500000.0,893900000.0,9435600000.0,,,,,11666800000.0,93200000.0,,,6025500000.0,,,,,71200000.0,41800000.0,4246500000.0,1188600000.0,943300000.0,245300000.0,,,2023-09-30,,,,,,
90626008.0,90626008.0,1894064000.0,2153128000.0,15168563000.0,17728227000.0,5641936000.0,15168563000.0,9767000.0,15584866000.0,15586701000.0,15584866000.0,,15584866000.0,15131700000.0,8893950000.0,4405754000.0,453130000.0,453130000.0,6724406000.0,808726000.0,100000.0,788376000.0,7154000.0,5319000.0,1835000.0,13196000.0,5915680000.0,30640000.0,2145974000.0,4448000.0,2141526000.0,130375000.0,112143000.0,3496548000.0,28965000.0,3467583000.0,22309272000.0,10751656000.0,3425000.0,119324000.0,355248000.0,355248000.0,,,416303000.0,398497000.0,17806000.0,9857356000.0,-4666825000.0,14524181000.0,622037000.0,9238800000.0,11606231000.0,1626591000.0,669322000.0,0.0,11557616000.0,75800000.0,723000.0,23247000.0,6020410000.0,26345000.0,2653112000.0,1402611000.0,1938342000.0,123538000.0,358088000.0,4400497000.0,631113000.0,381816000.0,249297000.0,128085000.0,121212000.0,2023-03-31,,,,,,
90626008.0,90626008.0,2153276000.0,3002848000.0,14987207000.0,18358216000.0,5616473000.0,14987207000.0,27767000.0,15383135000.0,15387023000.0,15383135000.0,,15383135000.0,,8658779000.0,4405754000.0,453130000.0,453130000.0,7086178000.0,816174000.0,-2000.0,771022000.0,19011000.0,15123000.0,3888000.0,26143000.0,6270004000.0,11000.0,2983837000.0,12644000.0,2971193000.0,126368000.0,47350000.0,3112438000.0,12179000.0,3100259000.0,22469313000.0,10582839000.0,-2000.0,133415000.0,56619000.0,56619000.0,299064000.0,299064000.0,395928000.0,378122000.0,17806000.0,9697815000.0,-4516656000.0,14214471000.0,770233000.0,,11179100000.0,1615283000.0,649855000.0,0.0,11886477000.0,3000.0,,54416000.0,5912946000.0,24770000.0,2475731000.0,1496053000.0,1916392000.0,138825000.0,435826000.0,4289649000.0,1054812000.0,233007000.0,821805000.0,504652000.0,317153000.0,2022-12-31,,,,,,
