Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.26003,10627900000.0,0.0,0.0,7644400000.0,126328900000.0,10627900000.0,10627900000.0,-707500000.0,707500000.0,7644400000.0,7644400000.0,128840200000.0,,,,,7644400000.0,7644400000.0,0.0,7644400000.0,7644400000.0,7644400000.0,2579600000.0,9920400000.0,1536400000.0,0.0,-707500000.0,707500000.0,9091500000.0,2511300000.0,2037300000.0,11602800000.0,126328900000.0,137931700000.0,137931700000.0,2024-03-31
0.0,0.25459,16665100000.0,0.0,0.0,12129800000.0,128133500000.0,16665100000.0,16665100000.0,-696700000.0,696700000.0,12129800000.0,12129800000.0,132372500000.0,1499357231.0,1499357231.0,8.09,8.09,12129800000.0,12129800000.0,0.0,12129800000.0,12129800000.0,12129800000.0,4065400000.0,15968400000.0,1564700000.0,0.0,-696700000.0,696700000.0,15099600000.0,4239000000.0,3732200000.0,19338600000.0,128133500000.0,147472100000.0,147472100000.0,2023-12-31
0.0,0.249101,12143200000.0,0.0,0.0,8557400000.0,113017200000.0,12143200000.0,12143200000.0,-747000000.0,747000000.0,8557400000.0,8557400000.0,115126900000.0,1501298246.0,1501298246.0,5.7,5.7,8557400000.0,8557400000.0,0.0,8557400000.0,8557400000.0,8557400000.0,2838800000.0,11396200000.0,1536100000.0,0.0,-747000000.0,747000000.0,10198800000.0,2109700000.0,1659300000.0,12308500000.0,113017200000.0,125325700000.0,125325700000.0,2023-09-30
0.0,0.247778,9128400000.0,0.0,0.0,6188000000.0,128256400000.0,9128400000.0,9128400000.0,-902100000.0,902100000.0,6188000000.0,6188000000.0,131199700000.0,,,,,6188000000.0,6188000000.0,0.0,6188000000.0,6188000000.0,6188000000.0,2038300000.0,8226300000.0,1313200000.0,0.0,-902100000.0,902100000.0,7539600000.0,2943300000.0,2598700000.0,10482900000.0,128256400000.0,138739300000.0,138739300000.0,2023-03-31
0.0,0.256144,16622200000.0,0.0,0.0,11964600000.0,140490300000.0,16622200000.0,16622200000.0,-813500000.0,813500000.0,11964600000.0,11964600000.0,142932900000.0,1499323308.0,1499323308.0,7.98,7.98,11964600000.0,11964600000.0,0.0,11964600000.0,11964600000.0,11964600000.0,4049300000.0,15808700000.0,1796400000.0,0.0,-813500000.0,813500000.0,14825800000.0,2442600000.0,1991400000.0,17268400000.0,140490300000.0,157758700000.0,157758700000.0,2022-12-31
0.0,0.255715,15456400000.0,0.0,0.0,11054700000.0,116611600000.0,15456400000.0,15456400000.0,-666900000.0,666900000.0,11054700000.0,11054700000.0,120472000000.0,1499959294.0,1499959294.0,7.37,7.37,11054700000.0,11054700000.0,0.0,11054700000.0,11054700000.0,11054700000.0,3781900000.0,14789500000.0,1777100000.0,0.0,-666900000.0,666900000.0,13679300000.0,3860400000.0,3278100000.0,17539700000.0,116611600000.0,134151300000.0,134151300000.0,2024-06-30 00:00:00
0.0,0.256866,11345600000.0,0.0,0.0,8192800000.0,104927100000.0,11345600000.0,11345600000.0,-745500000.0,745500000.0,8192800000.0,8192800000.0,106664800000.0,1500512821.0,1500512821.0,5.46,5.46,8192800000.0,8192800000.0,0.0,8192800000.0,8192800000.0,8192800000.0,2722800000.0,10600100000.0,1446600000.0,0.0,-745500000.0,745500000.0,9899000000.0,1737700000.0,1234200000.0,11636700000.0,104927100000.0,116563800000.0,116563800000.0,2023-06-30 00:00:00
