Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Minority Interests
217879435.264469,0.273032,3202600000.0,798000000.0,798000000.0,2538600000.0,464600000.0,15869000000.0,4000600000.0,3536000000.0,-44100000.0,44100000.0,1958479435.264469,2538600000.0,18869200000.0,,,,,2538600000.0,2538600000.0,0.0,2538600000.0,2538500000.0,2538500000.0,953400000.0,3491900000.0,191300000.0,798000000.0,-44100000.0,44100000.0,2546600000.0,3000200000.0,1453200000.0,464600000.0,464600000.0,5546800000.0,15869000000.0,21415800000.0,21415800000.0,2024-03-31,
0.0,0.261486,3182100000.0,0.0,0.0,2020500000.0,416900000.0,14814500000.0,3182100000.0,2765200000.0,-29300000.0,29300000.0,2020500000.0,2020500000.0,17376800000.0,136428089.0,136428089.0,14.81,14.81,2020500000.0,2020500000.0,0.0,2020500000.0,2020500000.0,2020500000.0,715400000.0,2735900000.0,135500000.0,0.0,-29300000.0,29300000.0,2629600000.0,2562300000.0,1339900000.0,416900000.0,416900000.0,5191900000.0,14814500000.0,20006400000.0,20006400000.0,2023-12-31,
0.0,0.260173,3193100000.0,0.0,0.0,2050800000.0,394300000.0,11658100000.0,3193100000.0,2798800000.0,-26800000.0,26800000.0,2050800000.0,2050800000.0,15152200000.0,136356383.0,136356383.0,15.04,15.04,2050800000.0,2050800000.0,0.0,2050800000.0,2050800000.0,2050800000.0,721200000.0,2772000000.0,170400000.0,0.0,-26800000.0,26800000.0,2628300000.0,3494100000.0,2251700000.0,394300000.0,394300000.0,6122400000.0,11658100000.0,17780500000.0,17780500000.0,2023-09-30,
0.0,0.256928,2416200000.0,0.0,0.0,1499000000.0,380800000.0,13409300000.0,2416200000.0,2035400000.0,-18100000.0,18100000.0,1499000000.0,1499000000.0,15966700000.0,136396724.0,136396724.0,10.99,10.99,1499000000.0,1499000000.0,0.0,1499000000.0,1499000000.0,1499000000.0,518300000.0,2017300000.0,318700000.0,0.0,-18100000.0,18100000.0,1716700000.0,2557400000.0,1334300000.0,380800000.0,380800000.0,4274100000.0,13409300000.0,17683400000.0,17683400000.0,2023-06-30,
54451273.99651,0.257941,3394200000.0,211100000.0,211100000.0,2338600000.0,409200000.0,14465800000.0,3605300000.0,3196100000.0,-31500000.0,44600000.0,2181951273.99651,2338600000.0,15998100000.0,,,,,2338600000.0,2338600000.0,0.0,2338600000.0,2338600000.0,2338600000.0,812900000.0,3151500000.0,-188100000.0,-11500000.0,-31500000.0,44600000.0,3140600000.0,1532300000.0,-371700000.0,409200000.0,357000000.0,4672900000.0,14465800000.0,19138700000.0,19138700000.0,2023-03-31,
,,,,,,,,,,,,,,,136366601.0,136366601.0,15.33,15.33,,,,,,,,,,,,,,,,,,,,,,2022-12-31,
0.0,0.262991,3280000000.0,,,2025400000.0,474500000.0,16183100000.0,3280000000.0,2805500000.0,-57500000.0,57500000.0,2025400000.0,2025400000.0,19051000000.0,136390572.0,136390572.0,14.85,14.85,2025400000.0,2025400000.0,0.0,2025400000.0,2025300000.0,2025300000.0,722700000.0,2748000000.0,188100000.0,,-57500000.0,57500000.0,2617400000.0,2867900000.0,1440100000.0,474500000.0,474500000.0,5485300000.0,16183100000.0,21668400000.0,21668400000.0,2024-06-30 00:00:00,-100000.0
