Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Held To Maturity Securities
0.0,136393041.0,136393041.0,,2860800000.0,47470100000.0,50135700000.0,20565400000.0,47470100000.0,691300000.0,47966200000.0,50135700000.0,48226800000.0,260600000.0,47966200000.0,47693400000.0,,,272800000.0,272800000.0,12735400000.0,4884800000.0,,1736200000.0,2792300000.0,622800000.0,2169500000.0,356300000.0,7850600000.0,434900000.0,,68500000.0,68500000.0,0.0,,174300000.0,5897000000.0,,,74400000.0,5822600000.0,60962200000.0,32546200000.0,1479800000.0,,21700000.0,312900000.0,312900000.0,,,,496100000.0,496100000.0,30166200000.0,,30166200000.0,7735100000.0,22431100000.0,,,,,28416000000.0,1349500000.0,,,,7599100000.0,,,,11100000.0,,12983500000.0,,,6472800000.0,4093100000.0,2379700000.0,,,2024-03-31,
,136393041.0,136393041.0,375800000.0,669000000.0,42976300000.0,43946300000.0,18875600000.0,42976300000.0,141900000.0,43419200000.0,43814400000.0,43419200000.0,,43419200000.0,43146400000.0,,,272800000.0,272800000.0,9263900000.0,2381400000.0,,1612800000.0,442800000.0,47600000.0,395200000.0,325800000.0,6882500000.0,429000000.0,,226200000.0,94300000.0,131900000.0,,138600000.0,5231900000.0,,,107100000.0,5124800000.0,52683100000.0,26925000000.0,1826800000.0,,3500000.0,136700000.0,136700000.0,,165600000.0,165600000.0,442900000.0,442900000.0,24257500000.0,,24257500000.0,4793000000.0,19464500000.0,,,,,25758100000.0,752300000.0,,,,7255100000.0,,,,8200000.0,,12120600000.0,,,5621900000.0,5470600000.0,151300000.0,,,2023-09-30,
,136393041.0,136393041.0,168400000.0,728600000.0,40436400000.0,41444400000.0,19453100000.0,40436400000.0,183800000.0,40899600000.0,41329800000.0,40899600000.0,,40899600000.0,,35283200000.0,4343200000.0,272800000.0,272800000.0,10387800000.0,2450200000.0,299700000.0,1566200000.0,584300000.0,154100000.0,430200000.0,299700000.0,7937600000.0,475500000.0,0.0,144300000.0,29700000.0,114600000.0,143700000.0,,7392500000.0,758900000.0,16000000.0,0.0,6617600000.0,51287400000.0,23896700000.0,100000.0,1439000000.0,1500000.0,24800000.0,23900000.0,900000.0,,,463200000.0,463200000.0,21961100000.0,-7415000000.0,29376100000.0,2825900000.0,19135300000.0,22109500000.0,2152800000.0,2287900000.0,0.0,27390700000.0,796300000.0,0.0,18000000.0,810200000.0,8930700000.0,4711300000.0,1038300000.0,3181100000.0,372800000.0,0.0,13095200000.0,-353900000.0,13449100000.0,4163800000.0,3787400000.0,376400000.0,140100000.0,236300000.0,2023-03-31,
