Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
80482800.0,80482800.0,54880000.0,8137110000.0,8153670000.0,3209100000.0,8137110000.0,54880000.0,8153670000.0,8153670000.0,8153670000.0,8153670000.0,7992700000.0,,,160970000.0,160970000.0,1058710000.0,289770000.0,10000.0,,231520000.0,50200000.0,50200000.0,0.0,8040000.0,768940000.0,149180000.0,,4680000.0,4680000.0,0.0,,3650000.0,595690000.0,,,595690000.0,9212380000.0,5234330000.0,6810000.0,,637950000.0,637950000.0,16560000.0,,4573010000.0,,4573010000.0,1488250000.0,3084760000.0,,,,,3978040000.0,1207220000.0,,,852490000.0,,,,6850000.0,1116830000.0,,,794650000.0,111160000.0,683490000.0,,,2024-03-31
80482800.0,80482800.0,57710000.0,7519070000.0,7532740000.0,3452790000.0,7519070000.0,56700000.0,7531730000.0,7531730000.0,7531730000.0,7531730000.0,7370760000.0,,,160970000.0,160970000.0,898570000.0,242720000.0,,,151950000.0,52610000.0,52610000.0,0.0,38160000.0,655850000.0,69330000.0,,5100000.0,4090000.0,1010000.0,,8370000.0,551970000.0,,,551970000.0,8430300000.0,4321660000.0,9360000.0,,569530000.0,569530000.0,12660000.0,,3730110000.0,,3730110000.0,1164580000.0,2565530000.0,,,,,4108640000.0,1063600000.0,,,988250000.0,,,,5560000.0,848350000.0,,,1202880000.0,162470000.0,1040410000.0,,,2023-09-30
80482800.0,80482800.0,224680000.0,6983530000.0,7160830000.0,3691070000.0,6983530000.0,58430000.0,6994580000.0,6994580000.0,6994580000.0,6994580000.0,6833620000.0,4861620000.0,1985400000.0,160970000.0,160970000.0,1208190000.0,250390000.0,,58750000.0,136750000.0,54890000.0,54890000.0,0.0,58750000.0,957800000.0,28190000.0,45870000.0,169790000.0,3540000.0,166250000.0,8370000.0,,650490000.0,8210000.0,0.0,642280000.0,8202770000.0,3553900000.0,20000.0,9280000.0,252970000.0,252970000.0,11050000.0,11050000.0,3280580000.0,-432930000.0,3713510000.0,676280000.0,453370000.0,1768060000.0,724160000.0,91640000.0,0.0,4648870000.0,-20000.0,31330000.0,778980000.0,1157710000.0,257710000.0,299860000.0,600140000.0,289730000.0,846640000.0,-10620000.0,857260000.0,1544500000.0,691980000.0,852520000.0,774300000.0,78220000.0,2023-03-31
