Tax Effect Of Unusual Items,Tax Rate For Calcs,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Gain On Sale Of Security,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Total Revenue,Operating Revenue,Date
0.0,0.250838,38245300000.0,1929600000.0,80129900000.0,52170900000.0,132300800000.0,38245300000.0,38245300000.0,,,,,38245300000.0,38245300000.0,38245300000.0,38245300000.0,38245300000.0,12805500000.0,51050800000.0,784200000.0,27854500000.0,9427700000.0,1929600000.0,1929600000.0,91975300000.0,91975300000.0,2024-03-31
0.0,0.256678,36389500000.0,1757500000.0,76553000000.0,48680200000.0,125233200000.0,36389500000.0,36389500000.0,614687500.0,612411646.0,59.2,59.42,36389500000.0,36389500000.0,36389500000.0,36389500000.0,36389500000.0,12565700000.0,48955200000.0,683900000.0,26851700000.0,8476700000.0,1757500000.0,1757500000.0,88273900000.0,88273900000.0,2023-12-31
0.0,0.253682,35508000000.0,1585200000.0,71969700000.0,45370600000.0,117340300000.0,35508000000.0,35508000000.0,607493584.0,605215613.0,58.45,58.67,35508000000.0,35508000000.0,35508000000.0,35508000000.0,35508000000.0,12069600000.0,47577600000.0,711200000.0,25370500000.0,7910100000.0,1585200000.0,1585200000.0,83717300000.0,83717300000.0,2023-09-30
0.0,0.24484,34368900000.0,1560900000.0,67185500000.0,41025200000.0,108210700000.0,34368900000.0,34368900000.0,607224382.0,604766848.0,56.6,56.83,34368900000.0,34368900000.0,34368900000.0,34368900000.0,34368900000.0,11143200000.0,45512100000.0,903600000.0,23860200000.0,7329100000.0,1560900000.0,1560900000.0,79296700000.0,79296700000.0,2023-06-30
0.0,0.258931,31577900000.0,1341100000.0,62549400000.0,35919600000.0,98469000000.0,31577900000.0,31577900000.0,607150548.0,604361722.0,52.01,52.25,31577900000.0,31577900000.0,31577900000.0,31577900000.0,31577900000.0,11033400000.0,42611300000.0,851100000.0,21663300000.0,6911400000.0,1341100000.0,1341100000.0,72852800000.0,72852800000.0,2023-03-31
,,,,,,,,,607230392.0,604268293.0,48.96,49.2,,,,,,,,,,,,,,,2022-12-31
0.0,0.257033,39119800000.0,1998100000.0,83653200000.0,56838600000.0,140491800000.0,39119800000.0,39119800000.0,619866899.0,618201643.0,63.11,63.28,39119800000.0,39119800000.0,39119800000.0,39119800000.0,39119800000.0,13533700000.0,52653500000.0,1033800000.0,29167000000.0,9421200000.0,1998100000.0,1998100000.0,98642100000.0,98642100000.0,2024-06-30 00:00:00
