Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Non Current Deferred Revenue,Held To Maturity Securities,Cash Equivalents
162762291.0,162762291.0,1808560000.0,17309400000.0,19467590000.0,10665560000.0,17309400000.0,1808560000.0,19467590000.0,19467590000.0,19467590000.0,19467590000.0,17839970000.0,,,1627620000.0,1627620000.0,7117650000.0,1601950000.0,81540000.0,,1281140000.0,1281140000.0,239270000.0,5515700000.0,326460000.0,527420000.0,527420000.0,,35090000.0,4030040000.0,,4030040000.0,26585240000.0,10403980000.0,186850000.0,,390330000.0,1080880000.0,1080880000.0,2158190000.0,97420000.0,2060770000.0,6381840000.0,,6381840000.0,147300000.0,6234540000.0,,,,16181260000.0,695550000.0,,,1268600000.0,,,,7197130000.0,,,7019980000.0,5429900000.0,1590080000.0,,2024-03-31,,,
156522467.0,156522467.0,1875130000.0,14884750000.0,17033810000.0,8738000000.0,14884750000.0,1875130000.0,17033810000.0,17033810000.0,17033810000.0,17033810000.0,15468700000.0,,,1565110000.0,1565110000.0,5500550000.0,1585260000.0,2870000.0,,1363630000.0,1363630000.0,218760000.0,3915290000.0,288420000.0,511500000.0,511500000.0,,45470000.0,2531360000.0,,2531360000.0,22534360000.0,9881070000.0,198850000.0,,380090000.0,644810000.0,644810000.0,2149060000.0,88290000.0,2060770000.0,6320200000.0,,6320200000.0,212800000.0,6107400000.0,,,,12653290000.0,667700000.0,,,689900000.0,,,,6786220000.0,,,4509470000.0,3764950000.0,744520000.0,,2023-09-30,,,
154400078.0,154400078.0,2033360000.0,13454390000.0,15624550000.0,7139780000.0,13454390000.0,2033360000.0,15624550000.0,15624550000.0,15624550000.0,15624550000.0,14080550000.0,12595660000.0,1096490000.0,1544000000.0,1544000000.0,5387710000.0,1745290000.0,6140000.0,211120000.0,1528030000.0,1528030000.0,211120000.0,3642420000.0,220490000.0,505330000.0,505330000.0,32100000.0,32100000.0,2822780000.0,570640000.0,2252140000.0,21012260000.0,10230060000.0,-20000.0,187920000.0,368600000.0,337550000.0,337550000.0,2170160000.0,109390000.0,2060770000.0,6726540000.0,-4392940000.0,11119480000.0,203130000.0,2790460000.0,7926160000.0,199730000.0,0.0,10782200000.0,-10000.0,145960000.0,154540000.0,741700000.0,249710000.0,491990000.0,608530000.0,5260030000.0,-1328330000.0,6588360000.0,3871450000.0,2908310000.0,963140000.0,963140000.0,2023-03-31,,,
