Tax Effect Of Unusual Items,Tax Rate For Calcs,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Gain On Sale Of Security,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Total Revenue,Operating Revenue,Date
0.0,0.254181,11390760000.0,266080000.0,25321570000.0,14466420000.0,39787990000.0,11390760000.0,11390760000.0,,,,,11390760000.0,11390760000.0,11390760000.0,-431990000.0,11822740000.0,11822740000.0,4029220000.0,15851760000.0,757120000.0,9392460000.0,3702560000.0,266080000.0,266080000.0,27327730000.0,27327730000.0,2024-03-31
0.0,0.253552,11035230000.0,241250000.0,22706880000.0,14124820000.0,36831700000.0,11035230000.0,11035230000.0,401427064.0,401427064.0,27.49,27.49,11035230000.0,11035230000.0,11035230000.0,-417900000.0,11453140000.0,11453140000.0,3890370000.0,15343510000.0,573500000.0,7901350000.0,3290540000.0,241250000.0,241250000.0,24301990000.0,24301990000.0,2023-12-31
0.0,0.255014,10596200000.0,221800000.0,21703340000.0,13350060000.0,35053400000.0,10596200000.0,10596200000.0,401523304.0,401523304.0,26.39,26.39,10596200000.0,10596200000.0,10596200000.0,-356660000.0,10952860000.0,10952860000.0,3749240000.0,14702100000.0,472840000.0,7455800000.0,3018380000.0,221800000.0,221800000.0,22969390000.0,22969390000.0,2023-09-30
0.0,0.25736,10220690000.0,191930000.0,21424440000.0,12359480000.0,33783920000.0,10220690000.0,10220690000.0,401441084.0,401441084.0,25.46,25.46,10220690000.0,10220690000.0,10220690000.0,-226510000.0,10447200000.0,10447200000.0,3620460000.0,14067660000.0,559940000.0,7073780000.0,2608790000.0,191930000.0,191930000.0,22727520000.0,22727520000.0,2023-06-30
0.0,0.25511,9734990000.0,231490000.0,20428890000.0,10912220000.0,31341110000.0,9734990000.0,9734990000.0,,,,,9734990000.0,9734990000.0,9734990000.0,-357570000.0,10092560000.0,10092560000.0,3456430000.0,13548760000.0,262490000.0,7631320000.0,-2543150000.0,231490000.0,202250000.0,21525360000.0,21525360000.0,2023-03-31
,,,,,,,,,401433579.0,401433579.0,23.11,23.11,,,,,,,,,,,,,,,,2022-12-31
0.0,0.273463,11640310000.0,258360000.0,27538090000.0,15945050000.0,43483140000.0,11640310000.0,11640310000.0,401528458.0,401528458.0,28.99,28.99,11640310000.0,11640310000.0,11640310000.0,-316330000.0,11956640000.0,11956640000.0,4500390000.0,16457030000.0,475620000.0,8776250000.0,3341670000.0,258360000.0,258360000.0,28979650000.0,28979650000.0,2024-06-30 00:00:00
