Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Treasury Stock,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Inventories Adjustments Allowances,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
1260969.0,203099835.0,204360804.0,11798870000.0,16266940000.0,26328630000.0,43273950000.0,8356800000.0,26328630000.0,1829800000.0,28836810000.0,40787390000.0,28850870000.0,14060000.0,28836810000.0,26793200000.0,,,,2043610000.0,2043610000.0,27394940000.0,16291120000.0,1327240000.0,,,,,470550000.0,13446450000.0,1495870000.0,11950580000.0,411890000.0,11103820000.0,1143790000.0,2820490000.0,333930000.0,2486560000.0,,495210000.0,6274910000.0,,239250000.0,6035660000.0,56245810000.0,36785190000.0,3502430000.0,,53160000.0,,606560000.0,606560000.0,0.0,0.0,2508180000.0,1328950000.0,1179230000.0,29144080000.0,,29144080000.0,5141360000.0,24002720000.0,,,,,19460620000.0,681840000.0,,,1099480000.0,,,,,4218770000.0,,,13460530000.0,10822260000.0,2638270000.0,,,2024-03-31
,204360804.0,204360804.0,8490890000.0,10722050000.0,22358440000.0,34626050000.0,5932800000.0,22358440000.0,1113190000.0,25017190000.0,33122570000.0,25029610000.0,12420000.0,25017190000.0,22973580000.0,,,,2043610000.0,2043610000.0,22838750000.0,12015790000.0,1268060000.0,,,,,697450000.0,8946540000.0,841160000.0,8105380000.0,402010000.0,10822960000.0,1773020000.0,1775510000.0,272030000.0,1503480000.0,,511330000.0,6521890000.0,,18440000.0,6503450000.0,47868360000.0,31112600000.0,1274760000.0,,55680000.0,,579010000.0,579010000.0,0.0,0.0,2658750000.0,1480950000.0,1177800000.0,25601690000.0,,25601690000.0,3648140000.0,21953550000.0,,,,,16755760000.0,897260000.0,,,746230000.0,,,,,5559300000.0,,,9552970000.0,8435000000.0,1117970000.0,,,2023-09-30
,204360804.0,204360804.0,6074750000.0,8841710000.0,18451470000.0,28936170000.0,3066620000.0,18451470000.0,1219360000.0,21313820000.0,27578120000.0,21324280000.0,10460000.0,21313820000.0,7830000.0,12910000.0,12989730000.0,5057750000.0,2043610000.0,2043610000.0,20296660000.0,10423980000.0,4520000.0,0.0,351350000.0,15910000.0,1279710000.0,869820000.0,7150310000.0,886010000.0,6264300000.0,351350000.0,9872680000.0,39050000.0,1691400000.0,333350000.0,1358050000.0,479710000.0,479710000.0,6865450000.0,669160000.0,45940000.0,6150350000.0,41620940000.0,28681640000.0,893570000.0,1321260000.0,55820000.0,38240000.0,67410000.0,67410000.0,0.0,0.0,2862350000.0,1688350000.0,1174000000.0,23125490000.0,-12201900000.0,35327390000.0,2591970000.0,15134560000.0,2341250000.0,11495680000.0,3763930000.0,0.0,12939300000.0,30430000.0,2251270000.0,742640000.0,715710000.0,-138890000.0,87540000.0,767060000.0,628630000.0,4315000000.0,-850310000.0,5165310000.0,4255620000.0,2708020000.0,1547600000.0,0.0,1547600000.0,2023-03-31
