Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.380085,1556112000.0,681998000.0,376361000.0,1297190000.0,1556112000.0,1179751000.0,-79604000.0,79604000.0,681998000.0,681998000.0,7775625000.0,,,,,681998000.0,681998000.0,0.0,681998000.0,681998000.0,681998000.0,418149000.0,1100147000.0,75095000.0,-79604000.0,79604000.0,1104656000.0,6478435000.0,3268480000.0,376361000.0,376361000.0,2402105000.0,2402105000.0,7583091000.0,1297190000.0,8880281000.0,8880281000.0,2024-03-31
0.0,0.373189,1173099000.0,449922000.0,376513000.0,1132659000.0,1173099000.0,796586000.0,-78791000.0,78791000.0,449922000.0,449922000.0,6735618000.0,204510000.0,204510000.0,2.2,2.2,449922000.0,449922000.0,0.0,449922000.0,449922000.0,449922000.0,267873000.0,717795000.0,19110000.0,-78791000.0,78791000.0,777476000.0,5602959000.0,2804904000.0,376513000.0,376513000.0,1950103000.0,1950103000.0,6380435000.0,1132659000.0,7513094000.0,7513094000.0,2023-12-31
0.0,0.3,882079000.0,246271000.0,371330000.0,949311000.0,882079000.0,510749000.0,-86493000.0,86493000.0,246271000.0,246271000.0,6711730000.0,205225833.0,205225833.0,1.2,1.2,246271000.0,246271000.0,0.0,246271000.0,246271000.0,246271000.0,177985000.0,424256000.0,16729000.0,-86493000.0,86493000.0,494020000.0,5762419000.0,3011332000.0,371330000.0,371330000.0,1918215000.0,1918215000.0,6256439000.0,949311000.0,7205750000.0,7205750000.0,2023-09-30
0.0,0.352661,1036187000.0,370336000.0,367441000.0,1230466000.0,1036187000.0,668746000.0,-96656000.0,96656000.0,370336000.0,370336000.0,7627289000.0,204605525.0,204605525.0,1.81,1.81,370336000.0,370336000.0,0.0,370336000.0,370336000.0,370336000.0,201754000.0,572090000.0,44262000.0,-96656000.0,96656000.0,624484000.0,6396823000.0,3377630000.0,367441000.0,367441000.0,2180671000.0,2180671000.0,7021307000.0,1230466000.0,8251773000.0,8251773000.0,2023-06-30
0.0,0.314577,1436588000.0,673787000.0,364719000.0,1789968000.0,1436588000.0,1071869000.0,-86108000.0,88846000.0,673787000.0,673787000.0,7633387000.0,,,,,673787000.0,673787000.0,0.0,673787000.0,673787000.0,673787000.0,309236000.0,983023000.0,-7990000.0,-86108000.0,88846000.0,1106113000.0,5843419000.0,1835290000.0,364719000.0,338814000.0,3151412000.0,2911078000.0,6949532000.0,1789968000.0,8739500000.0,8739500000.0,2023-03-31
,,,,,,,,,,,,,205355970.0,205355970.0,1.34,1.34,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.366234,1021172000.0,367106000.0,385634000.0,941961000.0,1021172000.0,635538000.0,-56293000.0,56293000.0,367106000.0,367106000.0,6388358000.0,205087151.0,205087151.0,1.79,1.79,367106000.0,367106000.0,0.0,367106000.0,367106000.0,367106000.0,212139000.0,579245000.0,61215000.0,-56293000.0,56293000.0,574323000.0,5446397000.0,2632540000.0,385634000.0,385634000.0,1920035000.0,1920035000.0,6020720000.0,941961000.0,6962681000.0,6962681000.0,2024-06-30 00:00:00
