,symbol,min_date,max_date,missing_dates_per,latest_closing_price,growth_per_30,avg_vol_30,growth_per_7,avg_vol_7,latest_signal,latest_trend,signal_start_date,signal_duration,trend_start_date,trend_duration
2088,TEGA,2021-12-13,2024-10-18,5.55,1851.1,-2.06,42650,-3.94,32538,Buy,-1,2024-07-03 00:00:00,107,2024-10-15 00:00:00,3
2089,TEJASNET,2017-06-27,2024-10-18,5.7,1187.7,-6.67,397332,-3.1,598958,Buy,1,2024-08-06 00:00:00,73,2024-10-17 00:00:00,1
2090,TEMBO,2018-08-29,2024-10-18,5.95,509.5,18.08,74319,1.9,37118,Sell,1,2024-10-11 00:00:00,7,2024-10-15 00:00:00,3
2091,TERASOFT,2016-12-29,2024-10-18,5.71,83.2,10.64,223040,-1.91,153277,Sell,-1,2024-10-04 00:00:00,14,2024-10-14 00:00:00,4
2092,TEXINFRA,2004-09-09,2024-10-18,5.68,115.54,-11.3,616207,-4.46,422219,Buy,1,2024-06-06 00:00:00,134,2024-10-17 00:00:00,1
2093,TEXMOPIPES,2010-03-10,2024-10-18,5.74,76.84,-1.71,94855,3.73,146934,Buy,1,2024-08-22 00:00:00,57,2024-10-17 00:00:00,1
2094,TEXRAIL,2004-09-09,2024-10-18,5.69,203.66,-7.42,2733589,6.25,3170790,Sell,-1,2024-10-04 00:00:00,14,2024-10-16 00:00:00,2
2095,TFCILTD,2002-07-01,2024-10-18,5.13,148.04,-15.76,576367,-4.45,372585,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
2096,TFL,2007-02-26,2024-10-18,5.84,31.94,-17.02,35169,-9.11,20992,Sell,-1,2024-09-19 00:00:00,29,2024-10-14 00:00:00,4
2097,TGBHOTELS,2007-05-17,2024-10-18,5.82,15.97,4.27,126180,4.39,311861,Sell,-1,2024-01-16 00:00:00,276,2024-10-16 00:00:00,2
2098,THANGAMAYL,2010-02-19,2024-10-18,5.75,2415.5,8.62,130256,-4.24,54430,Buy,-1,2024-10-08 00:00:00,10,2024-10-16 00:00:00,2
2099,THEINVEST,2017-08-03,2024-10-18,5.78,207.97,7.24,26070,3.28,27381,Buy,1,2024-07-02 00:00:00,108,2024-10-17 00:00:00,1
2100,THEJO,2016-07-13,2024-10-18,5.74,2394.35,-11.54,9012,-4.17,7752,Buy,1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
2101,THEMISMED,2007-04-02,2024-10-18,5.85,266.35,0.13,376270,-1.56,80960,Buy,-1,2024-07-05 00:00:00,105,2024-10-14 00:00:00,4
2102,THERMAX,2002-07-01,2024-10-18,5.07,5198.6,-1.77,76207,0.3,38253,Buy,1,2024-09-11 00:00:00,37,2024-10-17 00:00:00,1
2103,THOMASCOOK,2002-07-01,2024-10-18,5.13,194.24,-8.49,910305,2.57,967436,Sell,-1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
2104,THOMASCOTT,2012-01-30,2024-10-18,5.9,245.94,-2.36,33948,5.68,22834,Buy,1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
2105,THYROCARE,2016-05-09,2024-10-18,5.66,881.9,2.44,37588,5.07,56258,Buy,1,2023-12-05 00:00:00,318,2024-10-17 00:00:00,1
2106,TI,2010-07-16,2024-10-18,5.8,301.25,-2.02,1182665,-0.9,739976,Buy,-1,2024-06-04 00:00:00,136,2024-10-16 00:00:00,2
2107,TIDEWATER,2007-01-16,2024-10-18,5.87,2045.8,-11.46,21317,-0.67,16742,Sell,-1,2024-10-04 00:00:00,14,2024-10-16 00:00:00,2
2108,TIIL,2007-02-12,2024-10-18,5.85,3105.65,-4.84,19365,-1.21,17521,Sell,1,2024-08-26 00:00:00,53,2024-10-17 00:00:00,1
2109,TIINDIA,2017-11-02,2024-10-18,5.76,4488.75,9.36,332968,6.62,191613,Buy,1,2024-09-19 00:00:00,29,2024-10-17 00:00:00,1
2110,TIJARIA,2011-10-14,2024-10-18,5.96,11.27,-15.32,52695,-0.18,8690,Buy,-1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
2111,TIL,2002-07-01,2024-10-18,5.13,368.95,9.95,17905,17.48,14249,Sell,-1,2024-08-05 00:00:00,74,2024-10-17 00:00:00,1
2112,TIMESGTY,2002-07-01,2024-10-18,5.09,137.12,10.44,38810,0.22,19878,Buy,-1,2024-09-26 00:00:00,22,2024-10-16 00:00:00,2
2113,TIMETECHNO,2007-06-13,2024-10-18,5.84,454.2,3.88,1113693,15.35,1692748,Buy,1,2024-06-20 00:00:00,120,2024-10-17 00:00:00,1
2114,TIMKEN,2002-08-12,2024-10-18,5.1,3645.65,-1.76,49348,-0.81,40630,Buy,-1,2024-06-13 00:00:00,127,2024-10-17 00:00:00,1
2115,TIPSFILMS,2022-10-06,2024-10-18,5.78,604.85,11.83,37428,-8.26,10269,Buy,1,2024-09-24 00:00:00,24,2024-10-17 00:00:00,1
2116,TIPSINDLTD,2002-07-01,2024-10-18,5.13,780.75,13.6,469129,-6.67,661075,Sell,1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
2117,TIPSMUSIC,2002-07-01,2024-10-18,5.13,780.75,13.6,477472,-6.67,661075,Sell,1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
2118,TIRUMALCHM,2002-07-01,2024-10-18,5.11,309.6,-9.39,228642,-3.28,172138,Buy,-1,2024-06-05 00:00:00,135,2024-10-16 00:00:00,2
2119,TIRUPATIFL,2017-10-12,2024-10-18,5.77,35.04,-6.49,158970,10.33,114730,Buy,1,2024-10-11 00:00:00,7,2024-10-08 00:00:00,10
2120,TITAGARH,2008-04-21,2024-10-18,5.9,1197.5,-8.62,1819708,7.16,4213394,Sell,1,2024-10-01 00:00:00,17,2024-10-16 00:00:00,2
2121,TITAN,1996-01-01,2024-10-18,3.89,3381.45,-9.96,1278468,-2.73,755839,Sell,-1,2024-10-01 00:00:00,17,2024-10-15 00:00:00,3
2122,TMB,2022-09-15,2024-10-18,5.82,442.1,-10.34,158902,-2.42,84795,Sell,1,2024-09-26 00:00:00,22,2024-10-17 00:00:00,1
2123,TNIDETF,2022-03-31,2024-10-18,5.71,96.56,-2.83,144799,-0.62,82626,Sell,-1,2024-08-02 00:00:00,77,2024-10-15 00:00:00,3
2124,TNPETRO,2002-07-01,2024-10-18,5.13,85.93,-10.21,174544,-3.7,114659,Sell,-1,2024-10-04 00:00:00,14,2024-10-15 00:00:00,3
2125,TNPL,2002-08-12,2024-10-18,5.18,197.06,-9.09,149347,-3.11,147685,Sell,-1,2024-08-02 00:00:00,77,2024-10-14 00:00:00,4
2126,TNTELE,1999-01-04,2024-10-18,4.36,9.92,-10.32,31194,0.69,48636,Sell,-1,2024-09-16 00:00:00,32,2024-10-17 00:00:00,1
2127,TOKYOPLAST,2002-07-01,2024-10-18,5.11,115.17,-8.49,8725,-2.58,12671,Buy,1,2024-06-06 00:00:00,134,2024-10-17 00:00:00,1
2128,TOLINS,2024-09-16,2024-10-18,2.27,183.95,-15.01,237318,-5.89,141905,Sell,-1,2024-09-27 00:00:00,21,2024-10-16 00:00:00,2
2129,TOP100CASE,2024-06-19,2024-10-18,4.0,10.72,-1.85,336006,-2.45,252114,Sell,1,2024-07-09 00:00:00,101,2024-10-17 00:00:00,1
2130,TOP10ADD,2024-09-11,2024-10-18,2.33,95.57,-3.05,344441,0.4,50057,Sell,1,2024-09-27 00:00:00,21,2024-10-17 00:00:00,1
2131,TORNTPHARM,2002-07-01,2024-10-18,5.07,3449.5,0.47,321579,-1.61,214002,Buy,1,2024-07-22 00:00:00,88,2024-10-17 00:00:00,1
2132,TORNTPOWER,2006-11-28,2024-10-18,5.87,1973.65,3.41,1091944,3.73,682805,Buy,1,2024-07-30 00:00:00,80,2024-10-17 00:00:00,1
2133,TOTAL,2017-08-07,2024-10-18,5.86,83.88,-8.66,10453,-3.5,17951,Buy,-1,2024-06-18 00:00:00,122,2024-10-17 00:00:00,1
2134,TOUCHWOOD,2017-12-21,2024-10-18,5.88,155.75,-10.65,1584,-1.96,1099,Buy,-1,2024-03-15 00:00:00,217,2024-10-14 00:00:00,4
2135,TPHQ,2009-02-19,2024-10-18,114.25,1.35,-6.47,2206020,5.17,2626220,Buy,-1,2024-10-11 00:00:00,7,2024-10-15 00:00:00,3
2136,TPLPLASTEH,2015-05-20,2024-10-18,5.72,103.26,-9.32,67370,1.39,86120,Buy,-1,2024-01-11 00:00:00,281,2024-10-17 00:00:00,1
2137,TRACXN,2022-10-20,2024-10-18,5.89,85.91,-9.11,410538,-2.01,420056,Buy,1,2024-06-19 00:00:00,121,2024-10-15 00:00:00,3
2138,TREEHOUSE,2011-08-26,2024-10-18,5.99,19.38,-10.55,75046,8.24,42313,Sell,1,2024-09-18 00:00:00,30,2024-10-16 00:00:00,2
2139,TREJHARA,2018-12-28,2024-10-18,5.78,251.4,-13.42,29961,-6.33,15813,Buy,-1,2024-09-12 00:00:00,36,2024-10-14 00:00:00,4
2140,TREL,2023-08-10,2024-10-18,7.19,41.76,-5.57,286317,-0.32,243047,Buy,-1,2024-07-04 00:00:00,106,2024-10-16 00:00:00,2
2141,TRENT,2002-07-01,2024-10-18,5.13,7768.05,4.91,1395426,-5.05,706925,Buy,1,2024-10-07 00:00:00,11,2024-10-17 00:00:00,1
2142,TRF,2010-01-08,2024-10-18,5.76,511.3,-2.26,26806,-0.68,26242,Buy,1,2024-10-09 00:00:00,9,2024-10-17 00:00:00,1
2143,TRIDENT,2002-07-01,2024-10-18,5.13,35.13,-3.17,6554184,-0.16,5205679,Sell,-1,2024-10-04 00:00:00,14,2024-10-16 00:00:00,2
2144,TRIGYN,2002-07-01,2024-10-18,5.13,124.28,9.95,214616,3.61,163020,Buy,-1,2024-09-27 00:00:00,21,2024-10-16 00:00:00,2
2145,TRIL,2007-12-28,2024-10-18,5.92,829.0,34.53,293263,6.21,737912,Buy,-1,2024-10-08 00:00:00,10,2024-10-16 00:00:00,2
2146,TRITURBINE,2011-10-28,2024-10-18,5.91,784.4,4.85,1268577,0.96,2941028,Buy,1,2024-08-07 00:00:00,72,2024-10-17 00:00:00,1
2147,TRIVENI,2005-12-13,2024-10-18,5.83,421.9,-13.06,910714,-2.04,421395,Sell,-1,2024-10-04 00:00:00,14,2024-10-15 00:00:00,3
2148,TRU,2022-11-10,2024-10-18,17.45,27.8,-35.92,1313678,9.71,687787,Sell,1,2024-09-20 00:00:00,28,2024-10-14 00:00:00,4
2149,TTKHLTCARE,2010-01-08,2024-10-18,5.76,1649.95,-3.88,12516,-1.04,8561,Buy,-1,2024-09-04 00:00:00,44,2024-10-16 00:00:00,2
2150,TTKPRESTIG,2002-07-01,2024-10-18,5.07,894.8,-0.01,81569,1.88,49618,Buy,-1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
2151,TTL,2007-02-22,2024-10-18,5.84,113.47,-6.85,20188,-1.99,11220,Sell,-1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
2152,TTML,2000-10-26,2024-10-18,4.7,79.7,-11.48,6140603,-4.41,4570774,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
2153,TV18BRDCST,2006-12-28,2024-10-14,5.88,42.41,-11.67,8397129,3.49,10595903,Buy,-1,2024-07-01 00:00:00,105,2024-10-11 00:00:00,3
2154,TVSELECT,2002-07-01,2024-10-18,5.11,387.65,-3.7,20721,-0.72,14444,Buy,-1,2024-06-07 00:00:00,133,2024-10-16 00:00:00,2
2155,TVSHLTD,2002-08-12,2024-10-18,5.16,13501.6,-4.81,10311,1.41,4119,Buy,1,2024-06-28 00:00:00,112,2024-10-17 00:00:00,1
2156,TVSMOTOR,2000-08-02,2024-10-18,4.66,2715.9,-3.68,900393,-3.15,768949,Sell,1,2024-10-01 00:00:00,17,2024-10-17 00:00:00,1
2157,TVSSCS,2023-08-23,2024-10-18,6.82,188.12,-8.55,1292808,-2.48,388604,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
2158,TVSSRICHAK,2007-02-13,2024-10-18,5.85,3992.4,-9.78,4522,-2.21,2560,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
2159,TVTODAY,2004-01-16,2024-10-18,5.51,220.99,-9.1,201123,-2.95,69500,Sell,-1,2024-09-10 00:00:00,38,2024-10-14 00:00:00,4
2160,TVVISION,2016-09-15,2024-10-18,5.71,17.9,45.41,22670,10.29,12901,Buy,1,2024-10-01 00:00:00,17,2024-10-01 00:00:00,17
2161,UBL,2008-07-28,2024-10-18,5.95,1976.55,-4.48,320815,-5.4,164587,Buy,-1,2024-03-28 00:00:00,204,2024-10-11 00:00:00,7
2162,UCAL,2023-07-17,2024-10-18,8.54,181.14,-10.1,50599,-1.8,20215,Sell,-1,2024-10-04 00:00:00,14,2024-10-14 00:00:00,4
2163,UCOBANK,2003-10-09,2024-10-18,5.44,45.68,-7.26,4376065,-0.6,2734671,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
2164,UDAICEMENT,2024-04-23,2024-10-18,5.0,30.8,-7.35,453081,-1.14,255710,Buy,-1,2024-08-21 00:00:00,58,2024-10-14 00:00:00,4
2165,UDS,2023-10-04,2024-10-18,6.23,373.2,-3.17,321831,-2.75,242797,Buy,-1,2024-08-20 00:00:00,59,2024-10-14 00:00:00,4
2166,UEL,2011-10-20,2024-10-18,5.93,675.3,47.72,344,5.0,1125,Buy,1,2024-10-11 00:00:00,7,2024-09-20 00:00:00,28
2167,UFLEX,2002-07-01,2024-10-18,5.13,642.45,-13.3,118240,-7.86,109533,Sell,-1,2024-10-16 00:00:00,2,2024-10-15 00:00:00,3
2168,UFO,2015-05-14,2024-10-18,5.71,123.49,-7.7,350980,-4.52,79375,Buy,-1,2024-09-24 00:00:00,24,2024-10-15 00:00:00,3
2169,UGARSUGAR,2010-08-23,2024-10-18,5.84,82.42,-2.13,591567,-0.81,153568,Sell,1,2024-07-18 00:00:00,92,2024-10-17 00:00:00,1
2170,UGROCAP,2021-08-11,2024-10-18,5.57,254.65,-2.91,239933,2.19,362015,Sell,-1,2024-10-04 00:00:00,14,2024-10-16 00:00:00,2
2171,UJJIVAN,2024-05-02,2024-05-02,0.0,254.65,0.0,2975180,0.0,2975180,Null,0,Null,0,Null,0
2172,UJJIVANSFB,2019-12-12,2024-10-18,5.41,39.04,-8.7,13132361,-3.19,7059257,Buy,-1,2024-10-11 00:00:00,7,2024-10-15 00:00:00,3
2173,ULTRACEMCO,2002-08-12,2024-10-18,5.16,11069.3,-5.33,311657,-3.32,218264,Sell,1,2024-10-16 00:00:00,2,2024-10-17 00:00:00,1
2174,UMAEXPORTS,2022-04-07,2024-10-18,5.77,106.34,-24.66,39396,-8.4,58650,Buy,-1,2024-04-09 00:00:00,192,2024-10-11 00:00:00,7
2175,UMANGDAIRY,2015-12-02,2024-10-18,5.75,90.0,-21.35,4900,-1.92,3981,Buy,-1,2024-10-11 00:00:00,7,2024-10-16 00:00:00,2
2176,UMESLTD,2008-01-01,2024-10-18,5.92,6.27,-3.96,44419,-4.54,54552,Sell,-1,2024-07-10 00:00:00,100,2024-10-11 00:00:00,7
2177,UNICHEMLAB,2002-07-01,2024-10-18,5.07,732.7,10.87,44911,5.26,57652,Buy,1,2024-04-04 00:00:00,197,2024-10-16 00:00:00,2
2178,UNIDT,2020-09-25,2024-10-18,5.58,237.7,-7.08,22155,1.55,9165,Sell,-1,2024-02-09 00:00:00,252,2024-10-17 00:00:00,1
2179,UNIECOM,2024-08-13,2024-10-18,2.78,209.92,-7.6,1159100,0.62,709147,Sell,-1,2024-10-04 00:00:00,14,2024-10-16 00:00:00,2
2180,UNIENTER,2002-07-01,2024-10-18,5.11,170.14,-9.2,25901,-0.65,13268,Sell,-1,2024-10-04 00:00:00,14,2024-10-16 00:00:00,2
2181,UNIINFO,2018-03-15,2024-10-18,5.84,38.16,1.59,29637,-4.72,61442,Sell,-1,2024-07-30 00:00:00,80,2024-10-16 00:00:00,2
2182,UNIONBANK,2002-09-24,2024-10-18,5.15,112.22,-9.25,10964637,-1.79,8825668,Buy,1,2024-08-19 00:00:00,60,2024-10-17 00:00:00,1
2183,UNIPARTS,2022-12-12,2024-10-18,5.91,458.0,-6.25,53984,0.31,37144,Sell,-1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
2184,UNIPLY,2007-03-09,2024-10-18,5.85,4.0,0.0,0,0.0,0,Buy,1,2024-10-17 00:00:00,1,2021-04-23 00:00:00,1274
2185,UNITDSPR,2024-05-30,2024-10-18,4.42,1519.25,-1.81,875126,0.42,470732,Buy,-1,2024-07-22 00:00:00,88,2024-10-16 00:00:00,2
2186,UNITECH,2002-07-01,2024-10-18,5.07,10.86,5.5,10205979,-4.57,3419365,Sell,1,2024-02-06 00:00:00,255,2024-10-17 00:00:00,1
2187,UNITEDPOLY,2017-03-16,2024-10-18,5.71,122.83,11.43,151036,-1.57,12272,Buy,1,2024-02-22 00:00:00,239,2024-10-15 00:00:00,3
2188,UNITEDTEA,2010-01-08,2024-10-18,5.76,439.5,1.95,26459,-8.22,12401,Buy,-1,2024-10-01 00:00:00,17,2024-10-15 00:00:00,3
2189,UNITY,2006-06-12,2024-10-18,5.81,0.85,0.0,0,0.0,0,Sell,-1,2024-10-17 00:00:00,1,2021-05-06 00:00:00,1261
2190,UNIVAFOODS,2005-09-26,2024-10-18,5.85,8.79,0.0,1602,0.0,197,Buy,1,2024-01-19 00:00:00,273,2024-03-15 00:00:00,217
2191,UNIVASTU,2018-06-27,2024-10-18,5.9,250.43,13.77,98312,14.14,95169,Buy,1,2024-10-17 00:00:00,1,2024-10-09 00:00:00,9
2192,UNIVCABLES,2002-07-01,2024-10-18,5.11,656.0,-7.38,37106,-1.22,20327,Buy,1,2024-03-22 00:00:00,210,2024-10-17 00:00:00,1
2193,UNIVPHOTO,2020-02-14,2024-10-18,5.54,381.5,3.81,20421,-0.56,1717,Buy,1,2024-09-25 00:00:00,23,2024-10-16 00:00:00,2
2194,UNOMINDA,2007-02-02,2024-10-18,5.84,955.25,-8.42,883427,-4.12,906404,Buy,-1,2024-02-15 00:00:00,246,2024-10-14 00:00:00,4
2195,UPL,2002-07-01,2024-10-18,5.11,555.25,-9.06,2227305,-5.44,1191429,Sell,1,2024-06-03 00:00:00,137,2024-10-17 00:00:00,1
2196,URAVI,2018-04-13,2024-10-18,5.79,445.95,-6.87,4827,13.97,6725,Buy,1,2024-10-11 00:00:00,7,2024-10-15 00:00:00,3
2197,URJA,2017-03-28,2024-10-18,5.72,19.99,-5.49,3714945,-5.78,2981649,Buy,1,2024-07-24 00:00:00,86,2024-10-17 00:00:00,1
2198,USHAMART,2002-01-01,2024-10-18,4.96,429.0,20.63,3745701,6.69,17456058,Buy,1,2024-10-09 00:00:00,9,2024-10-17 00:00:00,1
2199,USK,2023-04-03,2024-10-18,6.31,58.46,-4.17,41267,2.11,30199,Buy,-1,2024-06-11 00:00:00,129,2024-10-17 00:00:00,1
2200,UTIAMC,2020-10-13,2024-10-18,5.54,1280.0,-1.4,338625,5.28,586679,Buy,-1,2024-08-19 00:00:00,60,2024-10-16 00:00:00,2
2201,UTKARSHBNK,2023-07-21,2024-10-18,6.19,43.23,-9.16,1884246,-5.23,1301098,Sell,1,2024-09-18 00:00:00,30,2024-10-17 00:00:00,1
2202,UTTAMSUGAR,2006-04-10,2024-10-18,5.82,335.7,-1.64,353254,-6.95,137013,Sell,-1,2024-10-04 00:00:00,14,2024-10-15 00:00:00,3
2203,UYFINCORP,2024-10-03,2024-10-18,0.0,30.22,-12.74,984778,-2.28,504692,Sell,1,2024-10-14 00:00:00,4,2024-10-17 00:00:00,1
2204,V2RETAIL,2007-07-04,2024-10-18,5.86,1319.35,16.31,81475,-5.79,30447,Buy,-1,2024-09-23 00:00:00,25,2024-10-14 00:00:00,4
2205,VADILALIND,2011-06-15,2024-10-18,5.93,3965.1,-13.42,19160,-0.68,9998,Buy,1,2024-09-11 00:00:00,37,2024-10-17 00:00:00,1
2206,VAIBHAVGBL,2004-04-06,2024-10-18,5.54,290.65,-6.43,423298,-3.74,258730,Buy,-1,2024-06-28 00:00:00,112,2024-10-11 00:00:00,7
2207,VAISHALI,2017-08-22,2024-10-18,5.74,19.9,-90.0,1052828,-90.55,3523762,Sell,-1,2024-10-11 00:00:00,7,2024-10-15 00:00:00,3
2208,VAKRANGEE,2006-04-03,2024-10-18,5.83,29.09,24.56,59165886,-9.43,24269101,Sell,1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
2209,VALIANTLAB,2023-10-06,2024-10-18,6.3,114.28,-6.43,72197,-0.35,62082,Sell,-1,2024-08-02 00:00:00,77,2024-10-17 00:00:00,1
2210,VALIANTORG,2020-10-05,2024-10-18,5.51,417.0,-6.59,54743,3.95,47441,Buy,1,2024-06-18 00:00:00,122,2024-10-14 00:00:00,4
2211,VARDHACRLC,2003-09-30,2024-10-18,5.43,56.71,-6.65,56041,-2.38,29389,Buy,-1,2024-07-03 00:00:00,107,2024-10-16 00:00:00,2
2212,VARDMNPOLY,2002-08-12,2024-10-18,5.17,11.09,-3.73,484056,-8.99,186740,Sell,-1,2024-05-21 00:00:00,150,2024-10-11 00:00:00,7
2213,VARROC,2018-07-09,2024-10-18,5.94,572.7,2.67,299223,-1.74,207863,Buy,-1,2024-06-04 00:00:00,136,2024-10-15 00:00:00,3
2214,VASCONEQ,2010-02-15,2024-10-18,5.74,58.28,-15.98,875627,-4.77,810656,Buy,-1,2024-07-24 00:00:00,86,2024-10-14 00:00:00,4
2215,VASWANI,2011-10-24,2024-10-18,5.97,56.74,13.12,791114,9.34,91135,Buy,-1,2024-09-23 00:00:00,25,2024-10-17 00:00:00,1
2216,VBL,2016-11-08,2024-10-18,5.61,588.75,-8.69,6711960,-0.23,3559218,Sell,1,2024-07-29 00:00:00,81,2024-10-17 00:00:00,1
2217,VCL,2022-04-19,2024-10-18,5.51,0.83,-1.79,300255,-1.79,182236,Buy,1,2024-09-02 00:00:00,46,2024-10-17 00:00:00,1
2218,VEDL,1996-01-01,2024-10-18,3.89,480.85,5.87,15430804,-4.54,8812469,Buy,1,2024-09-25 00:00:00,23,2024-10-17 00:00:00,1
2219,VEEDOL,2007-01-16,2024-10-18,5.87,2045.8,-11.46,20574,-0.67,16742,Sell,-1,2024-10-04 00:00:00,14,2024-10-16 00:00:00,2
2220,VENKEYS,2002-07-01,2024-10-18,5.13,1849.65,-19.77,56561,-2.88,51820,Buy,1,2024-08-06 00:00:00,73,2024-10-17 00:00:00,1
2221,VENUSPIPES,2022-05-24,2024-10-18,5.56,1836.4,-17.16,44967,-8.12,53333,Sell,-1,2024-10-17 00:00:00,1,2024-10-09 00:00:00,9
2222,VENUSREM,2006-12-20,2024-10-18,5.89,344.55,-1.77,24934,2.25,33565,Sell,-1,2024-08-13 00:00:00,66,2024-10-16 00:00:00,2
2223,VERANDA,2022-04-11,2024-10-18,5.79,270.25,-22.56,148727,-3.56,282691,Buy,1,2024-05-24 00:00:00,147,2024-10-17 00:00:00,1
2224,VERTOZ,2017-11-24,2024-10-18,5.81,19.86,-36.9,21737787,-8.04,21275805,Buy,-1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
2225,VESUVIUS,2002-07-01,2024-10-18,5.13,5735.05,6.91,42610,6.69,26175,Buy,-1,2024-04-24 00:00:00,177,2024-10-17 00:00:00,1
2226,VETO,2015-04-29,2024-10-18,5.73,139.28,-14.2,56802,-0.58,28196,Buy,-1,2024-06-21 00:00:00,119,2024-10-15 00:00:00,3
2227,VGUARD,2008-03-13,2024-10-18,5.97,439.9,-6.09,419024,-0.63,244102,Buy,1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
2228,VHL,2002-07-01,2024-10-18,5.13,4419.95,6.68,3650,4.7,2135,Buy,1,2024-06-27 00:00:00,113,2024-10-17 00:00:00,1
2229,VHLTD,2007-08-21,2024-10-18,5.89,132.0,-1.64,8905,-3.78,5703,Buy,-1,2024-09-16 00:00:00,32,2024-10-17 00:00:00,1
2230,VIDEOIND,2002-07-01,2024-10-18,5.14,7.35,0.0,0,0.0,0,Sell,1,2024-10-17 00:00:00,1,2021-06-04 00:00:00,1232
2231,VIDHIING,2016-03-02,2024-10-18,5.82,469.0,4.89,100266,-2.64,12567,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
2232,VIJAYA,2021-09-14,2024-10-18,5.49,995.8,10.78,416993,1.85,358133,Buy,-1,2024-09-27 00:00:00,21,2024-10-15 00:00:00,3
2233,VIJIFIN,2016-07-11,2024-10-18,5.73,2.71,10.26,172338,5.44,236953,Buy,-1,2024-08-19 00:00:00,60,2024-10-17 00:00:00,1
2234,VIKASECO,2011-12-12,2024-10-18,5.87,3.45,-5.01,6720130,-2.12,4452569,Buy,-1,2024-09-30 00:00:00,18,2024-10-15 00:00:00,3
2235,VIKASLIFE,2019-05-08,2024-10-18,5.56,4.62,1.58,9359898,-2.72,7691096,Buy,-1,2024-09-30 00:00:00,18,2024-10-15 00:00:00,3
2236,VIKASPROP,2022-11-10,2023-04-24,29.67,0.4,-27.5,1245196,-3.33,1735785,Sell,1,2022-12-08 00:00:00,137,2023-04-17 00:00:00,7
2237,VIKASWSP,2022-11-10,2023-04-28,5.17,1.45,45.68,100671,2.61,78424,Sell,-1,2022-11-28 00:00:00,151,2023-04-27 00:00:00,1
2238,VIMTALABS,2005-12-15,2024-10-18,5.83,562.9,-5.75,66874,0.92,33253,Buy,1,2024-07-03 00:00:00,107,2024-10-17 00:00:00,1
2239,VINATIORGA,2009-07-28,2024-10-18,5.8,1929.3,-1.1,66299,-1.12,80761,Sell,-1,2024-10-04 00:00:00,14,2024-10-16 00:00:00,2
2240,VINDHYATEL,2002-07-01,2024-10-18,5.13,2117.8,-10.44,29450,-2.29,16642,Sell,-1,2024-08-12 00:00:00,67,2024-10-16 00:00:00,2
2241,VINEETLAB,2021-06-15,2024-10-18,5.44,59.07,-1.33,38467,-0.09,32069,Sell,1,2024-10-04 00:00:00,14,2024-10-16 00:00:00,2
2242,VINNY,2018-10-26,2024-10-18,5.82,2.18,-48.13,2730436,3.74,11255597,Buy,1,2024-10-11 00:00:00,7,2024-10-15 00:00:00,3
2243,VINYLINDIA,2008-01-01,2024-10-18,5.92,376.65,-11.43,23246,-3.05,13294,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
2244,VIPCLOTHNG,2007-08-06,2024-10-18,5.9,41.39,-4.96,166919,-5.89,24966,Buy,-1,2024-09-20 00:00:00,28,2024-10-14 00:00:00,4
2245,VIPIND,2002-07-01,2024-10-18,5.13,520.2,3.5,2344738,-6.77,439280,Buy,1,2024-09-20 00:00:00,28,2024-10-17 00:00:00,1
2246,VIPULLTD,2010-01-08,2024-10-18,5.76,34.99,-0.52,2211122,-8.58,637169,Sell,-1,2024-10-07 00:00:00,11,2024-10-16 00:00:00,2
2247,VIRINCHI,2023-05-03,2024-10-18,5.54,31.29,-9.11,714379,-1.29,203688,Buy,-1,2024-07-29 00:00:00,81,2024-10-14 00:00:00,4
2248,VISAKAIND,2002-07-01,2024-10-18,5.13,108.29,-1.73,348221,-1.82,169803,Buy,1,2024-07-22 00:00:00,88,2024-10-17 00:00:00,1
2249,VISASTEEL,2006-03-17,2024-10-18,5.82,36.16,21.51,24689,4.99,16057,Buy,1,2024-09-20 00:00:00,28,2024-09-20 00:00:00,28
2250,VISESHINFO,2002-07-01,2024-10-18,5.13,0.39,-11.36,1627294,2.63,972926,Buy,1,2024-10-11 00:00:00,7,2024-10-11 00:00:00,7
2251,VISHAL,2023-12-29,2023-12-29,0.0,0.39,0.0,127732,0.0,127732,Null,0,Null,0,Null,0
