Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
12110461.0,12110461.0,246396000.0,325461000.0,5885688000.0,6182144000.0,3233480000.0,5885688000.0,29076000.0,5885759000.0,5885759000.0,5885759000.0,5885759000.0,3149113000.0,2496547000.0,121105000.0,121105000.0,4058619000.0,37620000.0,,10931000.0,11899000.0,14590000.0,14590000.0,,4020999000.0,35119000.0,310871000.0,14486000.0,296385000.0,,12993000.0,3635208000.0,,161728000.0,3473480000.0,9944378000.0,2689899000.0,32839000.0,,60339000.0,60339000.0,71000.0,,2541075000.0,,2541075000.0,20461000.0,2520614000.0,,,,,7254479000.0,646366000.0,361000.0,,,2421336000.0,,,,,4041308000.0,,,145108000.0,95119000.0,49989000.0,,2024-03-31
12110461.0,12110461.0,49786000.0,285873000.0,5306232000.0,5556340000.0,2654045000.0,5306232000.0,35873000.0,5306340000.0,5306340000.0,5306340000.0,5306340000.0,2569694000.0,2496547000.0,121105000.0,121105000.0,4012046000.0,60928000.0,,11120000.0,26785000.0,22573000.0,22573000.0,0.0,3951118000.0,31610000.0,263300000.0,13300000.0,250000000.0,,13346000.0,3632717000.0,,76102000.0,3556615000.0,9318386000.0,2713223000.0,39270000.0,,57796000.0,57796000.0,108000.0,,2560474000.0,,2560474000.0,48369000.0,2512105000.0,,,,,6605163000.0,521832000.0,361000.0,,,2261359000.0,,,,,3314454000.0,,,507157000.0,306943000.0,200214000.0,,2023-09-30
12110461.0,12110461.0,358862000.0,394754000.0,4659878000.0,5042741000.0,1985880000.0,4659878000.0,11938000.0,4659925000.0,4659925000.0,4659925000.0,4659925000.0,1923279000.0,2496547000.0,121105000.0,121105000.0,5443357000.0,49176000.0,11183000.0,19155000.0,29571000.0,0.0,29571000.0,0.0,5394181000.0,45215000.0,394754000.0,11938000.0,382816000.0,10773000.0,10773000.0,4984794000.0,69042000.0,170531000.0,4745221000.0,10103282000.0,2723221000.0,67147000.0,124447000.0,57000.0,57000.0,47000.0,47000.0,2543919000.0,-858625000.0,3402544000.0,1309743000.0,74696000.0,1219812000.0,365502000.0,432791000.0,0.0,7380061000.0,12955000.0,361000.0,0.0,562917000.0,2890783000.0,1302624000.0,3810000.0,1584349000.0,82297000.0,3578484000.0,-61206000.0,3639690000.0,252264000.0,228310000.0,23954000.0,23954000.0,2023-03-31
