Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-231311.193112,0.262854,7408000.0,-880000.0,-880000.0,5993000.0,1101000.0,137215000.0,6528000.0,5427000.0,6641688.806888,5993000.0,215706000.0,,,,,5993000.0,5993000.0,0.0,5993000.0,5993000.0,5993000.0,2137000.0,8130000.0,3583000.0,-880000.0,880000.0,5427000.0,78491000.0,77390000.0,1101000.0,1101000.0,83918000.0,137215000.0,221133000.0,221133000.0,2024-03-31
0.0,0.247925,573000.0,0.0,0.0,5527000.0,1068000.0,117406000.0,573000.0,-495000.0,5527000.0,5527000.0,190748000.0,16255882.0,16255882.0,0.34,0.34,5527000.0,5527000.0,0.0,5527000.0,5527000.0,5527000.0,1822000.0,7349000.0,7844000.0,0.0,0.0,-495000.0,73342000.0,72274000.0,1068000.0,1068000.0,72847000.0,117406000.0,190253000.0,190253000.0,2023-12-31
-13107.303616,0.257006,2387000.0,-51000.0,-51000.0,5117000.0,1041000.0,113956000.0,2336000.0,1295000.0,5154892.696384,5117000.0,188803000.0,15990625.0,15990625.0,0.32,0.32,5117000.0,5117000.0,0.0,5117000.0,5117000.0,5117000.0,1770000.0,6887000.0,5643000.0,-51000.0,51000.0,1295000.0,74847000.0,73806000.0,1041000.0,1041000.0,76142000.0,113956000.0,190098000.0,190098000.0,2023-09-30
2231578.343159,0.251474,-12170000.0,8874000.0,8874000.0,4825000.0,1018000.0,111363000.0,-3296000.0,-4314000.0,-1817421.656841,4825000.0,170832000.0,16083333.0,16083333.0,0.3,0.3,4825000.0,4825000.0,0.0,4825000.0,4825000.0,4825000.0,1621000.0,6446000.0,1886000.0,8874000.0,-8874000.0,-4314000.0,59469000.0,58451000.0,1018000.0,1018000.0,55155000.0,111363000.0,166518000.0,166518000.0,2023-06-30
-130228775.783949,0.255736,63608000.0,-509232000.0,-509232000.0,-460425000.0,1083000.0,-17633000.0,-445624000.0,-446707000.0,-81421775.783949,-460425000.0,50821000.0,,,,,-460425000.0,-460425000.0,0.0,-460425000.0,-460425000.0,-460425000.0,-158206000.0,-618631000.0,506000.0,-509232000.0,578280000.0,-63360000.0,68454000.0,-81388000.0,1083000.0,1083000.0,5094000.0,-17633000.0,-12539000.0,-12539000.0,2023-03-31
,,,,,,,,,,,,,16219266.0,16219266.0,-2.18,-2.18,,,,,,,,,,,,,,,,,,,,,2022-12-31
524494.416244,0.255228,4086000.0,2055000.0,2055000.0,7336000.0,793000.0,152183000.0,6141000.0,5348000.0,5805494.416244,7336000.0,236111000.0,16302222.0,16302222.0,0.45,0.45,7336000.0,7336000.0,0.0,7336000.0,7336000.0,7336000.0,2514000.0,9850000.0,2447000.0,2055000.0,-2055000.0,5348000.0,83928000.0,83135000.0,793000.0,793000.0,89276000.0,152183000.0,241459000.0,241459000.0,2024-06-30 00:00:00
