Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Accrued Expenses,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Investmentin Financial Assets,Available For Sale Securities,Trading Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Non Current Pension And Other Postretirement Benefit Plans
86992185.0,86992185.0,4935200000.0,5290200000.0,8138200000.0,13277300000.0,2672900000.0,8138200000.0,166700000.0,8153800000.0,8509100000.0,8153800000.0,8153800000.0,7979800000.0,,,174000000.0,174000000.0,13835700000.0,1945700000.0,2200000.0,,,787300000.0,468900000.0,113600000.0,355300000.0,110200000.0,11890000000.0,145100000.0,4821300000.0,53100000.0,4768200000.0,3128800000.0,3239000000.0,,,70600000.0,3168400000.0,21989500000.0,7426600000.0,608400000.0,,,101500000.0,101500000.0,,142300000.0,,15600000.0,15600000.0,6320400000.0,,6320400000.0,68400000.0,6252000000.0,,,,,14562900000.0,284500000.0,3400000.0,,,7395400000.0,,,,2000000.0,2758700000.0,,,4118900000.0,3930600000.0,188300000.0,,,2024-03-31,
86992185.0,86992185.0,2763700000.0,3137200000.0,7613300000.0,10631400000.0,2344900000.0,7613300000.0,138800000.0,7633000000.0,8183700000.0,7633000000.0,7633000000.0,7459000000.0,,,174000000.0,174000000.0,9964100000.0,2034900000.0,3900000.0,,,683100000.0,647400000.0,96700000.0,550700000.0,126800000.0,7929200000.0,146100000.0,2489800000.0,42100000.0,2447700000.0,2945500000.0,2052300000.0,,,,2052300000.0,17597100000.0,7323000000.0,622100000.0,,,98200000.0,98200000.0,,136500000.0,,19700000.0,19700000.0,6295700000.0,,6295700000.0,130900000.0,6164800000.0,,,,,10274100000.0,244800000.0,3400000.0,,,3598900000.0,,,,3300000.0,2658000000.0,,,3765700000.0,3531000000.0,234700000.0,,,2023-09-30,
86992185.0,86992185.0,4841068000.0,5072782000.0,7142858000.0,12086166000.0,1914860000.0,7142858000.0,153290000.0,7166674000.0,7899775000.0,7166674000.0,7166674000.0,6992700000.0,5140825000.0,340678000.0,173984000.0,173984000.0,12344023000.0,2048433000.0,5885000.0,2936000.0,533153000.0,557814000.0,842769000.0,109668000.0,733101000.0,100395000.0,10295590000.0,46005000.0,4230013000.0,43622000.0,4186391000.0,2700610000.0,3222597000.0,453865000.0,21089000.0,,2747643000.0,19510697000.0,7300247000.0,100000.0,247059000.0,333000.0,31532000.0,82000.0,31450000.0,139740000.0,139740000.0,23816000.0,23816000.0,6318457000.0,-1425268000.0,7743725000.0,25078000.0,6293400000.0,6562368000.0,798465000.0,357814000.0,0.0,12210450000.0,2631270000.0,3387000.0,74901000.0,209082000.0,6348291000.0,4201979000.0,192785000.0,1953527000.0,32834000.0,2422422000.0,-3497000.0,2425919000.0,488263000.0,409839000.0,78424000.0,0.0,78424000.0,2023-03-31,
