Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Financial Assets Designatedas Fair Value Through Profitor Loss Total
379362377.0,379362377.0,5938030000.0,8554150000.0,31070030000.0,67913160000.0,443820000.0,31070030000.0,520670000.0,59879680000.0,60888910000.0,59879680000.0,59879680000.0,56086060000.0,,,3793620000.0,3793620000.0,37739460000.0,6712060000.0,1031480000.0,,,3331140000.0,1344230000.0,335000000.0,1009230000.0,1005210000.0,31027400000.0,2790060000.0,7209920000.0,185670000.0,7024250000.0,523810000.0,19936910000.0,,595770000.0,19341140000.0,97619140000.0,66147920000.0,979870000.0,,93320000.0,729730000.0,729730000.0,380040000.0,28809650000.0,269410000.0,28540240000.0,29831610000.0,,29831610000.0,536670000.0,29294940000.0,,,,,31471220000.0,1498040000.0,0.0,,,11626050000.0,,,,,87930000.0,262600000.0,6331350000.0,,,11665250000.0,9569800000.0,2095450000.0,,,2023-12-31,
379362377.0,379362377.0,7178110000.0,8636440000.0,27578740000.0,64098300000.0,-2763570000.0,27578740000.0,575200000.0,56037060000.0,56696740000.0,56037060000.0,56037060000.0,52243440000.0,,,3793620000.0,3793620000.0,47571260000.0,6344710000.0,1065000000.0,,,3262340000.0,1040160000.0,380480000.0,659680000.0,977210000.0,41226550000.0,3019610000.0,7596280000.0,194720000.0,7401560000.0,555570000.0,22163400000.0,,818700000.0,21344700000.0,103608320000.0,65145340000.0,581230000.0,,128250000.0,231060000.0,231060000.0,362130000.0,28458320000.0,279610000.0,28178710000.0,29382560000.0,,29382560000.0,1267390000.0,28115170000.0,,,,,38462980000.0,1585100000.0,8699240000.0,,,12011240000.0,,,,,35630000.0,4020000.0,11135700000.0,,,4992050000.0,4108920000.0,883130000.0,,,2023-06-30,
379317379.0,379317379.0,8520000000.0,9845000000.0,22656000000.0,60218000000.0,-1953000000.0,22656000000.0,612000000.0,50985000000.0,52173000000.0,50985000000.0,50985000000.0,-1000000.0,14486000000.0,15525000000.0,3793000000.0,3793000000.0,48298000000.0,7122000000.0,,334000000.0,882000000.0,3285000000.0,1613000000.0,425000000.0,1188000000.0,1008000000.0,41176000000.0,,8232000000.0,187000000.0,8045000000.0,545000000.0,24814000000.0,2272000000.0,1192000000.0,21350000000.0,99283000000.0,60060000000.0,1000000.0,912000000.0,85000000.0,11000000.0,11000000.0,310000000.0,28329000000.0,289000000.0,28040000000.0,28332000000.0,-20921000000.0,49253000000.0,1195000000.0,1796000000.0,36619000000.0,6924000000.0,2719000000.0,0.0,39223000000.0,,9788000000.0,18000000.0,1318000000.0,12108000000.0,851000000.0,2795000000.0,4460000000.0,4002000000.0,1106000000.0,1000000.0,8608000000.0,-74000000.0,8682000000.0,6276000000.0,5563000000.0,713000000.0,0.0,713000000.0,2022-12-31,
379362377.0,379362377.0,2851550000.0,4810050000.0,33522720000.0,66215790000.0,4854400000.0,33522720000.0,552380000.0,61958120000.0,62260580000.0,61958120000.0,61958120000.0,58164500000.0,,,3793620000.0,3793620000.0,34871340000.0,5891870000.0,956150000.0,,,3279360000.0,650710000.0,348250000.0,302460000.0,1005650000.0,28979470000.0,3499780000.0,4159340000.0,204130000.0,3955210000.0,561360000.0,20403480000.0,,1037050000.0,19366430000.0,96829460000.0,62995590000.0,626060000.0,,97880000.0,743570000.0,743570000.0,411220000.0,28435400000.0,250930000.0,28184470000.0,30202160000.0,,30202160000.0,1549610000.0,28652550000.0,,,,,33833870000.0,1222200000.0,,,,11188090000.0,,,,,186870000.0,237840000.0,12595510000.0,,,8403360000.0,6997240000.0,1406120000.0,,,2024-06-30 00:00:00,
