Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,141253000.0,,,21491000.0,566378000.0,141253000.0,141253000.0,-62873000.0,62873000.0,21491000.0,21491000.0,1152778000.0,,,,,21491000.0,21491000.0,0.0,21491000.0,21491000.0,21491000.0,56889000.0,78380000.0,28637000.0,,-62873000.0,62873000.0,112616000.0,586400000.0,586400000.0,699016000.0,566378000.0,1265394000.0,1265394000.0,2024-03-31
0.0,0.350394,124035000.0,0.0,0.0,42481000.0,538399000.0,124035000.0,124035000.0,-58640000.0,58640000.0,42481000.0,42481000.0,1128119000.0,169924000.0,169924000.0,0.25,0.25,42481000.0,42481000.0,0.0,42481000.0,42481000.0,42481000.0,22914000.0,65395000.0,11697000.0,0.0,-58640000.0,58640000.0,112338000.0,589720000.0,589720000.0,702058000.0,538399000.0,1240457000.0,1240457000.0,2023-12-31
0.0,0.370962,107065000.0,0.0,0.0,29288000.0,566106000.0,107065000.0,107065000.0,-60505000.0,60505000.0,29288000.0,29288000.0,1148479000.0,162711111.0,162711111.0,0.18,0.18,29288000.0,29288000.0,0.0,29288000.0,29288000.0,29288000.0,17272000.0,46560000.0,15345000.0,0.0,-60505000.0,60505000.0,91720000.0,582373000.0,582373000.0,674093000.0,566106000.0,1240199000.0,1240199000.0,2023-09-30
0.0,0.3,118109000.0,0.0,0.0,33817000.0,589744000.0,118109000.0,118109000.0,-55979000.0,55979000.0,33817000.0,33817000.0,1181560000.0,169085000.0,169085000.0,0.2,0.2,33817000.0,33817000.0,0.0,33817000.0,33817000.0,33817000.0,28313000.0,62130000.0,12010000.0,0.0,-55979000.0,55979000.0,106099000.0,591816000.0,591816000.0,697915000.0,589744000.0,1287659000.0,1287659000.0,2023-06-30
6435705.021521,0.26858,100602000.0,23962000.0,23962000.0,50980000.0,2056681000.0,124564000.0,124564000.0,-27302000.0,54864000.0,33453705.021521,50980000.0,1025235000.0,,,,,50980000.0,50980000.0,0.0,50980000.0,50980000.0,50980000.0,18720000.0,69700000.0,-25182000.0,13838000.0,-27302000.0,54864000.0,98222000.0,-1031446000.0,-1129851000.0,-933224000.0,2056681000.0,1123457000.0,1123457000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,169904545.0,169904545.0,0.22,0.22,,,,,,,,,,0.0,,,,,,,,,,2022-12-31
0.0,0.288548,84992000.0,,,17898000.0,675871000.0,84992000.0,84992000.0,-59835000.0,59835000.0,17898000.0,17898000.0,1324958000.0,162709091.0,162709091.0,0.11,0.11,17898000.0,17898000.0,0.0,17898000.0,17898000.0,17898000.0,7259000.0,25157000.0,7694000.0,,-59835000.0,59835000.0,77298000.0,649087000.0,649087000.0,726385000.0,675871000.0,1402256000.0,1402256000.0,2024-06-30 00:00:00
