Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Subsidiariesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
64735188.0,64735188.0,1198500000.0,3259200000.0,13409400000.0,17133200000.0,7675000000.0,13409400000.0,174700000.0,14048700000.0,15411500000.0,14048700000.0,14048700000.0,13725000000.0,,,323700000.0,323700000.0,10102900000.0,1803100000.0,36500000.0,,257800000.0,1503400000.0,140600000.0,1362800000.0,5400000.0,8299800000.0,1115800000.0,1755800000.0,34100000.0,1721700000.0,,68500000.0,5081500000.0,,,54000000.0,5027500000.0,24151600000.0,8176700000.0,681000000.0,,173000000.0,173000000.0,,,14300000.0,639300000.0,639300000.0,5702100000.0,,5702100000.0,305400000.0,5396700000.0,,,,,15974800000.0,1012400000.0,,,6456300000.0,,,,21500000.0,0.0,3551000000.0,4933600000.0,3047600000.0,1886000000.0,,,2024-03-31
60103055.0,60103055.0,749700000.0,2086900000.0,11097800000.0,13610500000.0,5858900000.0,11097800000.0,194400000.0,11718000000.0,13136600000.0,11718000000.0,11718000000.0,11417500000.0,,,300500000.0,300500000.0,11662500000.0,1864700000.0,36400000.0,,245300000.0,1565000000.0,146400000.0,1418600000.0,18000000.0,9797800000.0,25100000.0,521900000.0,48000000.0,473900000.0,,56300000.0,8690800000.0,,,58600000.0,8632200000.0,23380500000.0,7723800000.0,487900000.0,,103400000.0,103400000.0,,,17000000.0,620200000.0,620200000.0,5639500000.0,,5639500000.0,526400000.0,5113100000.0,,,,,15656700000.0,1076600000.0,,,6967300000.0,,,,19400000.0,0.0,4531800000.0,3061600000.0,1918800000.0,1142800000.0,,,2023-09-30
60103055.0,60103055.0,2566990000.0,2989389000.0,10041776000.0,12977681000.0,3754221000.0,10041776000.0,53484000.0,10041776000.0,11320327000.0,10041776000.0,10041776000.0,9741300000.0,7423217000.0,1123328000.0,300515000.0,300515000.0,7237036000.0,1592534000.0,36454000.0,23093000.0,241580000.0,1291407000.0,12856000.0,1278551000.0,23100000.0,5644502000.0,239500000.0,1697982000.0,40628000.0,1657354000.0,67898000.0,67900000.0,3656182000.0,204761000.0,53951000.0,0.0,3397470000.0,17278812000.0,7880089000.0,22665000.0,85451000.0,728000.0,728000.0,1022983000.0,1022983000.0,,,,5821441000.0,-3389652000.0,9211093000.0,931586000.0,206222000.0,6073477000.0,1893852000.0,105956000.0,0.0,9398723000.0,740900000.0,1332373000.0,352725000.0,1207956000.0,384477000.0,211348000.0,612131000.0,1181756000.0,12534000.0,4939265000.0,372114000.0,3199000.0,368915000.0,22641000.0,346274000.0,2023-03-31
