Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Net Income Discontinuous Operations
0.0,0.4,137000000.0,0.0,0.0,-92600000.0,-837000000.0,2228900000.0,137000000.0,137000000.0,-116400000.0,116400000.0,-92600000.0,-92600000.0,3441600000.0,,,,,-92600000.0,-92600000.0,0.0,-92600000.0,64300000.0,-156900000.0,-156900000.0,177500000.0,20600000.0,-38900000.0,0.0,,-116400000.0,116400000.0,175900000.0,1212700000.0,1468300000.0,-837000000.0,-837000000.0,1388600000.0,2228900000.0,3617500000.0,3617500000.0,2024-03-31,
0.0,0.3,504400000.0,0.0,0.0,-81300000.0,550400000.0,2291100000.0,504400000.0,-46000000.0,-90200000.0,90200000.0,-81300000.0,-81300000.0,3551500000.0,43709677.0,43709677.0,-1.86,-1.86,-81300000.0,-81300000.0,0.0,-81300000.0,71000000.0,-152300000.0,-152300000.0,16100000.0,-136200000.0,84700000.0,0.0,,-90200000.0,90200000.0,-130700000.0,1260400000.0,158800000.0,550400000.0,550400000.0,1129700000.0,2291100000.0,3420800000.0,3420800000.0,2023-12-31,
82386.363636,0.028409,54100000.0,2900000.0,2900000.0,-183700000.0,152700000.0,2592800000.0,57000000.0,-95700000.0,-115500000.0,115500000.0,-186517613.636364,-183700000.0,3805600000.0,43738095.0,43738095.0,-4.2,-4.2,-183700000.0,-183700000.0,0.0,-183700000.0,21500000.0,-205200000.0,-205200000.0,-6000000.0,-211200000.0,-6900000.0,2900000.0,-2900000.0,-115500000.0,115500000.0,-91700000.0,1212800000.0,451100000.0,152700000.0,152700000.0,1121100000.0,2592800000.0,3713900000.0,3713900000.0,2023-09-30,
-8130000.0,0.3,259700000.0,-27100000.0,-27100000.0,-26400000.0,157300000.0,2845600000.0,232600000.0,75300000.0,-108100000.0,108100000.0,-7430000.0,-26400000.0,4066400000.0,44000000.0,44000000.0,-0.6,-0.6,-26400000.0,-26400000.0,0.0,-26400000.0,12000000.0,-38400000.0,-38400000.0,5600000.0,-32800000.0,153800000.0,-27100000.0,,-108100000.0,108100000.0,-51400000.0,1220800000.0,460500000.0,157300000.0,157300000.0,1169400000.0,2845600000.0,4015000000.0,4015000000.0,2023-06-30,
0.0,0.3,183700000.0,,,-15160000.0,154490000.0,3534900000.0,183700000.0,29210000.0,-94880000.0,59340000.0,-15160000.0,-15160000.0,4274600000.0,,,,,-15160000.0,-15160000.0,0.0,-15160000.0,-6130000.0,-9030000.0,-9030000.0,-21100000.0,-30130000.0,-92310000.0,,,-94880000.0,59340000.0,79650000.0,739700000.0,-149130000.0,154490000.0,154490000.0,819350000.0,3534900000.0,4354250000.0,4354250000.0,2023-03-31,
,,,,,,,,,,,,,,,43793103.0,43793103.0,-0.29,-0.29,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31,
0.0,0.3,28800000.0,,,-177000000.0,148900000.0,2733600000.0,28800000.0,-120100000.0,-110000000.0,110000000.0,-177000000.0,-166400000.0,3972200000.0,43674541.0,43674541.0,-3.81,-3.81,-166400000.0,-166400000.0,0.0,-166400000.0,62900000.0,-229300000.0,-239900000.0,9800000.0,-230100000.0,10800000.0,,,-110000000.0,110000000.0,-130900000.0,1238600000.0,510000000.0,148900000.0,148900000.0,1107700000.0,2733600000.0,3841300000.0,3841300000.0,2024-06-30 00:00:00,10600000.0
