Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
82984000.0,82984000.0,65691000.0,80504000.0,522505000.0,591228000.0,309504000.0,522505000.0,12986000.0,523710000.0,523710000.0,523710000.0,523710000.0,357742000.0,,,165968000.0,165968000.0,438243000.0,10100000.0,-1000.0,,,,1429000.0,8672000.0,8672000.0,0.0,,428143000.0,30034000.0,71832000.0,4314000.0,67518000.0,,,326277000.0,,11157000.0,315120000.0,961953000.0,224307000.0,1755000.0,,0.0,7612000.0,7612000.0,,1205000.0,1205000.0,,213735000.0,,213735000.0,,213735000.0,,,,,737647000.0,60527000.0,,,163372000.0,,,,,1960000.0,,496330000.0,,,15458000.0,13631000.0,1827000.0,,2024-03-31
82984000.0,82984000.0,56327000.0,80918000.0,474620000.0,542017000.0,275380000.0,474620000.0,14921000.0,476020000.0,478491000.0,476020000.0,476020000.0,310052000.0,,,165968000.0,165968000.0,547269000.0,16560000.0,1531000.0,,,,1636000.0,13393000.0,10922000.0,2471000.0,,530709000.0,20119000.0,67525000.0,3999000.0,63526000.0,,1181000.0,441884000.0,,12751000.0,429133000.0,1023289000.0,217200000.0,500000.0,,0.0,6226000.0,6226000.0,,1400000.0,1400000.0,,209074000.0,,209074000.0,0.0,209074000.0,,,,,806089000.0,,,,157980000.0,,,,,1937000.0,0.0,559961000.0,,,86211000.0,76541000.0,9670000.0,,2023-09-30
82984000.0,82984000.0,71819000.0,97616000.0,437730000.0,519363000.0,230165000.0,437730000.0,16683000.0,438430000.0,440901000.0,438430000.0,438430000.0,272462000.0,239161000.0,33316000.0,165968000.0,165968000.0,436053000.0,20824000.0,1000.0,634000.0,2876000.0,0.0,1855000.0,15458000.0,12987000.0,2471000.0,634000.0,415229000.0,14195000.0,82158000.0,3696000.0,78462000.0,376000.0,376000.0,328432000.0,9050000.0,9524000.0,309858000.0,874483000.0,229089000.0,2153000.0,8036000.0,0.0,0.0,7939000.0,0.0,700000.0,700000.0,0.0,218851000.0,-175203000.0,394054000.0,554000.0,4445000.0,187912000.0,178064000.0,23079000.0,0.0,645394000.0,969000.0,0.0,2368000.0,196987000.0,29331000.0,53570000.0,36867000.0,77219000.0,1702000.0,60648000.0,360949000.0,-7733000.0,368682000.0,21771000.0,12657000.0,9114000.0,9114000.0,2023-03-31
