Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Accrued Expenses,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Stock,Defined Pension Benefit
1252480.0,110443200.0,111695680.0,21088200000.0,25016900000.0,39687200000.0,64606700000.0,25191100000.0,39687200000.0,201500000.0,39791300000.0,63348700000.0,40947000000.0,1155700000.0,39791300000.0,38674400000.0,,,1116900000.0,1116900000.0,64154600000.0,29137100000.0,3924100000.0,,,,116400000.0,23735900000.0,178500000.0,23557400000.0,79500000.0,35017500000.0,22355300000.0,1281000000.0,23000000.0,1258000000.0,,1799400000.0,7482700000.0,,,,7482700000.0,105101600000.0,44893000000.0,356000000.0,874500000.0,949600000.0,4785800000.0,4785800000.0,7600000.0,8027900000.0,104100000.0,104100000.0,29787500000.0,,29787500000.0,572200000.0,29215300000.0,,,,,60208600000.0,3711700000.0,506000000.0,,,47257700000.0,,,,,,1656300000.0,,,7076900000.0,3349700000.0,3727200000.0,,,2024-03-31,,
,111695680.0,111695680.0,20171400000.0,22589900000.0,37536300000.0,59992000000.0,17595800000.0,37536300000.0,211300000.0,37613400000.0,55030700000.0,39074600000.0,1461200000.0,37613400000.0,36496500000.0,,,1116900000.0,1116900000.0,63643800000.0,23540100000.0,4235300000.0,,,,325700000.0,17606500000.0,189200000.0,17417300000.0,65400000.0,40103700000.0,21892700000.0,4983400000.0,22100000.0,4961300000.0,,1804300000.0,9302200000.0,,,,9302200000.0,102718400000.0,45018900000.0,142400000.0,1242800000.0,545800000.0,3220700000.0,3220700000.0,123400000.0,8169300000.0,77100000.0,77100000.0,31497400000.0,,31497400000.0,895200000.0,30602200000.0,,,,,57699500000.0,4000900000.0,626100000.0,,,44419700000.0,,,,,,1510700000.0,,,7142100000.0,4934900000.0,2207200000.0,,,2023-09-30,,
,111695680.0,111695680.0,9892000000.0,10593100000.0,38791200000.0,49245500000.0,5476600000.0,38791200000.0,216000000.0,38868400000.0,42859300000.0,40389600000.0,1521200000.0,38868400000.0,37751400000.0,16609500000.0,7432200000.0,1116900000.0,1116900000.0,44126800000.0,10338600000.0,4800000.0,24800000.0,0.0,5718300000.0,406400000.0,4184300000.0,193400000.0,3990900000.0,24800000.0,33788200000.0,8000000.0,6408800000.0,22600000.0,6386200000.0,21000000.0,1824600000.0,8738500000.0,316300000.0,16700000.0,550400000.0,7855100000.0,84516400000.0,45251600000.0,100000.0,991900000.0,480800000.0,2016100000.0,2016100000.0,231600000.0,8330200000.0,77200000.0,77200000.0,33089700000.0,-36888400000.0,69978100000.0,1973300000.0,1374600000.0,56215800000.0,6722700000.0,3691700000.0,0.0,39264800000.0,39300000.0,,538900000.0,2023700000.0,32561000000.0,735000000.0,26348000000.0,2416200000.0,3061800000.0,1509200000.0,1564400000.0,-241800000.0,1806200000.0,1028300000.0,543200000.0,485100000.0,100800000.0,384300000.0,2023-03-31,,
