Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,428345000.0,0.0,0.0,335267000.0,84200000.0,1281224000.0,428345000.0,344145000.0,-34607000.0,34607000.0,335267000.0,335267000.0,1532631000.0,,,,,335267000.0,335267000.0,0.0,335267000.0,335267000.0,,0.0,335267000.0,-31191000.0,309538000.0,-294245000.0,0.0,-34607000.0,34607000.0,638390000.0,251407000.0,,84200000.0,84200000.0,889797000.0,1281224000.0,2171021000.0,2171021000.0,2024-03-31
0.0,0.0,430050000.0,0.0,0.0,294313000.0,92687000.0,1219389000.0,430050000.0,337363000.0,-35438000.0,35438000.0,294313000.0,294313000.0,1503487000.0,47623463.0,47623463.0,6.18,6.18,294313000.0,294313000.0,0.0,294313000.0,294313000.0,,0.0,294313000.0,0.0,301925000.0,-365060000.0,0.0,-35438000.0,35438000.0,702423000.0,284098000.0,,92687000.0,92687000.0,986521000.0,1219389000.0,2205910000.0,2205910000.0,2023-12-31
0.0,0.0,316693000.0,0.0,0.0,200238000.0,78409000.0,1223301000.0,316693000.0,238284000.0,-38046000.0,38046000.0,200238000.0,200238000.0,1832524000.0,46055116.0,46055116.0,4.3,4.3,198037000.0,198037000.0,0.0,198037000.0,198037000.0,-2201000.0,0.0,200238000.0,0.0,200238000.0,83555000.0,0.0,-38046000.0,38046000.0,155029000.0,609223000.0,355221000.0,78409000.0,78409000.0,764252000.0,1223301000.0,1987553000.0,1987553000.0,2023-09-30
0.0,0.0,240280000.0,0.0,0.0,107751000.0,77075000.0,1120677000.0,240280000.0,163205000.0,-55454000.0,55454000.0,107751000.0,107751000.0,1684850000.0,50836757.0,50836757.0,1.85,1.85,94048000.0,94048000.0,0.0,94048000.0,94048000.0,-13703000.0,0.0,107751000.0,0.0,107751000.0,18857000.0,0.0,-55454000.0,55454000.0,144348000.0,564173000.0,324892000.0,77075000.0,77075000.0,708521000.0,1120677000.0,1829198000.0,1829198000.0,2023-06-30
0.0,0.0,406262000.0,400004000.0,400004000.0,659147000.0,72121000.0,1314575000.0,806266000.0,734145000.0,-75423000.0,74838000.0,259143000.0,591396000.0,2739471000.0,,,,,591396000.0,591396000.0,0.0,591396000.0,591396000.0,,-67751000.0,659147000.0,0.0,659307000.0,923174000.0,399850000.0,-75423000.0,74838000.0,-640463000.0,1424896000.0,,72121000.0,72043000.0,784433000.0,1314575000.0,2099008000.0,2099008000.0,2023-03-31
,,,,,,,,,,,,,,,40789785.0,40789785.0,1.86,1.86,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.3,400626000.0,0.0,0.0,282744000.0,84439000.0,1502544000.0,400626000.0,316187000.0,-34984000.0,34984000.0,282744000.0,282744000.0,2203581000.0,50691883.0,50691883.0,5.79,5.79,293506000.0,293506000.0,0.0,293506000.0,293506000.0,10762000.0,,282744000.0,-1541000.0,281203000.0,75707000.0,0.0,-34984000.0,34984000.0,240480000.0,701037000.0,396588000.0,84439000.0,84439000.0,941517000.0,1502544000.0,2444061000.0,2444061000.0,2024-06-30 00:00:00
