Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Amortization,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
297266.327527,0.072504,30946800000.0,4100000.0,4100000.0,13718200000.0,10878300000.0,142238300000.0,30950900000.0,20072600000.0,-4503800000.0,4503800000.0,13714397266.327526,13718200000.0,248322700000.0,,,,,13718200000.0,13718200000.0,0.0,13718200000.0,-721800000.0,14440000000.0,,14440000000.0,1128800000.0,15568800000.0,144200000.0,4100000.0,-4503800000.0,4503800000.0,19159100000.0,106084400000.0,31437600000.0,10878300000.0,1405400000.0,9472900000.0,125243500000.0,142238300000.0,267481800000.0,267481800000.0,2024-03-31
-2199271.359737,0.255729,24884000000.0,-8600000.0,-8600000.0,5419600000.0,10163800000.0,141492200000.0,24875400000.0,14711600000.0,-6202600000.0,6202600000.0,5426000728.640263,5419600000.0,241034000000.0,6774500000.0,6774500000.0,0.8,0.8,5419600000.0,5419600000.0,0.0,5419600000.0,-913400000.0,6333000000.0,,6333000000.0,2176000000.0,8509000000.0,547000000.0,-8600000.0,-6202600000.0,6202600000.0,13532200000.0,99541800000.0,31128300000.0,10163800000.0,1316600000.0,8847200000.0,113074000000.0,141492200000.0,254566200000.0,254566200000.0,2023-12-31
-748200000.0,0.3,21280500000.0,-2494000000.0,-2494000000.0,2015500000.0,8673900000.0,133406700000.0,18786500000.0,10112600000.0,-4879400000.0,4879400000.0,3761300000.0,2015500000.0,222728800000.0,6718333333.0,6718333333.0,0.3,0.3,2015500000.0,2015500000.0,0.0,2015500000.0,-926000000.0,2941500000.0,,2941500000.0,2291700000.0,5233200000.0,1653700000.0,-2494000000.0,-4879400000.0,4879400000.0,10214500000.0,89322100000.0,27755000000.0,8673900000.0,1251600000.0,7422300000.0,99536600000.0,133406700000.0,232943300000.0,232943300000.0,2023-09-30
0.0,0.287067,20006200000.0,0.0,0.0,6008700000.0,8389000000.0,127009800000.0,20006200000.0,11617200000.0,-2526300000.0,2526300000.0,6008700000.0,6008700000.0,211945600000.0,6751348315.0,6751348315.0,0.89,0.89,6008700000.0,6008700000.0,0.0,6008700000.0,-472500000.0,6481200000.0,,6481200000.0,2609700000.0,9090900000.0,528900000.0,0.0,-2526300000.0,2526300000.0,10857200000.0,84935800000.0,25196700000.0,8389000000.0,1016200000.0,7372800000.0,95793000000.0,127009800000.0,222802800000.0,222802800000.0,2023-06-30
-266361.661717,0.266362,20712300000.0,-1000000.0,-1000000.0,6540100000.0,8397000000.0,127123300000.0,20711300000.0,12314300000.0,-2784400000.0,2784400000.0,6540833638.338283,6540100000.0,209481200000.0,,,,,6540100000.0,6540100000.0,0.0,6540100000.0,-451400000.0,6991500000.0,0.0,6991500000.0,2538400000.0,9529900000.0,-479400000.0,-1000000.0,-2784400000.0,2784400000.0,13038300000.0,82357900000.0,27810600000.0,8397000000.0,1482000000.0,6915000000.0,95396200000.0,127123300000.0,222519500000.0,222519500000.0,2023-03-31
,,,,,,,,,,,,,,,6775074627.0,6775074627.0,0.67,0.67,,,,,,,0.0,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.240811,29542500000.0,0.0,0.0,9941700000.0,10645700000.0,154747200000.0,29542500000.0,18896800000.0,-4444800000.0,4444800000.0,9941700000.0,9941700000.0,268108700000.0,6763061224.0,6763061224.0,1.47,1.47,9941700000.0,9941700000.0,0.0,9941700000.0,-1030100000.0,10971800000.0,,10971800000.0,3480200000.0,14452000000.0,708800000.0,0.0,-4444800000.0,4444800000.0,17107400000.0,113361500000.0,34474900000.0,10645700000.0,1327200000.0,9318500000.0,130468900000.0,154747200000.0,285216100000.0,285216100000.0,2024-06-30 00:00:00
