Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Long Term Equity Investment,Investmentsin Associatesat Cost
126745316.0,126745316.0,2228847000.0,2482053000.0,12640180000.0,15023930000.0,6154053000.0,12640180000.0,131470000.0,12673347000.0,13886140000.0,12799675000.0,126328000.0,12673347000.0,11405894000.0,,,1267453000.0,1267453000.0,6268675000.0,1418185000.0,,80754000.0,1315178000.0,102385000.0,1212793000.0,17514000.0,4850490000.0,557128000.0,1166875000.0,29085000.0,1137790000.0,92330000.0,2751785000.0,,,,2751785000.0,19068350000.0,8063807000.0,160215000.0,,,68823000.0,68823000.0,5076000.0,33167000.0,33167000.0,7792042000.0,,7792042000.0,3474000.0,7788568000.0,,,,,11004543000.0,2532563000.0,,,2671279000.0,,,,,172235000.0,44546000.0,4050079000.0,,,1533841000.0,1412105000.0,121736000.0,,,2024-03-31,,,
126745316.0,126745316.0,2408960000.0,2657809000.0,12737913000.0,15309960000.0,5869927000.0,12737913000.0,118929000.0,12771080000.0,13902324000.0,12947222000.0,176142000.0,12771080000.0,11503627000.0,,,1267453000.0,1267453000.0,6990534000.0,1345279000.0,,97491000.0,1221235000.0,89991000.0,1131244000.0,22066000.0,5645255000.0,790950000.0,1436574000.0,28938000.0,1407636000.0,64681000.0,3088874000.0,,,,3088874000.0,19937756000.0,8422574000.0,238282000.0,,,73558000.0,73558000.0,5076000.0,33167000.0,33167000.0,7827413000.0,,7827413000.0,484912000.0,7342501000.0,,,,,11515182000.0,2234862000.0,,,2681290000.0,,,,,167293000.0,18541000.0,4407514000.0,,,2005682000.0,1875762000.0,129920000.0,,,2023-09-30,,,
126745316.0,126745316.0,1910793000.0,2265067000.0,12527375000.0,14709279000.0,5804159000.0,12527375000.0,116330000.0,12560542000.0,13375347000.0,12773499000.0,212957000.0,12560542000.0,11293088000.0,3923803000.0,6938244000.0,1267453000.0,1267453000.0,6443445000.0,970825000.0,46652000.0,128195000.0,899157000.0,84352000.0,814805000.0,21183000.0,5472620000.0,171937000.0,1365910000.0,31978000.0,1333932000.0,61218000.0,3129698000.0,82124000.0,416000.0,0.0,3047158000.0,19216944000.0,7940165000.0,115213000.0,275706000.0,2361000.0,4365000.0,4365000.0,5076000.0,33167000.0,33167000.0,7499212000.0,-1761769000.0,9260981000.0,1768773000.0,125202000.0,5277031000.0,1455450000.0,759727000.0,0.0,11276779000.0,72907000.0,416000.0,2034162000.0,2550437000.0,41771000.0,1370462000.0,383036000.0,796939000.0,166893000.0,12963000.0,4173427000.0,-29947000.0,4203374000.0,2265574000.0,2027630000.0,237944000.0,12947000.0,224997000.0,2023-03-31,,,
