Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.086957,0.0,0.0,0.0,-4200000.0,2800000.0,119800000.0,0.0,-2800000.0,-1800000.0,1800000.0,-4200000.0,-4200000.0,213500000.0,,,,,-4200000.0,-4200000.0,0.0,-4200000.0,-4200000.0,0.0,-4200000.0,-400000.0,-4600000.0,12000000.0,0.0,,-1800000.0,1800000.0,-14800000.0,93700000.0,67600000.0,2800000.0,2800000.0,78900000.0,119800000.0,198700000.0,198700000.0,2024-03-31
0.0,0.166667,1800000.0,0.0,0.0,-2000000.0,2500000.0,110500000.0,1800000.0,-700000.0,-1700000.0,1700000.0,-2000000.0,-2000000.0,194900000.0,5405405.0,5405405.0,-0.37,-0.37,-2000000.0,-2000000.0,0.0,-2000000.0,-2000000.0,0.0,-2000000.0,-400000.0,-2400000.0,10500000.0,0.0,,-1700000.0,1700000.0,-11200000.0,84400000.0,60200000.0,2500000.0,2500000.0,73200000.0,110500000.0,183700000.0,183700000.0,2023-12-31
0.0,0.329114,13300000.0,0.0,0.0,5300000.0,2500000.0,134600000.0,13300000.0,10800000.0,-2900000.0,2900000.0,5300000.0,5300000.0,222200000.0,5408163.0,5408163.0,0.98,0.98,5300000.0,5300000.0,0.0,5300000.0,5300000.0,0.0,5300000.0,2600000.0,7900000.0,8900000.0,0.0,0.0,-2900000.0,2900000.0,1900000.0,87600000.0,62600000.0,2500000.0,2500000.0,89500000.0,134600000.0,224100000.0,224100000.0,2023-09-30
0.0,0.186335,21300000.0,0.0,0.0,13100000.0,3200000.0,71800000.0,21300000.0,18100000.0,-2000000.0,2000000.0,13100000.0,13100000.0,137500000.0,,,,,13100000.0,13100000.0,0.0,13100000.0,13100000.0,0.0,13100000.0,3000000.0,16100000.0,9400000.0,0.0,,-2000000.0,2000000.0,8700000.0,65700000.0,44500000.0,3200000.0,3200000.0,74400000.0,71800000.0,146200000.0,146200000.0,2023-03-31
0.0,0.131579,8800000.0,0.0,0.0,3300000.0,3300000.0,71400000.0,8800000.0,5500000.0,-1700000.0,1700000.0,3300000.0,3300000.0,144500000.0,5409836.0,5409836.0,0.61,0.61,3300000.0,3300000.0,0.0,3300000.0,3300000.0,0.0,3300000.0,500000.0,3800000.0,21200000.0,0.0,,-1700000.0,1700000.0,-15700000.0,73100000.0,50600000.0,3300000.0,3300000.0,57400000.0,71400000.0,128800000.0,128800000.0,2022-12-31
0.0,0.363636,6400000.0,0.0,0.0,1400000.0,2100000.0,94000000.0,6400000.0,4300000.0,-2100000.0,2100000.0,1400000.0,1400000.0,169500000.0,5384615.0,5384615.0,0.26,0.26,1400000.0,1400000.0,0.0,1400000.0,1400000.0,0.0,1400000.0,800000.0,2200000.0,8400000.0,0.0,0.0,-2100000.0,2100000.0,-4100000.0,75500000.0,51800000.0,2100000.0,2100000.0,71400000.0,94000000.0,165400000.0,165400000.0,2024-06-30 00:00:00
0.0,0.315789,10700000.0,0.0,0.0,3900000.0,2400000.0,135100000.0,10700000.0,8300000.0,-2600000.0,2600000.0,3900000.0,3900000.0,209200000.0,5416667.0,5416667.0,0.72,0.72,3900000.0,3900000.0,0.0,3900000.0,3900000.0,0.0,3900000.0,1800000.0,5700000.0,7000000.0,0.0,0.0,-2600000.0,2600000.0,1300000.0,74100000.0,52600000.0,2400000.0,2400000.0,75400000.0,135100000.0,210500000.0,210500000.0,2023-06-30 00:00:00
