Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Inventories Adjustments Allowances,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
10620000.0,10620000.0,50000000.0,2166500000.0,2221600000.0,1632900000.0,2166500000.0,2171600000.0,2208400000.0,2171600000.0,2171600000.0,2065400000.0,,,106200000.0,106200000.0,1649300000.0,62300000.0,36800000.0,36800000.0,25500000.0,1587000000.0,548300000.0,13200000.0,13200000.0,177700000.0,847800000.0,,0.0,847800000.0,3820900000.0,601000000.0,7400000.0,,25400000.0,50400000.0,50400000.0,5100000.0,,487400000.0,,487400000.0,3600000.0,483800000.0,,,,,3219900000.0,67300000.0,,,1183600000.0,,,,,,,1389000000.0,,,580000000.0,329700000.0,250300000.0,,,2024-03-31
10620000.0,10620000.0,47000000.0,1802300000.0,1854800000.0,1311700000.0,1802300000.0,1807800000.0,1846000000.0,1807800000.0,1807800000.0,1701600000.0,,,106200000.0,106200000.0,1588900000.0,60300000.0,38200000.0,38200000.0,22100000.0,1528600000.0,399300000.0,8800000.0,8800000.0,49600000.0,1070900000.0,,58200000.0,1012700000.0,3396700000.0,556400000.0,3300000.0,,6200000.0,41400000.0,41400000.0,5500000.0,,485700000.0,,485700000.0,9100000.0,476600000.0,,,,,2840300000.0,95000000.0,,,1278000000.0,,,,,,,979300000.0,,,488000000.0,377700000.0,110300000.0,,,2023-09-30
10620000.0,10620000.0,113351000.0,1708223000.0,1822388000.0,1230619000.0,1708223000.0,1709037000.0,1721946000.0,1709037000.0,1709037000.0,1602800000.0,-442854000.0,375848000.0,106200000.0,106200000.0,1297559000.0,25017000.0,12909000.0,12909000.0,12108000.0,1272542000.0,201000000.0,100442000.0,100442000.0,77050000.0,1021548000.0,127484000.0,2310000.0,891754000.0,3006596000.0,503435000.0,3300000.0,26386000.0,5830000.0,30800000.0,30800000.0,814000.0,814000.0,452255000.0,-321691000.0,773946000.0,11423000.0,440900000.0,344339000.0,300455000.0,117729000.0,0.0,2503161000.0,69100000.0,294150000.0,60305000.0,714089000.0,-24964000.0,262852000.0,303602000.0,172599000.0,10700000.0,8381000.0,1286061000.0,-238558000.0,1524619000.0,129475000.0,304400000.0,129475000.0,38434000.0,91041000.0,2023-03-31
