Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
20732064.0,20732064.0,2155100000.0,3819700000.0,7888300000.0,10117900000.0,4597100000.0,7888300000.0,1649800000.0,7948000000.0,7948000000.0,7948000000.0,7948000000.0,7740700000.0,,,207300000.0,207300000.0,7212700000.0,1969700000.0,288300000.0,,,1285200000.0,1285200000.0,0.0,12200000.0,5243000000.0,1048800000.0,2534500000.0,364600000.0,2169900000.0,95700000.0,1414800000.0,,,0.0,1414800000.0,15160700000.0,5320600000.0,143700000.0,,254200000.0,1453200000.0,,1453200000.0,59700000.0,,3256700000.0,,3256700000.0,800000.0,3255900000.0,,,,,9840100000.0,364700000.0,,,4346200000.0,,,,,6100000.0,3700800000.0,,,1422300000.0,1407500000.0,14800000.0,,2024-03-31
20732064.0,20732064.0,3509000000.0,5087700000.0,7299100000.0,10893600000.0,4508800000.0,7299100000.0,1559800000.0,7365700000.0,7376200000.0,7365700000.0,7365700000.0,7158400000.0,,,207300000.0,207300000.0,8543100000.0,1968200000.0,287700000.0,,,1352800000.0,1342300000.0,10500000.0,12900000.0,6574900000.0,573200000.0,3734900000.0,217500000.0,3517400000.0,116900000.0,1988000000.0,,,33700000.0,1954300000.0,15908800000.0,4825100000.0,122000000.0,,223500000.0,954800000.0,,954800000.0,66600000.0,66600000.0,3237400000.0,,3237400000.0,25300000.0,3212100000.0,,,,,11083700000.0,550600000.0,,,5414100000.0,,,,,3400000.0,3539400000.0,,,1576200000.0,1557300000.0,18900000.0,,2023-09-30
20732064.0,20732064.0,2002800000.0,3314400000.0,7690700000.0,9784300000.0,5189600000.0,7690700000.0,1294500000.0,7764400000.0,7791400000.0,7764000000.0,7764400000.0,7556700000.0,2993800000.0,757000000.0,207300000.0,207300000.0,7200200000.0,1763200000.0,307600000.0,8900000.0,351700000.0,1138800000.0,1111800000.0,27000000.0,263800000.0,5437000000.0,19100000.0,2175600000.0,182700000.0,1992900000.0,861900000.0,2272400000.0,226700000.0,2100000.0,103700000.0,1939900000.0,14964200000.0,4337600000.0,83800000.0,100600000.0,222600000.0,902900000.0,638000000.0,264900000.0,73700000.0,73700000.0,3012200000.0,-1427600000.0,4439800000.0,276800000.0,1181300000.0,1401500000.0,1192700000.0,387500000.0,0.0,10626600000.0,238500000.0,11800000.0,234100000.0,4604200000.0,667900000.0,3311600000.0,87300000.0,537400000.0,138400000.0,3801800000.0,-39800000.0,3841600000.0,1836300000.0,1819200000.0,17100000.0,17100000.0,2023-03-31
