Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
1500000088.0,1500000088.0,30081000000.0,174077000000.0,174101100000.0,87359000000.0,174077000000.0,30081000000.0,174101100000.0,174101100000.0,174101100000.0,174101100000.0,159101100000.0,15000000000.0,15000000000.0,81129200000.0,39547200000.0,6447900000.0,6165300000.0,25964200000.0,25964200000.0,,969800000.0,41582000000.0,6510500000.0,4116800000.0,4116800000.0,,1466900000.0,28649500000.0,28649500000.0,255230300000.0,126289300000.0,4476800000.0,23131500000.0,23131500000.0,24100000.0,24100000.0,96969600000.0,96969600000.0,15524100000.0,81445500000.0,128941000000.0,616800000.0,14654400000.0,36260800000.0,77409000000.0,60175300000.0,17233700000.0,2024-03-31
1500000088.0,1500000088.0,31866200000.0,164827900000.0,164854000000.0,96864700000.0,164827900000.0,31866200000.0,164854000000.0,164854000000.0,164854000000.0,164854000000.0,149854000000.0,15000000000.0,15000000000.0,78702400000.0,43963500000.0,7005400000.0,6853400000.0,29270800000.0,29270800000.0,,833900000.0,34738900000.0,7654300000.0,2595400000.0,2595400000.0,,601400000.0,18881000000.0,18881000000.0,243556400000.0,111952800000.0,1588000000.0,10802400000.0,10802400000.0,26100000.0,26100000.0,97725300000.0,97725300000.0,12590500000.0,85134800000.0,131603600000.0,687400000.0,13604200000.0,35513400000.0,81798600000.0,63569000000.0,18229600000.0,2023-09-30
1500000088.0,1500000088.0,33450100000.0,152617100000.0,152645600000.0,89465700000.0,152617100000.0,33450100000.0,152645600000.0,152645600000.0,152645600000.0,152645600000.0,137645600000.0,15000000000.0,15000000000.0,74879300000.0,45875300000.0,7423400000.0,7026000000.0,30704700000.0,30704700000.0,0.0,721200000.0,29004000000.0,7355300000.0,2745400000.0,2745400000.0,0.0,1204700000.0,16443900000.0,16443900000.0,227524900000.0,109055200000.0,1607700000.0,5935400000.0,5935400000.0,28500000.0,28500000.0,99133400000.0,99133400000.0,11258800000.0,87874600000.0,118469700000.0,460100000.0,11530500000.0,38397000000.0,68082100000.0,67455500000.0,626600000.0,2023-03-31
