Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-410796400.0,0.4,2161722000.0,-1026991000.0,-1026991000.0,484493000.0,62567000.0,177494000.0,1134731000.0,1072164000.0,-4120000.0,4120000.0,1100687600.0,484493000.0,1348553000.0,,,,,484493000.0,484493000.0,0.0,484493000.0,484493000.0,484493000.0,583551000.0,1068044000.0,1468891000.0,-1026991000.0,1026991000.0,-4120000.0,4120000.0,642144000.0,1171059000.0,629105000.0,62567000.0,62567000.0,1813203000.0,177494000.0,1990697000.0,1990697000.0,2024-03-31
0.0,0.332083,817743000.0,0.0,0.0,499734000.0,69545000.0,157365000.0,817743000.0,748198000.0,0.0,0.0,499734000.0,499734000.0,1273163000.0,70385070.0,70385070.0,7.1,7.1,499734000.0,499734000.0,0.0,499734000.0,499734000.0,499734000.0,248464000.0,748198000.0,194394000.0,0.0,0.0,0.0,0.0,576636000.0,1115798000.0,532461000.0,69545000.0,69545000.0,1692434000.0,157365000.0,1849799000.0,1849799000.0,2023-12-31
0.0,0.290526,834713000.0,0.0,0.0,553374000.0,54735000.0,155010000.0,834713000.0,779978000.0,0.0,0.0,553374000.0,553374000.0,1310628000.0,70403817.0,70403817.0,7.86,7.86,553374000.0,553374000.0,0.0,553374000.0,553374000.0,553374000.0,226604000.0,779978000.0,234661000.0,0.0,0.0,0.0,0.0,567099000.0,1155618000.0,540399000.0,54735000.0,54735000.0,1722717000.0,155010000.0,1877727000.0,1877727000.0,2023-09-30
0.0,0.371771,860242000.0,0.0,0.0,506084000.0,54670000.0,140900000.0,860242000.0,805572000.0,0.0,0.0,506084000.0,506084000.0,1179791000.0,70387204.0,70387204.0,7.19,7.19,506084000.0,506084000.0,0.0,506084000.0,506084000.0,506084000.0,299488000.0,805572000.0,207597000.0,0.0,0.0,0.0,0.0,610174000.0,1038891000.0,537638000.0,54670000.0,54670000.0,1649065000.0,140900000.0,1789965000.0,1789965000.0,2023-06-30
12580785.662264,0.307216,1126471000.0,40951000.0,40951000.0,769547000.0,56619000.0,160628000.0,1167422000.0,1110803000.0,534273000.0,0.0,741176785.662264,769547000.0,-4090374000.0,,,,,769547000.0,769547000.0,0.0,769547000.0,769547000.0,769547000.0,341256000.0,1110803000.0,-1210723000.0,40951000.0,-35002000.0,534273000.0,0.0,1756353000.0,-4251002000.0,-2077490000.0,56619000.0,50813000.0,-2494649000.0,160628000.0,-2334021000.0,-2334021000.0,2023-03-31
,,,,,,,,,,,,,,,70414521.0,70414521.0,6.68,6.68,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.244825,887128000.0,0.0,0.0,619001000.0,66568000.0,162057000.0,887128000.0,820560000.0,-881000.0,881000.0,619001000.0,619001000.0,1252704000.0,70421047.0,70421047.0,8.79,8.79,619001000.0,619001000.0,0.0,619001000.0,619001000.0,619001000.0,200678000.0,819679000.0,190270000.0,0.0,0.0,-881000.0,881000.0,642286000.0,1090647000.0,589156000.0,66568000.0,66568000.0,1732933000.0,162057000.0,1894990000.0,1894990000.0,2024-06-30 00:00:00
