Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
1410695055.0,1410695055.0,396000.0,1723241000.0,1723637000.0,918183000.0,1723241000.0,1723241000.0,1723241000.0,1723241000.0,1723241000.0,312546000.0,,,1410695000.0,1410695000.0,33445000.0,5030000.0,,5030000.0,0.0,0.0,28415000.0,,,396000.0,396000.0,6566000.0,21453000.0,,21453000.0,1756686000.0,810088000.0,207062000.0,,10000.0,,518643000.0,,84373000.0,,,,,,,,946598000.0,29386000.0,,3917000.0,,836418000.0,53607000.0,23270000.0,23270000.0,,2024-03-31
1410695055.0,1410695055.0,726000.0,1717439000.0,1718165000.0,693455000.0,1717439000.0,1717439000.0,1717836000.0,1717439000.0,1717439000.0,306744000.0,,,1410695000.0,1410695000.0,71606000.0,5319000.0,-1000.0,4923000.0,397000.0,397000.0,66287000.0,,,329000.0,329000.0,44929000.0,21029000.0,,21029000.0,1789045000.0,1029303000.0,425488000.0,,10000.0,10000.0,518643000.0,,85162000.0,,85162000.0,,85162000.0,,,,759742000.0,29567000.0,,2424000.0,,683539000.0,39521000.0,4691000.0,4691000.0,,2023-09-30
1410695055.0,1410695055.0,1040230.0,1714009090.0,1715049320.0,584842280.0,1714009090.0,1714009090.0,1714720770.0,1714009090.0,1714009090.0,1184840.0,-62095840.0,0.0,1410695060.0,1410695060.0,64540720.0,5587490.0,,4875810.0,711680.0,711680.0,58953230.0,-10.0,211410.0,328550.0,328550.0,39540740.0,18872540.0,18211410.0,661130.0,1778549810.0,1134754300.0,3800330.0,66470.0,10000.0,10000.0,518642910.0,0.0,85918020.0,-40225690.0,126143710.0,0.0,,46583710.0,79560000.0,0.0,643795510.0,29386000.0,29385740.0,2968820.0,2968820.0,527017280.0,23575880.0,60847790.0,60847790.0,60847790.0,2023-03-31
