Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
12483531541.0,12483531541.0,744930800000.0,870821200000.0,733600700000.0,1736096800000.0,-278552400000.0,733600700000.0,55082000000.0,920357600000.0,1436124900000.0,924327400000.0,3969800000.0,920357600000.0,907883200000.0,,,12474400000.0,12474400000.0,1809907600000.0,825872800000.0,29104100000.0,1100000.0,32194800000.0,,4336500000.0,129923400000.0,561154300000.0,45387000000.0,515767300000.0,54240300000.0,984034800000.0,151857300000.0,309666900000.0,9695000000.0,299971900000.0,1467200000.0,37790800000.0,376015100000.0,,,21668500000.0,354346600000.0,2734235000000.0,2028752600000.0,33432300000.0,232600000.0,,41110800000.0,2658600000.0,41875100000.0,,41875100000.0,,29471600000.0,,,186756900000.0,129303900000.0,57453000000.0,1644942200000.0,,1644942200000.0,333701900000.0,1311240300000.0,,,,,705482400000.0,42184100000.0,2013300000.0,446600000.0,,,491575100000.0,,,,16000000.0,796800000.0,62635300000.0,,,105815200000.0,35006800000.0,70808400000.0,,2024-03-31
12221537000.0,12221537000.0,751912900000.0,897229500000.0,702862500000.0,1731851500000.0,-276352800000.0,702862500000.0,57349900000.0,891971900000.0,1363927900000.0,908022500000.0,16050600000.0,891971900000.0,879759500000.0,,,12212400000.0,12212400000.0,1810117500000.0,784386700000.0,38081800000.0,,29031800000.0,,1783300000.0,131778700000.0,516579400000.0,44623400000.0,471956000000.0,47124100000.0,1025730800000.0,153344200000.0,380650100000.0,12726500000.0,367923600000.0,1510200000.0,43494800000.0,345838500000.0,,,13271400000.0,332567100000.0,2718140000000.0,1968762000000.0,38654700000.0,246500000.0,,38484100000.0,2630100000.0,36372000000.0,,36372000000.0,,29643500000.0,,,189109400000.0,133050600000.0,56058800000.0,1587787900000.0,,1587787900000.0,357611100000.0,1230176800000.0,,,,,749378000000.0,46817400000.0,4456100000.0,435300000.0,,,491708300000.0,,,,22900000.0,459500000.0,67796800000.0,,,137681700000.0,49715000000.0,87966700000.0,,2023-09-30
12221537000.0,12221537000.0,658799600000.0,848852100000.0,955479800000.0,1810919600000.0,-106374300000.0,955479800000.0,68753500000.0,1030821000000.0,1545205900000.0,1051752100000.0,20931100000.0,1030821000000.0,,481663200000.0,314211900000.0,12212400000.0,12212400000.0,1828465300000.0,855435600000.0,5931900000.0,0.0,29313700000.0,17279700000.0,22784700000.0,141156400000.0,572495700000.0,58110800000.0,514384900000.0,47758400000.0,973029700000.0,110445700000.0,276356400000.0,10642700000.0,265713700000.0,3051400000.0,38827300000.0,493467300000.0,94901700000.0,1000400000.0,19239800000.0,378325400000.0,2880217400000.0,2013562000000.0,37766300000.0,69908300000.0,2772500000.0,26259600000.0,4034000000.0,16944600000.0,170100000.0,15179000000.0,1595500000.0,32333300000.0,29816100000.0,2517200000.0,75341200000.0,19324700000.0,56016500000.0,1703003600000.0,-957654600000.0,2660658200000.0,303079000000.0,,1668343500000.0,289036000000.0,217006400000.0,183193300000.0,866655400000.0,11605700000.0,5614600000.0,594000000.0,12273600000.0,37272100000.0,544153300000.0,174886300000.0,94386400000.0,274880600000.0,367500000.0,1176900000.0,82572400000.0,-7549200000.0,90121600000.0,171025300000.0,49726300000.0,121299000000.0,121299000000.0,2023-03-31
