Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.260044,174821000.0,,,84259000.0,2311393000.0,174821000.0,174821000.0,-57864000.0,57864000.0,84259000.0,84259000.0,2355020000.0,,,,,84259000.0,84259000.0,0.0,84259000.0,,86542000.0,86542000.0,30414000.0,116957000.0,11028000.0,,-57864000.0,57864000.0,163793000.0,43627000.0,43627000.0,207420000.0,2311393000.0,2518813000.0,2518813000.0,2024-03-31
0.0,0.278952,175774000.0,0.0,0.0,87238000.0,2184655000.0,175774000.0,175774000.0,-55879000.0,55879000.0,87238000.0,87238000.0,2226561000.0,24713314.0,24713314.0,3.53,3.53,87238000.0,87238000.0,0.0,87238000.0,787000.0,86450000.0,86450000.0,33445000.0,119895000.0,13103000.0,0.0,-55879000.0,55879000.0,162671000.0,41906000.0,41906000.0,204577000.0,2184655000.0,2389232000.0,2389232000.0,2023-12-31
0.0,0.26989,166463000.0,0.0,0.0,82122000.0,2156593000.0,166463000.0,166463000.0,-53984000.0,53984000.0,82122000.0,82122000.0,2189822000.0,24441071.0,24441071.0,3.36,3.36,82122000.0,82122000.0,0.0,82122000.0,,82122000.0,82122000.0,30357000.0,112479000.0,9886000.0,0.0,-53984000.0,53984000.0,156576000.0,33229000.0,33229000.0,189805000.0,2156593000.0,2346398000.0,2346398000.0,2023-09-30
0.0,0.277092,148264000.0,0.0,0.0,71359000.0,1899656000.0,148264000.0,148264000.0,-49553000.0,49553000.0,71359000.0,71359000.0,1934680000.0,24438014.0,24438014.0,2.92,2.92,71359000.0,71359000.0,0.0,71359000.0,,71359000.0,71359000.0,27352000.0,98711000.0,4360000.0,0.0,-49553000.0,49553000.0,143904000.0,35024000.0,35024000.0,178928000.0,1899656000.0,2078584000.0,2078584000.0,2023-06-30
0.0,0.3,137547000.0,0.0,0.0,40275000.0,1797499000.0,137547000.0,137547000.0,-31604000.0,46333000.0,40275000.0,40275000.0,1839662000.0,,,,,40275000.0,40275000.0,0.0,40275000.0,,39333000.0,39333000.0,51883000.0,91214000.0,-2507000.0,0.0,-31604000.0,46333000.0,125321000.0,42163000.0,33528000.0,167484000.0,1797499000.0,1964983000.0,1964983000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,24515970.0,24515970.0,2.63,2.63,,,,,67000.0,,,,,,0.0,,,,,,,,,,2022-12-31
0.0,0.270137,176753000.0,0.0,0.0,87918000.0,2317199000.0,176753000.0,176753000.0,-58328000.0,58328000.0,87918000.0,87918000.0,2355621000.0,25119429.0,24905949.0,3.5,3.53,87918000.0,87918000.0,0.0,87918000.0,1484000.0,86435000.0,86435000.0,31991000.0,118425000.0,10098000.0,0.0,-58328000.0,58328000.0,166654000.0,38422000.0,38422000.0,205076000.0,2317199000.0,2522275000.0,2522275000.0,2024-06-30 00:00:00
