Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,91320000.0,56100000.0,15730000.0,1262450000.0,91320000.0,75590000.0,-19760000.0,19760000.0,56100000.0,56100000.0,1391210000.0,,,,,56100000.0,56100000.0,0.0,56100000.0,0.0,56100000.0,,56100000.0,-270000.0,55830000.0,46430000.0,-19760000.0,19760000.0,29160000.0,128760000.0,99090000.0,15730000.0,15730000.0,157920000.0,1262450000.0,1420370000.0,1420370000.0,2024-03-31
0.0,0.310101,186870000.0,92550000.0,18270000.0,1679670000.0,186870000.0,168600000.0,-34450000.0,34450000.0,92550000.0,92550000.0,1773220000.0,40770925.0,40770925.0,2.27,2.27,92550000.0,92550000.0,0.0,92550000.0,0.0,92550000.0,0.0,92550000.0,41600000.0,134150000.0,9930000.0,-34450000.0,34450000.0,158670000.0,93550000.0,56840000.0,18270000.0,18270000.0,252220000.0,1679670000.0,1931890000.0,1931890000.0,2023-12-31
0.0,0.187783,134790000.0,86160000.0,10620000.0,1358250000.0,134790000.0,124170000.0,-15550000.0,18090000.0,86160000.0,86160000.0,1375820000.0,,,,,86160000.0,86160000.0,0.0,86160000.0,,86160000.0,,86160000.0,19920000.0,106080000.0,-7990000.0,-15550000.0,18090000.0,132320000.0,17570000.0,-162400000.0,10620000.0,-520000.0,149890000.0,1358250000.0,1508140000.0,1508140000.0,2023-03-31
0.0,0.159662,93750000.0,34610000.0,10990000.0,833380000.0,93750000.0,82760000.0,-35410000.0,35410000.0,34610000.0,34610000.0,989740000.0,48499040.0,48499040.0,0.713622,0.713622,34610000.0,34610000.0,0.0,34610000.0,0.0,39790000.0,,39790000.0,7560000.0,47350000.0,2100000.0,-35410000.0,35410000.0,80650000.0,156360000.0,126990000.0,10990000.0,10990000.0,237010000.0,833380000.0,1070390000.0,1070390000.0,2022-12-31
0.0,0.28307,252050000.0,125080000.0,29870000.0,1697000000.0,252050000.0,222180000.0,-47700000.0,47700000.0,125080000.0,125080000.0,1826150000.0,40875817.0,40875817.0,3.06,3.06,125080000.0,125080000.0,0.0,125080000.0,0.0,125080000.0,0.0,125080000.0,49390000.0,174480000.0,6130000.0,-47700000.0,47700000.0,216040000.0,129150000.0,79720000.0,29870000.0,29870000.0,345190000.0,1697000000.0,2042190000.0,2042190000.0,2024-06-30 00:00:00
0.0,0.230885,151340000.0,82080000.0,10330000.0,960640000.0,151340000.0,141010000.0,-34290000.0,34290000.0,82080000.0,82080000.0,1040790000.0,48499040.0,34632911.0,2.37,2.37,82080000.0,82080000.0,0.0,82080000.0,0.0,82060000.0,0.0,82060000.0,24640000.0,106720000.0,5180000.0,-34290000.0,34290000.0,135820000.0,80150000.0,52840000.0,10330000.0,10330000.0,215970000.0,960640000.0,1176610000.0,1176610000.0,2023-06-30 00:00:00
