Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
111000000.0,111000000.0,85383000.0,92852000.0,8514192000.0,8602668000.0,5751414000.0,8514192000.0,5435000.0,8515251000.0,8570807000.0,8515251000.0,8515251000.0,8293251000.0,,,222000000.0,222000000.0,757394000.0,458984000.0,,,367995000.0,60518000.0,4962000.0,55556000.0,,298410000.0,41779000.0,,32334000.0,473000.0,31861000.0,,8654000.0,89130000.0,,,2306000.0,86824000.0,9272645000.0,3222821000.0,15054000.0,,1122019000.0,1122019000.0,1059000.0,1059000.0,2025110000.0,,2025110000.0,56573000.0,1968537000.0,,,,,6049824000.0,27877000.0,,,1003449000.0,,,,,,245461000.0,,,4773037000.0,4771003000.0,2034000.0,,2024-03-31
111000000.0,111000000.0,77269000.0,102421000.0,8279318000.0,8377498000.0,5062268000.0,8279318000.0,5199000.0,8280276000.0,8349720000.0,8280276000.0,8280276000.0,8058276000.0,,,222000000.0,222000000.0,1430388000.0,665535000.0,,,557985000.0,74406000.0,4962000.0,69444000.0,3323000.0,764853000.0,51222000.0,,28015000.0,237000.0,27778000.0,,10386000.0,197929000.0,,,6835000.0,191094000.0,9710664000.0,3883543000.0,4341000.0,,1702609000.0,1702609000.0,958000.0,958000.0,2117394000.0,,2117394000.0,50658000.0,2066736000.0,,,,,5827121000.0,16505000.0,,,1023346000.0,,,,,,397577000.0,,,4389693000.0,4369740000.0,19953000.0,,2023-09-30
111000000.0,111000000.0,121757000.0,127474000.0,7748440000.0,7871498000.0,4734559000.0,7748440000.0,5435000.0,7749459000.0,7832792000.0,7749458000.0,7749459000.0,7527458000.0,5003983000.0,562027000.0,222000000.0,222000000.0,1219734000.0,589716000.0,1729000.0,27466000.0,472225000.0,88296000.0,4963000.0,83333000.0,,630018000.0,81259000.0,40125000.0,39178000.0,472000.0,38706000.0,94618000.0,14063000.0,379760000.0,113847000.0,4280000.0,40125000.0,261633000.0,8969192000.0,3604615000.0,11608000.0,59163000.0,1359707000.0,1359707000.0,1019000.0,1019000.0,2175065000.0,-1391740000.0,3566805000.0,1665000.0,2173400000.0,2664180000.0,706508000.0,194452000.0,0.0,5364577000.0,278000.0,44629000.0,18813000.0,757065000.0,22997000.0,240597000.0,283842000.0,209629000.0,3378000.0,362283000.0,-10980000.0,373263000.0,4178131000.0,4177849000.0,282000.0,282000.0,2023-03-31
